product_id,product_name,category,price_elasticity,elasticity_type,r_squared,p_value,std_err,is_significant,avg_price,min_price,max_price,price_cv,avg_daily_qty,trading_days,interpretation
23112,PARISIENNE CURIO CABINET,General,-13.0472,Highly Elastic,0.4454,0.0,2.3021,True,7.4069,6.65,7.5,0.0352,3.69,42,A 1% price increase leads to a 13.05% decrease in demand. Highly price-sensitive.
20754,Found,General,-13.0267,Highly Elastic,0.4163,0.0,1.8569,True,2.0711,1.69,2.1,0.051,10.61,71,A 1% price increase leads to a 13.03% decrease in demand. Highly price-sensitive.
16156S,Unknown,General,-13.0017,Highly Elastic,0.4481,0.0,1.9454,True,0.417,0.3489,0.42,0.0312,53.07,57,A 1% price increase leads to a 13.0% decrease in demand. Highly price-sensitive.
22941,CHRISTMAS LIGHTS 10 REINDEER,General,-12.9995,Highly Elastic,0.3487,0.0,2.7091,True,8.3607,6.5,8.5,0.045,15.38,45,A 1% price increase leads to a 13.0% decrease in demand. Highly price-sensitive.
22710,WRAP I LOVE LONDON ,General,-12.9938,Highly Elastic,0.7425,0.0,1.3122,True,0.4161,0.34,0.42,0.0395,49.31,36,A 1% price increase leads to a 12.99% decrease in demand. Highly price-sensitive.
23569,TRADTIONAL ALPHABET STAMP SET,General,-12.9746,Highly Elastic,0.3338,0.0152,4.7331,True,4.908,4.236,4.95,0.0353,25.76,17,A 1% price increase leads to a 12.97% decrease in demand. Highly price-sensitive.
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,General,-12.9562,Highly Elastic,0.3554,0.0,1.963,True,0.8373,0.72,0.85,0.046,25.75,81,A 1% price increase leads to a 12.96% decrease in demand. Highly price-sensitive.
15036,Unknown,General,-12.9475,Highly Elastic,0.3542,0.0,2.12,True,0.8002,0.651,0.83,0.0593,142.79,70,A 1% price increase leads to a 12.95% decrease in demand. Highly price-sensitive.
22668,PINK BABY BUNTING,General,-12.9436,Highly Elastic,0.4943,0.0,1.7341,True,2.9123,2.55,3.4233,0.0491,14.1,59,A 1% price increase leads to a 12.94% decrease in demand. Highly price-sensitive.
22035,taig adjust,General,-12.9217,Highly Elastic,0.3929,0.0002,2.9825,True,0.4183,0.3686,0.42,0.0221,18.97,31,A 1% price increase leads to a 12.92% decrease in demand. Highly price-sensitive.
21218,RED SPOTTY BISCUIT TIN,General,-12.9079,Highly Elastic,0.4004,0.0,2.0225,True,3.6571,3.25,4.885,0.0684,16.98,63,A 1% price increase leads to a 12.91% decrease in demand. Highly price-sensitive.
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,General,-12.8645,Highly Elastic,0.3343,0.001,3.494,True,2.5055,2.1,2.55,0.0533,10.9,29,A 1% price increase leads to a 12.86% decrease in demand. Highly price-sensitive.
21586,Unknown,General,-12.8412,Highly Elastic,0.4365,0.0006,3.1838,True,2.454,2.1,2.55,0.0759,21.13,23,A 1% price increase leads to a 12.84% decrease in demand. Highly price-sensitive.
23291,DOLLY GIRL CHILDRENS CUP,General,-12.8072,Highly Elastic,0.0994,0.0475,6.2543,True,1.2479,1.058,1.36,0.0283,17.02,40,A 1% price increase leads to a 12.81% decrease in demand. Highly price-sensitive.
23110,PARISIENNE KEY CABINET ,General,-12.7369,Highly Elastic,0.3836,0.0,2.3804,True,5.706,4.95,5.75,0.0304,4.75,48,A 1% price increase leads to a 12.74% decrease in demand. Highly price-sensitive.
22989,SET 2 PANTRY DESIGN TEA TOWELS,General,-12.7323,Highly Elastic,0.1252,0.0018,3.9382,True,3.2289,2.7783,3.25,0.0242,10.36,75,A 1% price increase leads to a 12.73% decrease in demand. Highly price-sensitive.
22083,PAPER CHAIN KIT RETROSPOT,General,-12.6904,Highly Elastic,0.3664,0.0,1.7495,True,2.8949,2.55,3.1459,0.0455,19.96,93,A 1% price increase leads to a 12.69% decrease in demand. Highly price-sensitive.
48184,DOORMAT ENGLISH ROSE ,General,-12.6753,Highly Elastic,0.6371,0.0,1.0438,True,7.6859,6.75,8.25,0.0687,8.6,86,A 1% price increase leads to a 12.68% decrease in demand. Highly price-sensitive.
20828,GLITTER BUTTERFLY CLIPS,General,-12.6636,Highly Elastic,0.112,0.0134,4.946,True,2.5417,2.1,2.55,0.0241,6.89,54,A 1% price increase leads to a 12.66% decrease in demand. Highly price-sensitive.
23270,incorrect stock entry.,General,-12.6582,Highly Elastic,0.1659,0.0255,5.3645,True,1.4367,1.25,1.45,0.0353,17.77,30,A 1% price increase leads to a 12.66% decrease in demand. Highly price-sensitive.
22893,Unknown,General,-12.6492,Highly Elastic,0.1454,0.0881,7.0364,False,0.4177,0.372,0.42,0.0251,19.43,21,A 1% price increase leads to a 12.65% decrease in demand. Highly price-sensitive.
21531,RED RETROSPOT SUGAR JAM BOWL,General,-12.649,Highly Elastic,0.3236,0.0,2.3611,True,2.521,2.1,2.55,0.0442,9.18,62,A 1% price increase leads to a 12.65% decrease in demand. Highly price-sensitive.
23501,KEY RING BASEBALL BOOT UNION JACK,General,-12.6429,Highly Elastic,0.3081,0.0111,4.4652,True,1.212,1.0481,1.25,0.0645,52.3,20,A 1% price increase leads to a 12.64% decrease in demand. Highly price-sensitive.
22854,Unknown,General,-12.6143,Highly Elastic,0.3684,0.0,2.7151,True,4.9021,4.25,4.95,0.0348,6.36,39,A 1% price increase leads to a 12.61% decrease in demand. Highly price-sensitive.
23007, SPACEBOY BABY GIFT SET,General,-12.6021,Highly Elastic,0.5679,0.0,1.738,True,16.4636,14.95,16.95,0.0506,3.98,42,A 1% price increase leads to a 12.6% decrease in demand. Highly price-sensitive.
23315,IVORY REFECTORY CLOCK,General,-12.5336,Highly Elastic,0.6302,0.0,2.0471,True,9.7625,8.15,9.95,0.0525,4.71,24,A 1% price increase leads to a 12.53% decrease in demand. Highly price-sensitive.
21240,BLUE POLKADOT CUP,General,-12.4592,Highly Elastic,0.3021,0.0,2.2798,True,0.8341,0.72,0.85,0.0504,20.94,71,A 1% price increase leads to a 12.46% decrease in demand. Highly price-sensitive.
37449,CERAMIC CAKE STAND + HANGING CAKES,General,-12.447,Highly Elastic,0.5745,0.0,1.5624,True,9.7488,8.5,9.95,0.0512,4.35,49,A 1% price increase leads to a 12.45% decrease in demand. Highly price-sensitive.
85099B,JUMBO BAG RED RETROSPOT,General,-12.4402,Highly Elastic,0.456,0.0,1.2302,True,1.9472,1.6559,2.08,0.0675,162.4,124,A 1% price increase leads to a 12.44% decrease in demand. Highly price-sensitive.
21624,VINTAGE UNION JACK DOORSTOP,General,-12.415,Highly Elastic,0.2866,0.0006,3.3106,True,5.923,4.95,5.95,0.0278,2.89,37,A 1% price increase leads to a 12.41% decrease in demand. Highly price-sensitive.
22366,DOORMAT AIRMAIL ,General,-12.3991,Highly Elastic,0.5802,0.0,1.3971,True,7.8449,6.75,8.25,0.0514,3.97,59,A 1% price increase leads to a 12.4% decrease in demand. Highly price-sensitive.
23068,ALUMINIUM HEART,General,-12.375,Highly Elastic,0.1584,0.0133,4.7548,True,2.4792,2.08,2.49,0.0268,8.18,38,A 1% price increase leads to a 12.38% decrease in demand. Highly price-sensitive.
22379,RECYCLING BAG RETROSPOT ,General,-12.3477,Highly Elastic,0.3187,0.0,1.9466,True,2.0799,1.85,3.115,0.0697,38.75,88,A 1% price increase leads to a 12.35% decrease in demand. Highly price-sensitive.
23165,LARGE CERAMIC TOP STORAGE JAR,General,-12.3306,Highly Elastic,0.2949,0.0001,2.8747,True,1.6158,1.45,1.65,0.0467,20.98,46,A 1% price increase leads to a 12.33% decrease in demand. Highly price-sensitive.
21504,Unknown,General,-12.3265,Highly Elastic,0.6703,0.0,1.6054,True,0.4147,0.36,0.42,0.0395,22.84,31,A 1% price increase leads to a 12.33% decrease in demand. Highly price-sensitive.
23247,BISCUIT TIN 50'S CHRISTMAS,General,-12.2962,Highly Elastic,0.1089,0.0307,5.4933,True,2.8657,2.5008,3.006,0.0319,21.91,43,A 1% price increase leads to a 12.3% decrease in demand. Highly price-sensitive.
22667,damaged,General,-12.2758,Highly Elastic,0.2441,0.0,2.371,True,2.9055,2.55,2.95,0.0405,11.74,85,A 1% price increase leads to a 12.28% decrease in demand. Highly price-sensitive.
23524,WALL ART HORSE & PONY ,General,-12.274,Highly Elastic,0.6026,0.0,2.2868,True,3.6314,2.66,3.75,0.088,18.29,21,A 1% price increase leads to a 12.27% decrease in demand. Highly price-sensitive.
22768,FAMILY PHOTO FRAME CORNICE,General,-12.2235,Highly Elastic,0.3233,0.0,2.2103,True,9.8505,8.5,9.95,0.0357,4.74,66,A 1% price increase leads to a 12.22% decrease in demand. Highly price-sensitive.
21558,SKULL LUNCH BOX WITH CUTLERY ,General,-12.2186,Highly Elastic,0.2046,0.0,2.8193,True,2.5328,2.1,2.55,0.0335,9.17,75,A 1% price increase leads to a 12.22% decrease in demand. Highly price-sensitive.
22502,PICNIC BASKET WICKER 60 PIECES,General,-12.2096,Highly Elastic,0.6122,0.0,1.3609,True,5.7102,4.95,5.95,0.0688,14.98,53,A 1% price increase leads to a 12.21% decrease in demand. Highly price-sensitive.
22637,damages,General,-12.1977,Highly Elastic,0.3808,0.0,2.0079,True,2.5167,2.1,2.55,0.0454,12.55,62,A 1% price increase leads to a 12.2% decrease in demand. Highly price-sensitive.
20679,EDWARDIAN PARASOL RED,General,-12.1888,Highly Elastic,0.1754,0.0004,3.2777,True,5.8979,4.95,5.95,0.0347,8.16,67,A 1% price increase leads to a 12.19% decrease in demand. Highly price-sensitive.
21704,BAG 250g SWIRLY MARBLES,General,-12.1822,Highly Elastic,0.4091,0.0,2.1357,True,0.8236,0.72,0.967,0.0691,37.35,49,A 1% price increase leads to a 12.18% decrease in demand. Highly price-sensitive.
23091,check,General,-12.1726,Highly Elastic,0.1588,0.009,4.4301,True,6.2136,5.39,6.25,0.0267,5.21,42,A 1% price increase leads to a 12.17% decrease in demand. Highly price-sensitive.
22585,PACK OF 6 BIRDY GIFT TAGS,General,-12.1421,Highly Elastic,0.1972,0.0001,3.0159,True,1.2447,1.0746,1.492,0.0385,30.13,68,A 1% price increase leads to a 12.14% decrease in demand. Highly price-sensitive.
21788,KIDS RAIN MAC BLUE,General,-12.1162,Highly Elastic,0.2476,0.0356,5.2804,True,0.8389,0.65,0.85,0.0562,18.83,18,A 1% price increase leads to a 12.12% decrease in demand. Highly price-sensitive.
23232,WRAP VINTAGE LEAF DESIGN,General,-12.1088,Highly Elastic,0.354,0.0,2.1664,True,0.4169,0.34,0.42,0.0333,63.14,59,A 1% price increase leads to a 12.11% decrease in demand. Highly price-sensitive.
23233,WRAP POPPIES  DESIGN,General,-12.0989,Highly Elastic,0.5009,0.0,1.9591,True,0.4166,0.34,0.42,0.0365,57.5,40,A 1% price increase leads to a 12.1% decrease in demand. Highly price-sensitive.
23523,WALL ART TREASURE AHOY ,General,-12.0755,Highly Elastic,0.549,0.0016,3.0355,True,3.6533,2.7591,3.75,0.0751,17.27,15,A 1% price increase leads to a 12.08% decrease in demand. Highly price-sensitive.
22635,CHILDS BREAKFAST SET DOLLY GIRL ,General,-12.072,Highly Elastic,0.6123,0.0,1.4163,True,9.7207,8.5,9.95,0.0537,6.17,48,A 1% price increase leads to a 12.07% decrease in demand. Highly price-sensitive.
22171,Unknown,General,-12.0635,Highly Elastic,0.4514,0.0,1.5357,True,8.3693,5.9848,8.5,0.0452,6.52,77,A 1% price increase leads to a 12.06% decrease in demand. Highly price-sensitive.
22630,DOLLY GIRL LUNCH BOX,General,-12.0028,Highly Elastic,0.3335,0.0,1.6638,True,1.9134,1.65,2.5729,0.0625,36.08,106,A 1% price increase leads to a 12.0% decrease in demand. Highly price-sensitive.
22857,sold as set on dotcom,General,-12.0018,Highly Elastic,0.4096,0.0042,3.6024,True,0.8357,0.72,0.85,0.05,40.39,18,A 1% price increase leads to a 12.0% decrease in demand. Highly price-sensitive.
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,General,-11.934,Highly Elastic,0.3498,0.0,1.5306,True,0.829,0.6504,0.85,0.0589,41.71,115,A 1% price increase leads to a 11.93% decrease in demand. Highly price-sensitive.
82583,amazon,General,-11.9283,Highly Elastic,0.2607,0.0,2.1658,True,2.0585,1.5221,2.3812,0.0558,32.01,88,A 1% price increase leads to a 11.93% decrease in demand. Highly price-sensitive.
22817,CARD SUKI BIRTHDAY,General,-11.921,Highly Elastic,0.3133,0.0001,2.8261,True,0.4173,0.36,0.42,0.0292,18.76,41,A 1% price increase leads to a 11.92% decrease in demand. Highly price-sensitive.
21314,SMALL GLASS HEART TRINKET POT,General,-11.9109,Highly Elastic,0.3877,0.0,1.6528,True,2.0765,1.85,2.506,0.0427,18.92,84,A 1% price increase leads to a 11.91% decrease in demand. Highly price-sensitive.
23078,ICE CREAM PEN LIP GLOSS ,General,-11.9051,Highly Elastic,0.2183,0.0004,3.124,True,1.2465,1.0591,1.25,0.0208,46.43,54,A 1% price increase leads to a 11.91% decrease in demand. Highly price-sensitive.
20719,WOODLAND CHARLOTTE BAG,General,-11.8888,Highly Elastic,0.282,0.0,1.9886,True,0.8314,0.72,0.8812,0.0531,35.63,93,A 1% price increase leads to a 11.89% decrease in demand. Highly price-sensitive.
22571,ROCKING HORSE RED CHRISTMAS ,General,-11.8869,Highly Elastic,0.1754,0.0099,4.3571,True,0.8431,0.72,0.85,0.0346,26.35,37,A 1% price increase leads to a 11.89% decrease in demand. Highly price-sensitive.
23433,HANGING QUILTED PATCHWORK APPLES,General,-11.868,Highly Elastic,0.1334,0.0792,6.4485,False,0.8263,0.742,0.83,0.0217,21.42,24,A 1% price increase leads to a 11.87% decrease in demand. Highly price-sensitive.
22845,VINTAGE CREAM CAT FOOD CONTAINER,General,-11.8622,Highly Elastic,0.3419,0.0,2.0104,True,6.2912,5.55,6.91,0.0368,4.28,69,A 1% price increase leads to a 11.86% decrease in demand. Highly price-sensitive.
22423,damages,General,-11.8605,Highly Elastic,0.4894,0.0,1.088,True,11.9565,10.95,12.9873,0.0574,42.52,126,A 1% price increase leads to a 11.86% decrease in demand. Highly price-sensitive.
84946,ANTIQUE SILVER T-LIGHT GLASS,General,-11.8436,Highly Elastic,0.3806,0.0,1.434,True,1.2075,1.06,1.2984,0.057,65.96,113,A 1% price increase leads to a 11.84% decrease in demand. Highly price-sensitive.
22846,BREAD BIN DINER STYLE RED ,General,-11.8311,Highly Elastic,0.552,0.0,1.274,True,16.3877,14.95,16.95,0.0477,3.62,72,A 1% price increase leads to a 11.83% decrease in demand. Highly price-sensitive.
23318,BOX OF 6 MINI VINTAGE CRACKERS,General,-11.8122,Highly Elastic,0.4001,0.0,2.4451,True,2.3828,2.08,2.49,0.0677,38.03,37,A 1% price increase leads to a 11.81% decrease in demand. Highly price-sensitive.
23314,VINTAGE CHRISTMAS TABLECLOTH,General,-11.8066,Highly Elastic,0.1509,0.055,5.8402,False,12.4437,11.0933,12.5,0.0226,4.96,25,A 1% price increase leads to a 11.81% decrease in demand. Highly price-sensitive.
23313,VINTAGE CHRISTMAS BUNTING,General,-11.7683,Highly Elastic,0.3135,0.0002,2.8253,True,4.8313,4.2093,4.95,0.0529,31.2,40,A 1% price increase leads to a 11.77% decrease in demand. Highly price-sensitive.
22938,CUPCAKE LACE PAPER SET 6,General,-11.7594,Highly Elastic,0.0823,0.0276,5.2018,True,1.9415,1.65,1.95,0.024,17.37,59,A 1% price increase leads to a 11.76% decrease in demand. Highly price-sensitive.
23013,GLASS APOTHECARY BOTTLE TONIC,General,-11.7512,Highly Elastic,0.4743,0.0,2.0338,True,3.8305,3.45,3.95,0.0503,8.18,39,A 1% price increase leads to a 11.75% decrease in demand. Highly price-sensitive.
23334,IVORY WICKER HEART SMALL,General,-11.7498,Highly Elastic,0.1144,0.0982,6.8161,False,0.6236,0.55,0.63,0.0355,29.48,25,A 1% price increase leads to a 11.75% decrease in demand. Highly price-sensitive.
23101,SILVER STARS TABLE DECORATION,General,-11.7088,Highly Elastic,0.1095,0.06,5.9975,False,0.8242,0.72,0.83,0.0285,17.64,33,A 1% price increase leads to a 11.71% decrease in demand. Highly price-sensitive.
23352,ROLL WRAP 50'S RED CHRISTMAS ,General,-11.6727,Highly Elastic,0.1199,0.071,6.2015,False,1.2436,1.07,1.25,0.0274,22.07,28,A 1% price increase leads to a 11.67% decrease in demand. Highly price-sensitive.
22536,MAGIC DRAWING SLATE PURDEY,General,-11.6672,Highly Elastic,0.3245,0.0,2.5377,True,0.4096,0.27,0.42,0.0694,38.04,46,A 1% price increase leads to a 11.67% decrease in demand. Highly price-sensitive.
22430,ENAMEL WATERING CAN CREAM,General,-11.6603,Highly Elastic,0.1683,0.0019,3.5604,True,4.922,4.25,4.95,0.0253,4.67,55,A 1% price increase leads to a 11.66% decrease in demand. Highly price-sensitive.
21520,BOOZE & WOMEN GREETING CARD ,General,-11.6234,Highly Elastic,1.0,0.0,0.0,True,0.416,0.36,0.42,0.0372,16.0,15,A 1% price increase leads to a 11.62% decrease in demand. Highly price-sensitive.
15058A,wet/rusty,General,-11.5912,Highly Elastic,0.5981,0.0004,2.5395,True,7.7386,6.75,7.95,0.0588,3.81,16,A 1% price increase leads to a 11.59% decrease in demand. Highly price-sensitive.
23172,REGENCY TEA PLATE PINK,General,-11.5376,Highly Elastic,0.2623,0.0001,2.7928,True,1.6255,1.45,1.7762,0.0415,25.74,50,A 1% price increase leads to a 11.54% decrease in demand. Highly price-sensitive.
22456,NATURAL SLATE CHALKBOARD LARGE ,General,-11.5315,Highly Elastic,0.3396,0.0,1.8694,True,4.8549,4.25,4.95,0.046,8.57,76,A 1% price increase leads to a 11.53% decrease in demand. Highly price-sensitive.
22180,Unknown,General,-11.5295,Highly Elastic,0.1414,0.0078,4.1449,True,9.9204,8.5,9.95,0.0209,2.65,49,A 1% price increase leads to a 11.53% decrease in demand. Highly price-sensitive.
22251,BIRDHOUSE DECORATION MAGIC GARDEN,General,-11.5287,Highly Elastic,0.088,0.1593,7.9136,False,1.243,1.0811,1.25,0.0277,8.83,24,A 1% price increase leads to a 11.53% decrease in demand. Highly price-sensitive.
22385,JUMBO BAG SPACEBOY DESIGN,General,-11.5087,Highly Elastic,0.3403,0.0,1.6615,True,1.9916,1.65,2.1288,0.0599,36.54,95,A 1% price increase leads to a 11.51% decrease in demand. Highly price-sensitive.
23245,SET OF 3 REGENCY CAKE TINS,General,-11.5051,Highly Elastic,0.3749,0.0,1.9023,True,4.8199,4.161,5.1073,0.0504,29.05,63,A 1% price increase leads to a 11.51% decrease in demand. Highly price-sensitive.
22849,"BREAD BIN, DINER STYLE, MINT",General,-11.5026,Highly Elastic,0.6432,0.0,1.5145,True,16.0852,14.95,16.95,0.0586,3.74,34,A 1% price increase leads to a 11.5% decrease in demand. Highly price-sensitive.
22963,JAM JAR WITH BLUE LID,General,-11.502,Highly Elastic,0.3043,0.0,2.1405,True,0.8379,0.72,0.85,0.0417,20.47,68,A 1% price increase leads to a 11.5% decrease in demand. Highly price-sensitive.
23156,SET OF 5 MINI GROCERY MAGNETS,General,-11.451,Highly Elastic,0.0615,0.0858,6.5248,False,2.071,1.85,2.08,0.0214,13.12,49,A 1% price increase leads to a 11.45% decrease in demand. Highly price-sensitive.
23502,PLAYING CARDS VINTAGE DOILY ,General,-11.4453,Highly Elastic,0.2361,0.0299,4.8526,True,1.2395,1.04,1.25,0.0379,19.8,20,A 1% price increase leads to a 11.45% decrease in demand. Highly price-sensitive.
21658,Unknown,General,-11.4438,Highly Elastic,0.2749,0.0004,2.9388,True,3.8836,3.39,3.95,0.0448,7.29,42,A 1% price increase leads to a 11.44% decrease in demand. Highly price-sensitive.
23250,ENAMEL BOWL PANTRY,General,-11.4398,Highly Elastic,0.1765,0.0326,5.0434,True,1.2419,1.04,1.25,0.0332,18.73,26,A 1% price increase leads to a 11.44% decrease in demand. Highly price-sensitive.
23216,LAUREL HEART ANTIQUE GOLD,General,-11.4295,Highly Elastic,0.3119,0.0245,4.5372,True,1.2106,1.04,1.25,0.0699,20.62,16,A 1% price increase leads to a 11.43% decrease in demand. Highly price-sensitive.
22892,check,General,-11.4046,Highly Elastic,0.1749,0.0006,3.1716,True,1.2442,1.06,1.25,0.026,17.38,63,A 1% price increase leads to a 11.4% decrease in demand. Highly price-sensitive.
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,General,-11.382,Highly Elastic,0.258,0.0222,4.5494,True,2.0795,1.69,2.1,0.0441,8.55,20,A 1% price increase leads to a 11.38% decrease in demand. Highly price-sensitive.
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,General,-11.3806,Highly Elastic,0.433,0.0,1.7889,True,4.8122,4.15,4.95,0.0562,16.15,55,A 1% price increase leads to a 11.38% decrease in demand. Highly price-sensitive.
71459,HANGING JAM JAR T-LIGHT HOLDERS,General,-11.3784,Highly Elastic,0.662,0.0,0.887,True,0.8104,0.72,0.85,0.0684,72.8,86,A 1% price increase leads to a 11.38% decrease in demand. Highly price-sensitive.
22193,RED DINER WALL CLOCK,General,-11.3732,Highly Elastic,0.1725,0.0,2.583,True,8.4562,7.65,9.5162,0.0292,5.46,95,A 1% price increase leads to a 11.37% decrease in demand. Highly price-sensitive.
22249,DECORATION WHITE CHICK MAGIC GARDEN,General,-11.3653,Highly Elastic,0.1188,0.1484,7.5061,False,0.8439,0.7344,0.85,0.0314,11.89,19,A 1% price increase leads to a 11.37% decrease in demand. Highly price-sensitive.
21534,DAIRY MAID LARGE MILK JUG,General,-11.3625,Highly Elastic,0.1578,0.0076,4.0507,True,4.9341,4.25,4.95,0.0214,2.75,44,A 1% price increase leads to a 11.36% decrease in demand. Highly price-sensitive.
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,General,-11.3598,Highly Elastic,0.0585,0.255,9.7196,False,0.4176,0.3624,0.42,0.0282,11.54,24,A 1% price increase leads to a 11.36% decrease in demand. Highly price-sensitive.
22046,TEA PARTY  WRAPPING PAPER ,General,-11.3466,Highly Elastic,0.7202,0.0,1.3133,True,0.4177,0.3489,0.42,0.0306,34.68,31,A 1% price increase leads to a 11.35% decrease in demand. Highly price-sensitive.
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,General,-11.3399,Highly Elastic,0.067,0.0588,5.8697,False,2.0907,1.85,2.1,0.0228,9.26,54,A 1% price increase leads to a 11.34% decrease in demand. Highly price-sensitive.
23168,CLASSIC CAFE SUGAR DISPENSER,General,-11.3338,Highly Elastic,0.4538,0.0,1.9188,True,1.2058,1.04,1.25,0.0651,23.95,44,A 1% price increase leads to a 11.33% decrease in demand. Highly price-sensitive.
23527,WALL ART ANIMALS AND NATURE ,General,-11.3189,Highly Elastic,0.4402,0.0027,3.1909,True,3.6396,2.66,3.75,0.0781,18.5,18,A 1% price increase leads to a 11.32% decrease in demand. Highly price-sensitive.
23542,WALL ART 70'S ALPHABET ,General,-11.2618,Highly Elastic,0.6637,0.0002,2.2235,True,7.8401,6.67,8.25,0.0824,14.8,15,A 1% price increase leads to a 11.26% decrease in demand. Highly price-sensitive.
21931,JUMBO STORAGE BAG SUKI,General,-11.2462,Highly Elastic,0.317,0.0,1.5328,True,1.9938,1.65,2.1691,0.0588,39.64,118,A 1% price increase leads to a 11.25% decrease in demand. Highly price-sensitive.
23267,SET OF 4 SANTA PLACE SETTINGS,General,-11.2383,Highly Elastic,0.1392,0.0553,5.59,False,1.2422,1.04,1.25,0.0325,20.44,27,A 1% price increase leads to a 11.24% decrease in demand. Highly price-sensitive.
22365,DOORMAT RESPECTABLE HOUSE,General,-11.2198,Highly Elastic,0.6322,0.0,1.3205,True,7.8095,6.75,8.25,0.0594,4.68,44,A 1% price increase leads to a 11.22% decrease in demand. Highly price-sensitive.
21498,RED RETROSPOT WRAP ,General,-11.2143,Highly Elastic,0.4076,0.0,1.5023,True,0.4165,0.34,0.42,0.0358,60.84,83,A 1% price increase leads to a 11.21% decrease in demand. Highly price-sensitive.
22120,WELCOME  WOODEN BLOCK LETTERS,General,-11.2058,Highly Elastic,0.5444,0.0,1.4498,True,9.7615,8.5,10.13,0.0506,4.19,52,A 1% price increase leads to a 11.21% decrease in demand. Highly price-sensitive.
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,General,-11.2042,Highly Elastic,0.3418,0.0,2.4581,True,2.5121,2.1,2.55,0.0482,9.29,42,A 1% price increase leads to a 11.2% decrease in demand. Highly price-sensitive.
22634,CHILDS BREAKFAST SET SPACEBOY ,General,-11.2012,Highly Elastic,0.6163,0.0,1.2028,True,9.6282,8.5,9.95,0.0592,5.18,56,A 1% price increase leads to a 11.2% decrease in demand. Highly price-sensitive.
23012,GLASS APOTHECARY BOTTLE PERFUME,General,-11.1992,Highly Elastic,0.4288,0.0,2.0967,True,3.8216,3.45,3.95,0.051,9.18,40,A 1% price increase leads to a 11.2% decrease in demand. Highly price-sensitive.
21533,RETROSPOT LARGE MILK JUG,General,-11.1774,Highly Elastic,0.353,0.0,1.6813,True,4.8635,4.25,4.95,0.0444,6.14,83,A 1% price increase leads to a 11.18% decrease in demand. Highly price-sensitive.
22983,CARD BILLBOARD FONT,General,-11.1585,Highly Elastic,0.3994,0.0,1.6017,True,0.4158,0.36,0.4416,0.0376,30.92,75,A 1% price increase leads to a 11.16% decrease in demand. Highly price-sensitive.
22432,WATERING CAN PINK BUNNY,General,-11.1514,Highly Elastic,0.2525,0.0,2.4564,True,1.9322,1.65,2.2614,0.046,11.6,63,A 1% price increase leads to a 11.15% decrease in demand. Highly price-sensitive.
21781,Unknown,General,-11.1486,Highly Elastic,0.3995,0.0001,2.4953,True,14.8201,12.75,14.95,0.0345,2.09,32,A 1% price increase leads to a 11.15% decrease in demand. Highly price-sensitive.
22993,SET OF 4 PANTRY JELLY MOULDS,General,-11.1336,Highly Elastic,0.2123,0.0,2.224,True,1.2356,1.06,1.371,0.0409,45.16,95,A 1% price increase leads to a 11.13% decrease in demand. Highly price-sensitive.
23175,Unknown,General,-11.1251,Highly Elastic,0.452,0.0,1.8262,True,3.1661,2.75,3.25,0.0561,14.23,47,A 1% price increase leads to a 11.13% decrease in demand. Highly price-sensitive.
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,General,-11.1121,Highly Elastic,0.3684,0.0013,3.0337,True,14.862,12.75,14.95,0.0296,1.8,25,A 1% price increase leads to a 11.11% decrease in demand. Highly price-sensitive.
22968,Unknown,General,-11.1102,Highly Elastic,0.403,0.0,2.0386,True,9.7196,8.5,9.95,0.0507,4.85,46,A 1% price increase leads to a 11.11% decrease in demand. Highly price-sensitive.
23083,SET 6 PAPER TABLE LANTERN STARS ,General,-11.0826,Highly Elastic,0.1532,0.0166,4.404,True,3.7058,3.29,3.75,0.0349,21.3,37,A 1% price increase leads to a 11.08% decrease in demand. Highly price-sensitive.
21068,VINTAGE BILLBOARD LOVE/HATE MUG,General,-11.0584,Highly Elastic,0.415,0.0001,2.3581,True,1.2229,0.8,1.25,0.0729,26.52,33,A 1% price increase leads to a 11.06% decrease in demand. Highly price-sensitive.
21066,VINTAGE RED MUG,General,-11.0363,Highly Elastic,0.6894,0.0001,1.98,True,1.21,0.8,1.25,0.0985,34.62,16,A 1% price increase leads to a 11.04% decrease in demand. Highly price-sensitive.
22150,3 STRIPEY MICE FELTCRAFT,General,-11.0125,Highly Elastic,0.1419,0.0003,2.9378,True,1.9371,1.65,2.0953,0.0323,13.16,87,A 1% price increase leads to a 11.01% decrease in demand. Highly price-sensitive.
48111,DOORMAT 3 SMILEY CATS,General,-11.0039,Highly Elastic,0.6439,0.0,1.0746,True,7.7831,6.75,8.25,0.0651,4.43,60,A 1% price increase leads to a 11.0% decrease in demand. Highly price-sensitive.
21238,RED RETROSPOT CUP,General,-10.9965,Highly Elastic,0.3125,0.0,1.8959,True,0.8325,0.72,0.85,0.052,23.79,76,A 1% price increase leads to a 11.0% decrease in demand. Highly price-sensitive.
