date,day_of_week,month,quarter,year,week_of_year,revenue,transactions,units,trend,seasonal_component,residual,seasonal_index
2011-05-28,Saturday,5,2,2011,21,0.0,0.0,0.0,8773.009808219178,979.9628324370622,-9752.97264065624,1.1117020103544126
2011-05-29,Sunday,5,2,2011,21,0.0,0.0,0.0,8773.009808219178,-7494.424584194132,-1278.585224025046,0.1457407722064983
2011-05-30,Monday,5,2,2011,22,0.0,0.0,0.0,8773.009808219178,1605.1693091492996,-10378.179117368478,1.1829667747145869
2011-05-31,Tuesday,5,2,2011,22,0.0,0.0,0.0,8773.009808219178,1786.0623490605215,-10559.0721572797,1.203586042658611
2011-06-01,Wednesday,6,2,2011,22,34310.24,1259.0,21567.0,8773.009808219178,725.1845660533021,24812.04562572752,1.0826608634785633
2011-06-02,Thursday,6,2,2011,22,3422.49,269.0,2026.0,8819.646767123288,1142.199668551978,-6539.356435675266,1.1295062828150577
2011-06-03,Friday,6,2,2011,22,9779.03,791.0,4930.0,8819.646767123288,1256.803428523969,-297.4201956472559,1.1425004267981473
2011-06-04,Saturday,6,2,2011,22,12679.83,789.0,7991.0,8819.646767123288,985.1722745034673,2875.010958373245,1.1117020103544126
2011-06-05,Sunday,6,2,2011,22,31104.54,1309.0,18451.0,8885.32002739726,-7590.3666253025185,29809.586597905258,0.1457407722064983
2011-06-06,Monday,6,2,2011,23,16240.33,1035.0,9131.0,9049.929342465754,1655.836383185861,5534.564274348386,1.1829667747145869
2011-06-07,Tuesday,6,2,2011,23,22825.39,1210.0,17752.0,9083.71410958904,1849.31740821342,11892.358482197538,1.203586042658611
2011-06-08,Wednesday,6,2,2011,23,0.0,0.0,0.0,9132.741808219178,754.9203237941725,-9887.66213201335,1.0826608634785633
2011-06-09,Thursday,6,2,2011,23,25384.07,1027.0,14402.0,9183.18517808219,1189.2801768157583,15011.60464510205,1.1295062828150577
2011-06-10,Friday,6,2,2011,23,58503.26,2544.0,33378.0,9258.661753424658,1319.363251442697,47925.234995132654,1.1425004267981473
2011-06-11,Saturday,6,2,2011,23,41916.75,3222.0,22701.0,9332.643397260274,1042.4750293948077,31541.631573344916,1.1117020103544126
2011-06-12,Sunday,6,2,2011,23,45282.79,2473.0,27640.0,9332.643397260274,-7972.496741815684,43922.64334455541,0.1457407722064983
2011-06-13,Monday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,1699.1936588692156,-10986.09102873223,1.1829667747145869
2011-06-14,Tuesday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,1890.682684107073,-11177.580053970087,1.203586042658611
2011-06-15,Wednesday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,767.6629556296749,-10054.56032549269,1.0826608634785633
2011-06-16,Thursday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,1202.7115572558953,-10489.60892711891,1.1295062828150577
2011-06-17,Friday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,1323.3868388360715,-10610.284208699086,1.1425004267981473
2011-06-18,Saturday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,1037.3651061688058,-10324.26247603182,1.1117020103544126
2011-06-19,Sunday,6,2,2011,24,0.0,0.0,0.0,9286.897369863014,-7933.417775776681,-1353.4795940863332,0.1457407722064983
2011-06-20,Monday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,1699.1936588692156,-10986.09102873223,1.1829667747145869
2011-06-21,Tuesday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,1890.682684107073,-11177.580053970087,1.203586042658611
2011-06-22,Wednesday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,767.6629556296749,-10054.56032549269,1.0826608634785633
2011-06-23,Thursday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,1202.7115572558953,-10489.60892711891,1.1295062828150577
2011-06-24,Friday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,1323.3868388360715,-10610.284208699086,1.1425004267981473
2011-06-25,Saturday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,1037.3651061688058,-10324.26247603182,1.1117020103544126
2011-06-26,Sunday,6,2,2011,25,0.0,0.0,0.0,9286.897369863014,-7933.417775776681,-1353.4795940863332,0.1457407722064983
2011-06-27,Monday,6,2,2011,26,0.0,0.0,0.0,9286.897369863014,1699.1936588692156,-10986.09102873223,1.1829667747145869
2011-06-28,Tuesday,6,2,2011,26,0.0,0.0,0.0,9286.897369863014,1890.682684107073,-11177.580053970087,1.203586042658611
2011-06-29,Wednesday,6,2,2011,26,0.0,0.0,0.0,9286.897369863014,767.6629556296749,-10054.56032549269,1.0826608634785633
2011-06-30,Thursday,6,2,2011,26,0.0,0.0,0.0,9286.897369863014,1202.7115572558953,-10489.60892711891,1.1295062828150577
2011-07-01,Friday,7,3,2011,26,23688.84,1067.0,15069.0,9286.897369863014,1323.3868388360715,13078.555791300914,1.1425004267981473
2011-07-02,Saturday,7,3,2011,26,18716.2,923.0,7441.0,9286.897369863014,1037.3651061688058,8391.937523968181,1.1117020103544126
2011-07-03,Sunday,7,3,2011,26,20145.7,1074.0,11043.0,9286.897369863014,-7933.417775776681,18792.220405913667,0.1457407722064983
2011-07-04,Monday,7,3,2011,27,16580.46,1241.0,9926.0,9253.661643835616,1693.112625272685,5633.685730891699,1.1829667747145869
2011-07-05,Tuesday,7,3,2011,27,0.0,0.0,0.0,9237.81997260274,1880.6912110148692,-11118.51118361761,1.203586042658611
2011-07-06,Wednesday,7,3,2011,27,33769.93,1416.0,17613.0,9211.179506849316,761.404051692211,23797.346441458474,1.0826608634785633
2011-07-07,Thursday,7,3,2011,27,27647.57,1238.0,17485.0,9248.264575342466,1197.708367642781,17201.597057014755,1.1295062828150577
2011-07-08,Friday,7,3,2011,27,7485.1,516.0,5119.0,9248.786191780822,1317.955979693579,-3081.642171474401,1.1425004267981473
2011-07-09,Saturday,7,3,2011,27,21761.9,968.0,13628.0,9258.96112328767,1034.2445712645833,11468.694305447747,1.1117020103544126
2011-07-10,Sunday,7,3,2011,27,42837.7,1728.0,26218.0,9206.062712328767,-7864.3640236525225,41496.00131132375,0.1457407722064983
2011-07-11,Monday,7,3,2011,28,28135.57,1676.0,15976.0,9140.67298630137,1672.4394550243128,17322.45755867432,1.1829667747145869
2011-07-12,Tuesday,7,3,2011,28,68218.85,2073.0,40341.0,9179.743424657534,1868.8676364474318,57170.23893889504,1.203586042658611
2011-07-13,Wednesday,7,3,2011,28,0.0,0.0,0.0,9132.528493150685,754.902690986418,-9887.431184137104,1.0826608634785633
2011-07-14,Thursday,7,3,2011,28,0.0,0.0,0.0,9041.61887671233,1170.9464513534715,-10212.5653280658,1.1295062828150577
2011-07-15,Friday,7,3,2011,28,0.0,0.0,0.0,9082.825342465754,1294.3064878343987,-10377.131830300154,1.1425004267981473
2011-07-16,Saturday,7,3,2011,28,0.0,0.0,0.0,9116.367753424658,1018.3166051876746,-10134.684358612332,1.1117020103544126
2011-07-17,Sunday,7,3,2011,28,0.0,0.0,0.0,9116.367753424658,-7787.741277322129,-1328.6264761025295,0.1457407722064983
2011-07-18,Monday,7,3,2011,29,0.0,0.0,0.0,9161.205150684931,1676.1961589194827,-10837.401309604415,1.1829667747145869
2011-07-19,Tuesday,7,3,2011,29,0.0,0.0,0.0,9218.466712328767,1876.751157343149,-11095.217869671917,1.203586042658611
2011-07-20,Wednesday,7,3,2011,29,0.0,0.0,0.0,9276.008219178082,766.7628490315103,-10042.771068209593,1.0826608634785633
2011-07-21,Thursday,7,3,2011,29,0.0,0.0,0.0,9309.042136986302,1205.5794437298373,-10514.621580716139,1.1295062828150577
2011-07-22,Friday,7,3,2011,29,0.0,0.0,0.0,9352.521917808219,1332.7383649266988,-10685.260282734918,1.1425004267981473
2011-07-23,Saturday,7,3,2011,29,0.0,0.0,0.0,9390.73602739726,1048.9640929678847,-10439.700120365145,1.1117020103544126
2011-07-24,Sunday,7,3,2011,29,0.0,0.0,0.0,9390.73602739726,-8022.122907177,-1368.6131202202605,0.1457407722064983
2011-07-25,Monday,7,3,2011,30,0.0,0.0,0.0,9442.872438356164,1727.731914087294,-11170.604352443457,1.1829667747145869
2011-07-26,Tuesday,7,3,2011,30,0.0,0.0,0.0,9486.39898630137,1931.2984287017541,-11417.697415003124,1.203586042658611
2011-07-27,Wednesday,7,3,2011,30,0.0,0.0,0.0,9543.440493150685,788.8690317201214,-10332.309524870807,1.0826608634785633
2011-07-28,Thursday,7,3,2011,30,0.0,0.0,0.0,9567.636904109588,1239.0690907753994,-10806.705994884987,1.1295062828150577
2011-07-29,Friday,7,3,2011,30,0.0,0.0,0.0,9618.762219178083,1370.6777215027716,-10989.439940680855,1.1425004267981473
2011-07-30,Saturday,7,3,2011,30,0.0,0.0,0.0,9670.710712328768,1080.2378281230772,-10750.948540451845,1.1117020103544126
2011-07-31,Sunday,7,3,2011,30,0.0,0.0,0.0,9670.710712328768,-8261.293865328318,-1409.4168470004497,0.1457407722064983
2011-08-01,Monday,8,3,2011,31,0.0,0.0,0.0,9725.822136986302,1779.5023078521149,-11505.324444838418,1.1829667747145869
2011-08-02,Tuesday,8,3,2011,31,14150.04,613.0,8662.0,9780.44391780822,1991.1618726710558,2378.4342095207257,1.203586042658611
2011-08-03,Wednesday,8,3,2011,31,22124.17,1165.0,13778.0,9812.252328767123,811.0892501654337,11500.828421067441,1.0826608634785633
2011-08-04,Thursday,8,3,2011,31,22648.18,1018.0,12243.0,9793.695671232877,1268.3451214032916,11586.13920736383,1.1295062828150577
2011-08-05,Friday,8,3,2011,31,18593.56,1417.0,10550.0,9793.216739726027,1395.5375651377199,7404.805695136254,1.1425004267981473
2011-08-06,Saturday,8,3,2011,31,29702.46,1421.0,18529.0,9842.434246575342,1099.4196921235844,18760.60606130107,1.1117020103544126
2011-08-07,Sunday,8,3,2011,31,17506.82,774.0,10134.0,9842.434246575342,-8407.990279087768,16072.376032512426,0.1457407722064983
2011-08-08,Monday,8,3,2011,32,19721.02,1075.0,12404.0,9804.577232876713,1793.911873739521,8122.530893383767,1.1829667747145869
2011-08-09,Tuesday,8,3,2011,32,22822.06,1358.0,15744.0,9852.448602739727,2005.8210215291415,10963.790375731132,1.203586042658611
2011-08-10,Wednesday,8,3,2011,32,0.0,0.0,0.0,9821.274054794521,811.8349938289255,-10633.109048623446,1.0826608634785633
2011-08-11,Thursday,8,3,2011,32,37860.06,2206.0,21458.0,9780.735698630137,1266.6667235261257,26812.657577843733,1.1295062828150577
2011-08-12,Friday,8,3,2011,32,42766.2,2427.0,24633.0,9762.471671232875,1391.1563797555075,31612.571949011617,1.1425004267981473
2011-08-13,Saturday,8,3,2011,32,0.0,0.0,0.0,9689.582410958905,1082.345834798866,-10771.92824575777,1.1117020103544126
2011-08-14,Sunday,8,3,2011,32,0.0,0.0,0.0,9569.00005479452,-8174.406597564743,-1394.5934572297774,0.1457407722064983
2011-08-15,Monday,8,3,2011,33,0.0,0.0,0.0,9608.19591780822,1757.98061790723,-11366.176535715449,1.1829667747145869
2011-08-16,Tuesday,8,3,2011,33,0.0,0.0,0.0,9663.246027397261,1967.3020179543512,-11630.548045351612,1.203586042658611
2011-08-17,Wednesday,8,3,2011,33,0.0,0.0,0.0,9695.512712328768,801.439452668483,-10496.95216499725,1.0826608634785633
2011-08-18,Thursday,8,3,2011,33,0.0,0.0,0.0,9730.103150684932,1260.109490452287,-10990.21264113722,1.1295062828150577
2011-08-19,Friday,8,3,2011,33,0.0,0.0,0.0,9788.15895890411,1394.8168292119453,-11182.975788116055,1.1425004267981473
2011-08-20,Saturday,8,3,2011,33,0.0,0.0,0.0,9820.231506849315,1096.9396014608114,-10917.171108310127,1.1117020103544126
2011-08-21,Sunday,8,3,2011,33,0.0,0.0,0.0,9820.231506849315,-8389.023383794512,-1431.2081230548029,0.1457407722064983
2011-08-22,Monday,8,3,2011,34,0.0,0.0,0.0,9845.558054794521,1801.4100025509754,-11646.968057345497,1.1829667747145869
2011-08-23,Tuesday,8,3,2011,34,0.0,0.0,0.0,9869.49695890411,2009.291828894483,-11878.788787798592,1.203586042658611
2011-08-24,Wednesday,8,3,2011,34,0.0,0.0,0.0,9912.42002739726,819.3691986268614,-10731.78922602412,1.0826608634785633
2011-08-25,Thursday,8,3,2011,34,0.0,0.0,0.0,9960.770767123287,1289.9823960230278,-11250.753163146315,1.1295062828150577
2011-08-26,Friday,8,3,2011,34,0.0,0.0,0.0,9996.616246575342,1424.52208167428,-11421.138328249623,1.1425004267981473
2011-08-27,Saturday,8,3,2011,34,0.0,0.0,0.0,10041.457753424658,1121.651017946438,-11163.108771371097,1.1117020103544126
2011-08-28,Sunday,8,3,2011,34,0.0,0.0,0.0,10041.457753424658,-8578.007946361618,-1463.4498070630398,0.1457407722064983
2011-08-29,Monday,8,3,2011,35,0.0,0.0,0.0,10062.743205479452,1841.1476690876987,-11903.89087456715,1.1829667747145869
2011-08-30,Tuesday,8,3,2011,35,0.0,0.0,0.0,10092.54389041096,2054.7010710071086,-12147.244961418068,1.203586042658611
2011-08-31,Wednesday,8,3,2011,35,0.0,0.0,0.0,10127.307095890412,837.1319492588824,-10964.439045149295,1.0826608634785633
2011-09-01,Thursday,9,3,2011,35,15468.28,1054.0,8054.0,10092.724301369863,1307.0712077476112,4068.484490882527,1.1295062828150577
2011-09-02,Friday,9,3,2011,35,11760.93,429.0,6062.0,10047.687643835618,1431.799777581047,281.4425785833357,1.1425004267981473
2011-09-03,Saturday,9,3,2011,35,20184.23,997.0,11389.0,10076.06791780822,1125.5170428867787,8982.645039305002,1.1117020103544126
2011-09-04,Sunday,9,3,2011,35,0.0,0.0,0.0,9997.692383561644,-8540.620975298343,-1457.0714082633003,0.1457407722064983
2011-09-05,Monday,9,3,2011,36,21557.31,1052.0,11660.0,9980.409205479453,1826.0832826583483,9750.8175118622,1.1829667747145869
2011-09-06,Tuesday,9,3,2011,36,42499.89,1372.0,27062.0,10011.503369863014,2038.2023521337585,30450.184278003228,1.203586042658611
2011-09-07,Wednesday,9,3,2011,36,0.0,0.0,0.0,9961.832575342467,823.4536825066881,-10785.286257849155,1.0826608634785633
2011-09-08,Thursday,9,3,2011,36,25942.27,878.0,15812.0,9988.872082191781,1293.6216928797633,14659.776224928455,1.1295062828150577
2011-09-09,Friday,9,3,2011,36,25007.86,1254.0,15959.0,9865.132,1405.7855204200607,13736.94247957994,1.1425004267981473
2011-09-10,Saturday,9,3,2011,36,11906.22,1161.0,6986.0,9747.025315068493,1088.7623226685027,1070.4323622630036,1.1117020103544126
2011-09-11,Sunday,9,3,2011,36,58154.14,2089.0,35104.0,9747.025315068493,-8326.486318934123,56733.601003865624,0.1457407722064983
2011-09-12,Monday,9,3,2011,37,184198.67,600.0,90465.0,9757.810328767124,1785.3550841312033,172655.5045871017,1.1829667747145869
2011-09-13,Tuesday,9,3,2011,37,0.0,0.0,0.0,9818.954630136988,1999.002116194034,-11817.956746331023,1.203586042658611
2011-09-14,Wednesday,9,3,2011,37,0.0,0.0,0.0,9847.696657534247,814.0191089867423,-10661.715766520989,1.0826608634785633
2011-09-15,Thursday,9,3,2011,37,0.0,0.0,0.0,9904.946136986302,1282.7527556844614,-11187.698892670764,1.1295062828150577
2011-09-16,Friday,9,3,2011,37,0.0,0.0,0.0,9951.188767123289,1418.0486464639982,-11369.237413587287,1.1425004267981473
2011-09-17,Saturday,9,3,2011,37,0.0,0.0,0.0,9982.920958904111,1115.1123403187898,-11098.033299222901,1.1117020103544126
2011-09-18,Sunday,9,3,2011,37,0.0,0.0,0.0,9982.920958904111,-8528.00234947699,-1454.9186094271208,0.1457407722064983
2011-09-19,Monday,9,3,2011,38,0.0,0.0,0.0,10005.105397260275,1830.6018652162181,-11835.707262476493,1.1829667747145869
2011-09-20,Tuesday,9,3,2011,38,0.0,0.0,0.0,10031.891041095892,2042.352997439085,-12074.244038534976,1.203586042658611
2011-09-21,Wednesday,9,3,2011,38,0.0,0.0,0.0,10073.367260273973,832.6732358709359,-10906.04049614491,1.0826608634785633
2011-09-22,Thursday,9,3,2011,38,0.0,0.0,0.0,10103.172191780823,1308.4242751979937,-11411.596466978815,1.1295062828150577
2011-09-23,Friday,9,3,2011,38,0.0,0.0,0.0,10136.0178630137,1444.3868715130975,-11580.404734526797,1.1425004267981473
2011-09-24,Saturday,9,3,2011,38,0.0,0.0,0.0,10159.575315068494,1134.844987040216,-11294.42030210871,1.1117020103544126
2011-09-25,Sunday,9,3,2011,38,0.0,0.0,0.0,10159.575315068494,-8678.910963360333,-1480.6643517081611,0.1457407722064983
2011-09-26,Monday,9,3,2011,39,0.0,0.0,0.0,10181.420493150687,1862.8616696447798,-12044.282162795465,1.1829667747145869
2011-09-27,Tuesday,9,3,2011,39,0.0,0.0,0.0,10208.079561643835,2078.222521099316,-12286.302082743152,1.203586042658611
2011-09-28,Wednesday,9,3,2011,39,0.0,0.0,0.0,10248.425342465755,847.1436881038098,-11095.569030569564,1.0826608634785633
2011-09-29,Thursday,9,3,2011,39,0.0,0.0,0.0,10286.54789041096,1332.1725802861972,-11618.720470697157,1.1295062828150577
2011-09-30,Friday,9,3,2011,39,0.0,0.0,0.0,10335.588219178082,1472.8257324427802,-11808.413951620862,1.1425004267981473
2011-10-01,Saturday,10,4,2011,39,14856.19,778.0,9184.0,10345.45394520548,1155.6080037084414,3355.1280510860797,1.1117020103544126
2011-10-02,Sunday,10,4,2011,39,14126.11,647.0,11762.0,10295.980493150684,-8795.43634545586,12625.565852305177,0.1457407722064983
2011-10-03,Monday,10,4,2011,40,25347.58,943.0,16213.0,10287.65608219178,1882.2992527315328,13177.62466507669,1.1829667747145869
2011-10-04,Tuesday,10,4,2011,40,9819.41,903.0,5553.0,10284.563232876713,2093.7935290536197,-2558.946761930333,1.203586042658611
2011-10-05,Wednesday,10,4,2011,40,29484.57,1269.0,16279.0,10236.187589041096,846.1321048386898,18402.250306120215,1.0826608634785633
2011-10-06,Thursday,10,4,2011,40,18595.18,686.0,9760.0,10264.820849315069,1329.3587919572983,7001.000358727633,1.1295062828150577
2011-10-07,Friday,10,4,2011,40,5852.72,763.0,4128.0,10274.689178082192,1464.147593095018,-5886.11677117721,1.1425004267981473
2011-10-08,Saturday,10,4,2011,40,19850.11,735.0,12324.0,10150.784712328768,1133.8630590419616,8565.46222862927,1.1117020103544126
2011-10-09,Sunday,10,4,2011,40,0.0,0.0,0.0,10104.695150684933,-8632.029076512852,-1472.6660741720807,0.1457407722064983
2011-10-10,Monday,10,4,2011,41,40786.22,2635.0,23846.0,10029.757479452055,1835.112377184847,28921.3501433631,1.1829667747145869
2011-10-11,Tuesday,10,4,2011,41,68749.11,3065.0,37195.0,9940.943287671234,2023.8373042306678,56784.32940809809,1.203586042658611
2011-10-12,Wednesday,10,4,2011,41,0.0,0.0,0.0,9921.845232876713,820.1482942502557,-10741.993527126968,1.0826608634785633
2011-10-13,Thursday,10,4,2011,41,0.0,0.0,0.0,9963.036465753425,1290.275818230596,-11253.312283984022,1.1295062828150577
2011-10-14,Friday,10,4,2011,41,0.0,0.0,0.0,10008.264383561644,1426.1819461662312,-11434.446329727874,1.1425004267981473
2011-10-15,Saturday,10,4,2011,41,0.0,0.0,0.0,10072.022,1125.0651057338719,-11197.087105733874,1.1117020103544126
2011-10-16,Sunday,10,4,2011,41,0.0,0.0,0.0,10072.022,-8604.117736039161,-1467.9042639608397,0.1457407722064983
2011-10-17,Monday,10,4,2011,42,0.0,0.0,0.0,10118.394767123289,1851.3300558295016,-11969.72482295279,1.1829667747145869
2011-10-18,Tuesday,10,4,2011,42,0.0,0.0,0.0,10147.830602739727,2065.9566739817274,-12213.787276721454,1.203586042658611
2011-10-19,Wednesday,10,4,2011,42,0.0,0.0,0.0,10186.07693150685,841.9899146174305,-11028.06684612428,1.0826608634785633
2011-10-20,Thursday,10,4,2011,42,0.0,0.0,0.0,10221.067780821919,1323.6924946949978,-11544.760275516917,1.1295062828150577
2011-10-21,Friday,10,4,2011,42,0.0,0.0,0.0,10272.51282191781,1463.8374614127288,-11736.35028333054,1.1425004267981473
2011-10-22,Saturday,10,4,2011,42,0.0,0.0,0.0,10309.167589041095,1151.5547447764434,-11460.722333817539,1.1117020103544126
2011-10-23,Sunday,10,4,2011,42,0.0,0.0,0.0,10309.167589041095,-8806.701543808042,-1502.4660452330536,0.1457407722064983
2011-10-24,Monday,10,4,2011,43,0.0,0.0,0.0,10336.035342465753,1891.1510499469393,-12227.186392412692,1.1829667747145869
2011-10-25,Tuesday,10,4,2011,43,0.0,0.0,0.0,10379.776630136987,2113.177647809921,-12492.954277946908,1.203586042658611
2011-10-26,Wednesday,10,4,2011,43,0.0,0.0,0.0,10434.723013698629,862.5432144719647,-11297.266228170594,1.0826608634785633
2011-10-27,Thursday,10,4,2011,43,0.0,0.0,0.0,10471.41408219178,1356.1139136019067,-11827.527995793687,1.1295062828150577
2011-10-28,Friday,10,4,2011,43,0.0,0.0,0.0,10522.579671232877,1499.472094168194,-12022.051765401071,1.1425004267981473
2011-10-29,Saturday,10,4,2011,43,0.0,0.0,0.0,10556.102794520548,1179.1379036557782,-11735.240698176327,1.1117020103544126
2011-10-30,Sunday,10,4,2011,43,0.0,0.0,0.0,10556.102794520548,-9017.64822175595,-1538.4545727645982,0.1457407722064983
2011-10-31,Monday,10,4,2011,44,0.0,0.0,0.0,10552.084219178083,1930.6808160997039,-12482.765035277787,1.1829667747145869
2011-11-01,Tuesday,11,4,2011,44,58991.22,816.0,25647.0,10600.00093150685,2158.012241823069,46233.20682667009,1.203586042658611
2011-11-02,Wednesday,11,4,2011,44,18265.11,526.0,9500.0,10630.718219178081,878.7443473945547,6755.647433427364,1.0826608634785633
2011-11-03,Thursday,11,4,2011,44,18623.23,627.0,8975.0,10578.973753424658,1370.0435668040864,6674.212679771255,1.1295062828150577
2011-11-04,Friday,11,4,2011,44,19797.65,1130.0,12741.0,10591.654547945205,1509.31529358073,7696.680158474066,1.1425004267981473
2011-11-05,Saturday,11,4,2011,44,31323.15,1426.0,18234.0,10554.791561643837,1178.991436307407,19589.36700204876,1.1117020103544126
2011-11-06,Sunday,11,4,2011,44,0.0,0.0,0.0,10484.052328767124,-8956.098446519267,-1527.953882247857,0.1457407722064983
2011-11-07,Monday,11,4,2011,45,19994.33,1057.0,14083.0,10477.632301369864,1917.0585888270184,7599.63910980312,1.1829667747145869
2011-11-08,Tuesday,11,4,2011,45,53999.71,1405.0,36357.0,10429.901232876713,2123.382317321537,41446.42644980175,1.203586042658611
2011-11-09,Wednesday,11,4,2011,45,34110.74,1916.0,20051.0,10289.053479452055,850.5020449886227,22971.18447555932,1.0826608634785633
2011-11-10,Thursday,11,4,2011,45,46131.34,1784.0,26529.0,10326.18295890411,1337.305570675865,34467.85147042002,1.1295062828150577
2011-11-11,Friday,11,4,2011,45,36457.05,2302.0,23494.0,10219.008,1456.213001453682,24781.82899854632,1.1425004267981473
2011-11-12,Saturday,11,4,2011,45,0.0,0.0,0.0,10276.839589041096,1147.943642185706,-11424.783231226802,1.1117020103544126
2011-11-13,Sunday,11,4,2011,45,0.0,0.0,0.0,10276.839589041096,-8779.085051491935,-1497.754537549161,0.1457407722064983
2011-11-14,Monday,11,4,2011,46,0.0,0.0,0.0,10331.007397260275,1890.2311030292515,-12221.238500289526,1.1829667747145869
2011-11-15,Tuesday,11,4,2011,46,0.0,0.0,0.0,10397.074164383563,2116.6991843549335,-12513.773348738496,1.203586042658611
2011-11-16,Wednesday,11,4,2011,46,0.0,0.0,0.0,10445.735698630138,863.4535325176206,-11309.189231147759,1.0826608634785633
2011-11-17,Thursday,11,4,2011,46,0.0,0.0,0.0,10492.572054794522,1358.8540039855907,-11851.426058780113,1.1295062828150577
2011-11-18,Friday,11,4,2011,46,0.0,0.0,0.0,10537.102547945206,1501.5416102980375,-12038.644158243244,1.1425004267981473
2011-11-19,Saturday,11,4,2011,46,0.0,0.0,0.0,10566.557534246575,1180.3057191009077,-11746.863253347483,1.1117020103544126
2011-11-20,Sunday,11,4,2011,46,0.0,0.0,0.0,10566.557534246575,-9026.579279641086,-1539.9782546054885,0.1457407722064983
2011-11-21,Monday,11,4,2011,47,0.0,0.0,0.0,10613.207506849316,1941.8643469048611,-12555.071853754176,1.1829667747145869
2011-11-22,Tuesday,11,4,2011,47,0.0,0.0,0.0,10641.817205479452,2166.5254515598795,-12808.342657039331,1.203586042658611
2011-11-23,Wednesday,11,4,2011,47,0.0,0.0,0.0,10698.009178082191,884.306676161869,-11582.31585424406,1.0826608634785633
2011-11-24,Thursday,11,4,2011,47,0.0,0.0,0.0,10748.218246575343,1391.96179199895,-12140.180038574294,1.1295062828150577
2011-11-25,Friday,11,4,2011,47,0.0,0.0,0.0,10806.593123287672,1539.9441323024173,-12346.537255590089,1.1425004267981473
2011-11-26,Saturday,11,4,2011,47,0.0,0.0,0.0,10859.537534246576,1213.0321740945435,-12072.56970834112,1.1117020103544126
2011-11-27,Sunday,11,4,2011,47,0.0,0.0,0.0,10859.537534246576,-9276.860148200027,-1582.6773860465491,0.1457407722064983
2011-11-28,Monday,11,4,2011,48,0.0,0.0,0.0,10895.895671232876,1993.5868885921082,-12889.482559824984,1.1829667747145869
2011-11-29,Tuesday,11,4,2011,48,0.0,0.0,0.0,10951.52805479452,2229.5782577403716,-13181.106312534892,1.203586042658611
2011-11-30,Wednesday,11,4,2011,48,0.0,0.0,0.0,11000.747232876713,909.3312651790046,-11910.078498055716,1.0826608634785633
2011-12-01,Thursday,12,4,2011,48,17022.49,883.0,7850.0,10944.266246575342,1417.3512397322763,4660.872513692383,1.1295062828150577
2011-12-02,Friday,12,4,2011,48,0.0,0.0,0.0,11013.328520547946,1569.404014646291,-12582.732535194236,1.1425004267981473
2011-12-03,Saturday,12,4,2011,48,0.0,0.0,0.0,11045.298767123288,1233.7820772527866,-12279.080844376074,1.1117020103544126
2011-12-04,Sunday,12,4,2011,48,23970.74,1064.0,14565.0,11010.559506849315,-9405.872061895494,22366.052555046183,0.1457407722064983
2011-12-05,Monday,12,4,2011,49,60082.4,1753.0,37008.0,10985.102630136986,2009.9087981448897,47087.388571718126,1.1829667747145869
2011-12-06,Tuesday,12,4,2011,49,12331.44,1034.0,9409.0,11046.076547945206,2248.827011300254,-963.4635592454592,1.203586042658611
2011-12-07,Wednesday,12,4,2011,49,17895.11,733.0,11521.0,11034.194712328766,912.0960627116929,5948.819224959541,1.0826608634785633
2011-12-08,Thursday,12,4,2011,49,18411.83,703.0,11265.0,11092.905150684932,1436.6009116852133,5882.323937629857,1.1295062828150577
2011-12-09,Friday,12,4,2011,49,27548.95,1411.0,16134.0,11080.885479452056,1579.0309101233115,14889.033610424634,1.1425004267981473
2011-12-10,Saturday,12,4,2011,49,27003.3,1398.0,15869.0,10975.75317808219,1226.013695145614,14801.533126772196,1.1117020103544126
2011-12-11,Sunday,12,4,2011,49,0.0,0.0,0.0,10860.912767123287,-9278.034953575323,-1582.8778135479643,0.1457407722064983
2011-12-12,Monday,12,4,2011,50,0.0,0.0,0.0,10812.52304109589,1978.3324673564716,-12790.855508452361,1.1829667747145869
2011-12-13,Tuesday,12,4,2011,50,0.0,0.0,0.0,10855.53610958904,2210.0356374888856,-13065.571747077925,1.203586042658611
2011-12-14,Wednesday,12,4,2011,50,0.0,0.0,0.0,10910.019780821916,901.8316556509452,-11811.851436472862,1.0826608634785633
2011-12-15,Thursday,12,4,2011,50,0.0,0.0,0.0,10964.606301369862,1419.9854046209693,-12384.591705990832,1.1295062828150577
2011-12-16,Friday,12,4,2011,50,0.0,0.0,0.0,11009.631315068493,1568.8771612875084,-12578.508476356,1.1425004267981473
2011-12-17,Saturday,12,4,2011,50,0.0,0.0,0.0,11085.233671232876,1238.2428863251382,-12323.476557558015,1.1117020103544126
