product_id,product_name,category,avg_unit_price,trading_days,avg_daily_demand,std_daily_demand,cv,safety_stock,reorder_point,eoq,max_stock,annual_demand,orders_per_year,annual_holding_cost,annual_ordering_cost,total_annual_cost,avg_daily_forecast,forecast_annual,forecast_rop,forecast_eoq,stockout_risk
22754,SMALL RED BABUSHKA NOTEBOOK ,General,0.65,385,11.784,20.829,1.768,90.7,173.1,1822.8,1995.9,4301.3,2.4,117.99,117.99,235.98,,,173.2,1819.0,Critical
23312,VINTAGE CHRISTMAS GIFT SACK,General,4.14,335,11.782,12.412,1.054,54.0,136.5,720.6,857.1,4300.5,6.0,298.4,298.4,596.81,,,136.5,720.7,High
21870,Unknown,General,1.24,366,11.781,13.582,1.153,59.1,141.6,1315.1,1456.7,4300.2,3.3,163.49,163.49,326.98,,,141.6,1316.8,High
17084P,DRAGONS BLOOD INCENSE,General,0.21,31,11.774,10.125,0.86,44.1,126.5,3191.5,3317.9,4297.6,1.3,67.33,67.33,134.66,,,126.5,3198.8,Medium
79191D,RETRO PLASTIC DAISY TRAY,General,0.84,22,11.773,20.971,1.781,91.3,173.7,1598.4,1772.1,4297.0,2.7,134.41,134.41,268.83,,,173.7,1599.3,Critical
47591D,Unknown,General,1.96,560,11.768,13.959,1.186,60.8,143.1,1047.4,1190.5,4295.3,4.1,205.05,205.05,410.1,,,143.2,1046.8,High
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,General,0.65,320,11.762,13.653,1.161,59.4,141.8,1818.8,1960.5,4293.3,2.4,118.03,118.03,236.05,,,141.7,1817.3,High
22141,CHRISTMAS CRAFT TREE TOP ANGEL,General,2.14,547,11.762,13.72,1.166,59.7,142.0,1002.2,1144.3,4293.3,4.3,214.18,214.18,428.36,,,142.0,1001.6,High
85186C,BUNNY EGG GARLAND,General,0.42,63,11.762,14.86,1.263,64.7,147.0,2256.8,2403.8,4293.1,1.9,95.12,95.12,190.23,,,147.0,2260.7,High
16169K,Unknown,General,0.42,42,11.762,9.864,0.839,42.9,125.3,2254.3,2379.6,4293.1,1.9,95.22,95.22,190.44,,,125.2,2260.7,Medium
20985,HEART CALCULATOR,General,1.3,190,11.758,18.382,1.563,80.0,162.3,1285.7,1448.0,4291.6,3.3,166.9,166.9,333.8,,,162.3,1284.8,Critical
21457,2 PICTURE BOOK EGGS EASTER DUCKS,General,1.26,33,11.758,16.254,1.382,70.7,153.0,1306.2,1459.3,4291.5,3.3,164.27,164.27,328.54,,,153.0,1305.0,High
23168,CLASSIC CAFE SUGAR DISPENSER,General,1.21,360,11.756,13.291,1.131,57.8,140.1,1329.4,1469.6,4290.8,3.2,161.38,161.38,322.75,,,140.1,1331.6,High
22148,EASTER CRAFT 4 CHICKS ,General,1.95,312,11.75,12.563,1.069,54.7,136.9,1049.5,1186.4,4288.8,4.1,204.33,204.33,408.66,,,136.9,1048.7,High
90160C,TURQ+RED BOUDICCA LARGE BRACELET,General,6.92,24,11.75,14.903,1.268,64.9,147.1,556.6,703.7,4288.8,7.7,385.25,385.25,770.5,,,147.2,556.7,High
51014C,"FEATHER PEN,COAL BLACK",General,0.55,231,11.749,18.838,1.603,82.0,164.2,1983.2,2147.4,4288.4,2.2,108.12,108.12,216.24,,,164.2,1974.5,Critical
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,General,2.0,120,11.742,15.724,1.339,68.4,150.6,1034.5,1185.1,4285.7,4.1,207.14,207.14,414.28,,,150.6,1035.1,High
16048,TEATIME ROUND PENCIL SHARPENER ,General,0.15,58,11.741,12.255,1.044,53.3,135.5,3841.9,3977.5,4285.6,1.1,55.77,55.77,111.55,,,135.5,3779.6,High
23515,EMBROIDERED RIBBON REEL DAISY ,General,2.07,136,11.735,17.061,1.454,74.3,156.4,1017.0,1173.4,4283.4,4.2,210.6,210.6,421.19,,,156.4,1017.2,High
21519,check,General,0.42,385,11.735,12.715,1.083,55.3,137.5,2264.1,2401.6,4283.3,1.9,94.59,94.59,189.19,,,137.4,2258.1,High
22098,BOUDOIR SQUARE TISSUE BOX,General,0.7,282,11.734,23.931,2.039,104.2,186.3,1751.2,1937.5,4282.9,2.4,122.29,122.29,244.58,,,186.3,1749.1,Critical
90214P,"LETTER ""P"" BLING KEY RING",General,0.69,26,11.731,13.095,1.116,57.0,139.1,1764.4,1903.5,4281.7,2.4,121.34,121.34,242.67,,,139.1,1761.4,High
21143,Unknown,General,1.95,92,11.728,12.852,1.096,55.9,138.0,1047.6,1185.6,4280.8,4.1,204.32,204.32,408.65,,,138.0,1047.7,High
48184,DOORMAT ENGLISH ROSE ,General,7.75,660,11.723,11.174,0.953,48.6,130.7,525.5,656.2,4278.8,8.1,407.11,407.11,814.23,,,130.7,525.4,Medium
79190B,RETRO PLASTIC POLKA TRAY,General,0.42,111,11.721,12.738,1.087,55.4,137.5,2258.2,2395.7,4278.1,1.9,94.72,94.72,189.45,,,137.4,2256.8,High
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,General,0.42,129,11.721,26.911,2.296,117.1,199.2,2263.0,2462.2,4278.1,1.9,94.52,94.52,189.05,,,199.1,2256.8,Critical
20803,damages,General,0.39,64,11.719,13.871,1.184,60.4,142.4,2327.9,2470.3,4277.3,1.8,91.87,91.87,183.75,,,142.4,2341.7,High
21107,CREAM SLICE FLANNEL PINK SPOT ,General,2.9,128,11.719,22.845,1.949,99.4,181.5,859.4,1040.9,4277.3,5.0,248.85,248.85,497.69,,,181.4,858.8,Critical
16202A,PASTEL PINK PHOTO ALBUM ,General,0.5,7,11.714,11.715,1.0,51.0,133.0,2061.9,2194.9,4275.7,2.1,103.68,103.68,207.37,,,133.0,2067.8,Medium
21084,SET/6 COLLAGE PAPER CUPS,General,0.27,181,11.713,12.337,1.053,53.7,135.7,2839.0,2974.7,4275.1,1.5,75.29,75.29,150.59,,,135.7,2813.7,High
22099,CARAVAN SQUARE TISSUE BOX,General,0.6,249,11.711,24.723,2.111,107.6,189.6,1881.5,2071.0,4274.5,2.3,113.59,113.59,227.19,,,189.6,1887.3,Critical
23173,REGENCY TEAPOT ROSES ,General,9.65,530,11.706,12.677,1.083,55.2,137.1,470.5,607.6,4272.6,9.1,454.02,454.02,908.05,,,137.1,470.5,High
84748,Unknown,General,3.76,17,11.706,15.226,1.301,66.3,148.2,754.0,902.2,4272.6,5.7,283.33,283.33,566.66,,,148.2,753.8,High
79403,FROSTED WHITE BASE ,General,0.86,23,11.696,10.823,0.925,47.1,129.0,1573.0,1702.0,4268.9,2.7,135.69,135.69,271.38,,,129.0,1575.4,Medium
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,General,7.79,411,11.693,12.631,1.08,55.0,136.8,523.5,660.3,4268.1,8.2,407.65,407.65,815.3,,,136.9,523.4,High
22943,Unknown,General,4.95,409,11.687,12.866,1.101,56.0,137.8,656.6,794.4,4265.8,6.5,324.84,324.84,649.68,,,137.8,656.4,High
22575,missing?,General,1.94,181,11.685,16.85,1.442,73.3,155.1,1047.5,1202.6,4265.1,4.1,203.58,203.58,407.16,,,155.1,1048.5,High
22690,DOORMAT HOME SWEET HOME BLUE ,General,7.84,546,11.679,18.398,1.575,80.1,161.8,521.5,683.3,4263.0,8.2,408.71,408.71,817.42,,,161.9,521.4,Critical
47599B,BLUE PARTY BAGS ,General,2.07,332,11.678,18.261,1.564,79.5,161.2,1015.1,1176.3,4262.4,4.2,209.94,209.94,419.89,,,161.2,1014.7,Critical
23306,SET OF 36 PANTRY PAPER DOILIES,General,1.48,341,11.674,14.021,1.201,61.0,142.7,1199.2,1342.0,4261.2,3.6,177.66,177.66,355.32,,,142.7,1199.8,High
22997,TRAVEL CARD WALLET UNION JACK,General,0.42,361,11.67,12.643,1.083,55.0,136.7,2251.3,2388.0,4259.7,1.9,94.61,94.61,189.21,,,136.7,2251.9,High
23166,MEDIUM CERAMIC TOP STORAGE JAR,General,1.22,321,11.67,15.506,1.329,67.5,149.2,1320.1,1469.3,4259.5,3.2,161.33,161.33,322.65,,,149.2,1321.2,High
21380,WOODEN HAPPY BIRTHDAY GARLAND,General,2.92,457,11.667,17.708,1.518,77.1,158.7,853.6,1012.3,4258.6,5.0,249.46,249.46,498.92,,,158.8,853.9,Critical
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,General,0.69,222,11.667,13.389,1.148,58.3,139.9,1752.9,1892.9,4258.3,2.4,121.46,121.46,242.92,,,140.0,1756.6,High
22804,Wrongly mrked had 85123a in box,General,2.96,651,11.667,13.855,1.188,60.3,142.0,847.7,989.7,4258.3,5.0,251.16,251.16,502.32,,,142.0,848.1,High
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,General,0.42,3,11.667,14.364,1.231,62.5,144.2,2260.5,2404.7,4258.3,1.9,94.19,94.19,188.38,,,144.2,2251.5,High
22999,TRAVEL CARD WALLET VINTAGE LEAF,General,0.42,335,11.666,10.98,0.941,47.8,129.4,2250.1,2379.5,4258.0,1.9,94.62,94.62,189.24,,,129.5,2251.5,Medium
22301,COFFEE MUG CAT + BIRD DESIGN,General,2.5,379,11.665,24.523,2.102,106.7,188.4,923.4,1111.7,4257.7,4.6,230.56,230.56,461.11,,,188.4,922.8,Critical
21705,BAG 500g SWIRLY MARBLES,General,1.25,269,11.658,21.65,1.857,94.2,175.8,1303.5,1479.3,4255.2,3.3,163.22,163.22,326.45,,,175.8,1304.6,Critical
20622,VIP PASSPORT COVER ,General,2.06,38,11.658,17.019,1.46,74.1,155.7,1016.6,1172.3,4255.1,4.2,209.28,209.28,418.55,,,155.7,1016.3,High
22035,taig adjust,General,0.42,210,11.657,11.955,1.026,52.0,133.6,2252.9,2386.6,4254.9,1.9,94.43,94.43,188.86,,,133.6,2250.6,High
85114A,BLACK ENCHANTED FOREST PLACEMAT,General,1.62,122,11.656,17.688,1.518,77.0,158.6,1147.4,1306.0,4254.3,3.7,185.38,185.38,370.77,,,158.6,1145.9,Critical
20750,RED RETROSPOT MINI CASES,General,7.77,623,11.655,13.104,1.124,57.0,138.6,523.3,661.9,4254.0,8.1,406.44,406.44,812.88,,,138.6,523.2,High
22795,Unknown,General,6.67,514,11.654,11.443,0.982,49.8,131.4,564.6,696.0,4253.6,7.5,376.7,376.7,753.4,,,131.4,564.7,Medium
22476,EMPIRE UNION JACK TV DINNER TRAY,General,4.58,215,11.651,41.364,3.55,180.0,261.6,681.4,943.0,4252.7,6.2,312.04,312.04,624.08,,,261.6,681.4,Critical
23536,WALL ART VILLAGE SHOW ,General,5.83,183,11.65,19.347,1.661,84.2,165.8,604.0,769.8,4252.3,7.0,352.01,352.01,704.02,,,165.8,603.9,Critical
22719,Unknown,General,1.13,39,11.641,11.414,0.981,49.7,131.2,1369.1,1500.2,4249.0,3.1,155.18,155.18,310.36,,,131.2,1371.2,Medium
22750,FELTCRAFT PRINCESS LOLA DOLL,General,3.74,656,11.637,12.011,1.032,52.3,133.7,753.1,886.8,4247.6,5.6,282.02,282.02,564.03,,,133.8,753.6,High
23000,TRAVEL CARD WALLET TRANSPORT,General,0.42,321,11.632,13.218,1.136,57.5,139.0,2246.5,2385.5,4245.8,1.9,94.5,94.5,189.0,,,138.9,2248.2,High
23287,RED VINTAGE SPOT BEAKER,General,0.85,292,11.63,13.404,1.152,58.3,139.7,1583.6,1723.4,4245.0,2.7,134.03,134.03,268.05,,,139.7,1580.2,High
84661C,PINK SQUARE TABLE CLOCK,General,0.79,16,11.625,14.32,1.232,62.3,143.7,1638.8,1782.5,4243.1,2.6,129.46,129.46,258.92,,,143.7,1638.8,High
21907,Unknown,General,2.12,593,11.624,13.205,1.136,57.5,138.8,1000.4,1139.2,4242.7,4.2,212.06,212.06,424.12,,,138.9,1000.3,High
23542,WALL ART 70'S ALPHABET ,General,8.04,140,11.621,15.127,1.302,65.8,147.2,513.7,660.9,4241.8,8.3,412.89,412.89,825.78,,,147.1,513.6,High
23176,ABC TREASURE BOOK BOX ,General,2.24,338,11.621,21.307,1.833,92.7,174.1,973.8,1147.9,4241.8,4.4,217.79,217.79,435.57,,,174.0,973.1,Critical
84817,DANISH ROSE DECORATIVE PLATE,General,1.37,150,11.62,16.975,1.461,73.9,155.2,1243.8,1399.0,4241.3,3.4,170.5,170.5,341.0,,,155.2,1244.2,High
22847,Unknown,General,16.44,587,11.612,12.04,1.037,52.4,133.7,359.0,492.7,4238.2,11.8,590.26,590.26,1180.52,,,133.7,359.0,High
22503,CABIN BAG VINTAGE PAISLEY,General,28.9,23,11.609,14.926,1.286,65.0,146.2,270.7,417.0,4237.2,15.6,782.5,782.5,1565.0,,,146.3,270.8,High
22465,HANGING METAL STAR LANTERN,General,1.39,331,11.604,15.465,1.333,67.3,148.5,1233.7,1382.3,4235.5,3.4,171.65,171.65,343.31,,,148.5,1234.3,High
22078,Unknown,General,2.09,303,11.597,16.017,1.381,69.7,150.9,1006.4,1157.2,4233.0,4.2,210.32,210.32,420.63,,,150.9,1006.3,High
22725,ALARM CLOCK BAKELIKE CHOCOLATE,General,3.74,564,11.59,12.496,1.078,54.4,135.5,751.9,887.5,4230.5,5.6,281.3,281.3,562.61,,,135.5,752.0,High
84917,Unknown,General,4.38,17,11.588,9.906,0.855,43.1,124.2,694.6,818.9,4229.7,6.1,304.45,304.45,608.91,,,124.2,694.9,Medium
23571,TRADITIONAL NAUGHTS & CROSSES,General,1.65,355,11.586,13.828,1.194,60.2,141.3,1131.1,1272.4,4228.9,3.7,186.93,186.93,373.86,,,141.3,1132.0,High
47422,ASSORTED MONKEY SUCTION CUP HOOK,General,0.41,111,11.586,15.801,1.364,68.8,149.9,2258.9,2408.8,4228.7,1.9,93.6,93.6,187.2,,,149.9,2270.9,High
22377,BOTTLE BAG RETROSPOT ,General,1.83,217,11.585,15.502,1.338,67.5,148.6,1073.9,1222.5,4228.6,3.9,196.88,196.88,393.76,,,148.6,1074.9,High
20982,12 PENCILS TALL TUBE SKULLS,General,0.85,424,11.583,12.066,1.042,52.5,133.6,1577.7,1711.3,4227.6,2.7,133.98,133.98,267.97,,,133.6,1577.0,High
23380,PACK OF 12 DOILEY TISSUES,General,0.39,225,11.582,11.61,1.002,50.5,131.6,2325.9,2457.5,4227.5,1.8,90.88,90.88,181.76,,,131.6,2328.1,High
16016,LARGE CHINESE STYLE SCISSOR,General,0.85,158,11.582,20.066,1.732,87.3,168.4,1581.5,1749.9,4227.5,2.7,133.65,133.65,267.31,,,168.4,1576.9,Critical
82552,WASHROOM METAL SIGN,General,1.46,573,11.579,13.121,1.133,57.1,138.2,1203.0,1341.2,4226.5,3.5,175.66,175.66,351.32,,,138.2,1203.1,High
21874,GIN AND TONIC MUG,General,1.36,350,11.577,24.783,2.141,107.9,188.9,1245.4,1434.3,4225.7,3.4,169.65,169.65,339.29,,,188.9,1246.4,Critical
21070,VINTAGE BILLBOARD MUG ,General,1.31,150,11.573,36.278,3.135,157.9,238.9,1270.1,1509.0,4224.3,3.3,166.3,166.3,332.6,,,238.9,1269.8,Critical
90142D,MOP PENDANT SHELL NECKLACE,General,4.89,7,11.571,6.828,0.59,29.7,110.7,657.2,767.9,4223.6,6.4,321.35,321.35,642.7,,,110.7,657.2,Medium
21318,Unknown,General,0.82,103,11.563,15.774,1.364,68.7,149.6,1605.8,1755.4,4220.5,2.6,131.42,131.42,262.83,,,149.6,1604.2,High
23433,HANGING QUILTED PATCHWORK APPLES,General,0.83,178,11.562,13.158,1.138,57.3,138.2,1596.5,1734.7,4220.1,2.6,132.16,132.16,264.33,,,138.2,1594.4,High
47021G,Unknown,General,0.74,41,11.561,12.347,1.068,53.7,134.7,1687.4,1822.1,4219.8,2.5,125.03,125.03,250.07,,,134.6,1688.6,High
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,General,1.25,344,11.561,16.738,1.448,72.8,153.8,1301.0,1454.7,4219.8,3.2,162.18,162.18,324.36,,,153.7,1299.2,High
23196,VINTAGE LEAF MAGNETIC NOTEPAD,General,1.44,369,11.561,13.048,1.129,56.8,137.7,1211.6,1349.3,4219.8,3.5,174.14,174.14,348.28,,,137.7,1210.5,High
23004,TRAVEL CARD WALLET PANTRY,General,0.43,238,11.559,11.908,1.03,51.8,132.7,2218.3,2351.0,4219.0,1.9,95.1,95.1,190.19,,,132.7,2214.9,High
22134,MINI LADLE LOVE HEART RED ,General,0.43,113,11.558,28.052,2.427,122.1,203.0,2202.9,2405.9,4218.5,1.9,95.75,95.75,191.5,,,203.0,2214.8,Critical
90214Z,"LETTER ""Z"" BLING KEY RING",General,0.29,9,11.556,15.125,1.309,65.8,146.7,2696.7,2843.4,4217.8,1.6,78.2,78.2,156.41,,,146.7,2696.7,High
84534B,Unknown,General,0.84,18,11.556,8.893,0.77,38.7,119.6,1580.8,1700.4,4217.8,2.7,133.4,133.4,266.81,,,119.6,1584.5,Medium
22751,FELTCRAFT PRINCESS OLIVIA DOLL,General,3.78,501,11.549,15.603,1.351,67.9,148.8,746.7,895.5,4215.3,5.6,282.25,282.25,564.5,,,148.7,746.7,High
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,General,1.92,135,11.548,12.501,1.082,54.4,135.2,1047.4,1182.6,4215.1,4.0,201.22,201.22,402.44,,,135.2,1047.7,High
21218,RED SPOTTY BISCUIT TIN,General,3.7,427,11.548,13.641,1.181,59.4,140.2,754.5,894.7,4215.0,5.6,279.34,279.34,558.68,,,140.2,754.7,High
23270,incorrect stock entry.,General,1.44,244,11.545,16.369,1.418,71.2,152.1,1208.8,1360.8,4214.0,3.5,174.31,174.31,348.61,,,152.0,1209.6,High
21533,RETROSPOT LARGE MILK JUG,General,4.87,590,11.544,12.537,1.086,54.6,135.4,657.6,793.0,4213.6,6.4,320.36,320.36,640.72,,,135.4,657.7,High
21932,SCANDINAVIAN PAISLEY PICNIC BAG,General,1.9,580,11.538,14.887,1.29,64.8,145.6,1053.9,1199.5,4211.3,4.0,199.79,199.79,399.58,,,145.6,1052.7,High
79030G,Water damaged,General,0.52,108,11.537,16.255,1.409,70.7,151.5,2018.9,2170.4,4211.0,2.1,104.29,104.29,208.58,,,151.5,2012.2,High
23229,DONKEY TAIL GAME ,General,3.79,409,11.535,12.808,1.11,55.7,136.5,745.3,881.8,4210.4,5.6,282.48,282.48,564.95,,,136.4,745.3,High
23211,RED ROCKING HORSE HAND PAINTED,General,1.24,186,11.532,15.108,1.31,65.8,146.5,1304.4,1450.8,4209.3,3.2,161.35,161.35,322.71,,,146.5,1302.8,High
21484,Unknown,General,3.89,518,11.527,11.952,1.037,52.0,132.7,735.6,868.3,4207.4,5.7,286.0,286.0,572.0,,,132.7,735.4,High
21535,RED RETROSPOT SMALL MILK JUG,General,2.53,503,11.525,16.491,1.431,71.8,152.4,912.3,1064.7,4206.6,4.6,230.56,230.56,461.12,,,152.5,911.8,High
21524,DOORMAT SPOTTY HOME SWEET HOME,General,7.98,656,11.52,12.508,1.086,54.4,135.1,513.2,648.2,4204.7,8.2,409.69,409.69,819.39,,,135.0,513.3,High
22922,sold as set on dotcom,General,0.87,183,11.519,14.12,1.226,61.5,142.1,1550.4,1692.5,4204.5,2.7,135.59,135.59,271.18,,,142.1,1554.5,High
23194,GYMKHANA TREASURE BOOK BOX,General,2.23,377,11.507,21.186,1.841,92.2,172.8,969.5,1142.2,4199.9,4.3,216.61,216.61,433.22,,,172.7,970.4,Critical
23389,SPACEBOY MINI RUCKSACK,General,4.15,324,11.506,12.86,1.118,56.0,136.5,711.7,848.3,4199.8,5.9,295.03,295.03,590.06,,,136.5,711.3,High
22335,HEART DECORATION PAINTED ZINC ,General,0.66,259,11.506,20.183,1.754,87.8,168.4,1785.5,1953.9,4199.6,2.4,117.6,117.6,235.2,,,168.3,1783.7,Critical
23158,SET OF 5 LUCKY CAT MAGNETS ,General,2.13,350,11.506,11.368,0.988,49.5,130.0,993.6,1123.6,4199.6,4.2,211.34,211.34,422.68,,,130.0,992.9,Medium
23101,SILVER STARS TABLE DECORATION,General,0.83,311,11.502,13.403,1.165,58.3,138.8,1594.3,1733.2,4198.1,2.6,131.66,131.66,263.31,,,138.8,1590.3,High
90084,Unknown,General,0.83,4,11.5,17.711,1.54,77.1,157.6,1592.6,1750.1,4197.5,2.6,131.78,131.78,263.57,,,157.6,1590.2,Critical
35818B,adjustment,General,0.37,4,11.5,8.185,0.712,35.6,116.1,2389.7,2505.9,4197.5,1.8,87.82,87.82,175.65,,,116.1,2381.7,Medium
23032,damages,General,1.64,307,11.498,13.191,1.147,57.4,137.9,1130.5,1268.4,4196.9,3.7,185.62,185.62,371.25,,,137.9,1131.2,High
22460,EMBOSSED GLASS TEALIGHT HOLDER,General,1.3,374,11.497,13.062,1.136,56.9,137.3,1268.9,1406.3,4196.5,3.3,165.36,165.36,330.71,,,137.4,1270.4,High
84832,ZINC WILLIE WINKIE  CANDLE STICK,General,0.86,407,11.489,12.34,1.074,53.7,134.1,1564.2,1698.3,4193.5,2.7,134.05,134.05,268.1,,,134.1,1561.4,High
72817,Unknown,General,0.93,160,11.488,13.36,1.163,58.1,138.6,1503.0,1641.6,4192.9,2.8,139.49,139.49,278.97,,,138.5,1501.4,High
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,General,2.03,39,11.487,13.822,1.203,60.2,140.6,1016.3,1156.9,4192.8,4.1,206.28,206.28,412.56,,,140.6,1016.2,High
23408,PHOTO FRAME LINEN AND LACE SMALL,General,2.09,117,11.487,12.681,1.104,55.2,135.6,1002.6,1138.2,4192.8,4.2,209.09,209.09,418.18,,,135.6,1001.5,High
21983,PACK OF 12 BLUE PAISLEY TISSUES ,General,0.35,230,11.487,12.338,1.074,53.7,134.1,2444.9,2579.0,4192.7,1.7,85.74,85.74,171.49,,,134.1,2447.4,High
47590A,BLUE HAPPY BIRTHDAY BUNTING,General,5.42,611,11.486,12.443,1.083,54.2,134.6,622.1,756.6,4192.4,6.7,336.96,336.96,673.92,,,134.6,621.9,High
35598B,BLACK CHRISTMAS TREE 60CM,General,1.65,56,11.482,15.083,1.314,65.6,146.0,1127.8,1273.8,4191.0,3.7,185.8,185.8,371.61,,,146.0,1126.9,High
21824,check,General,0.73,164,11.482,14.316,1.247,62.3,142.7,1693.5,1836.1,4190.8,2.5,123.74,123.74,247.47,,,142.7,1694.2,High
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,General,1.67,271,11.48,13.217,1.151,57.5,137.9,1121.7,1259.6,4190.1,3.7,186.78,186.78,373.56,,,137.9,1120.1,High
23375,50'S CHRISTMAS PAPER GIFT BAG,General,0.82,140,11.479,20.405,1.778,88.8,169.2,1602.6,1771.7,4189.7,2.6,130.72,130.72,261.44,,,169.2,1598.3,Critical
21109,wet,General,3.38,134,11.478,15.627,1.361,68.0,148.4,787.0,935.4,4189.3,5.3,266.14,266.14,532.28,,,148.3,787.2,High
16238,PARTY TIME PENCIL ERASERS,General,0.23,169,11.473,11.143,0.971,48.5,128.8,3022.7,3151.5,4187.8,1.4,69.27,69.27,138.54,,,128.8,3017.3,Medium
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,General,0.42,340,11.474,13.716,1.195,59.7,140.0,2231.1,2371.1,4187.8,1.9,93.85,93.85,187.7,,,140.0,2232.8,High
23358,HOT STUFF HOT WATER BOTTLE,General,3.02,141,11.468,11.605,1.012,50.5,130.8,831.9,962.7,4185.9,5.0,251.59,251.59,503.18,,,130.8,832.5,High
20754,Found,General,2.08,459,11.46,14.135,1.233,61.5,141.7,1002.6,1144.4,4182.8,4.2,208.59,208.59,417.18,,,141.7,1002.7,High
21284,RETROSPOT CANDLE  SMALL,General,0.76,74,11.459,14.384,1.255,62.6,142.8,1659.7,1802.6,4182.7,2.5,126.01,126.01,252.01,,,142.8,1658.8,High
85178,VICTORIAN SEWING KIT,General,1.26,179,11.458,13.731,1.198,59.8,140.0,1286.0,1426.0,4182.2,3.3,162.6,162.6,325.2,,,140.0,1288.3,High
21892,TRADITIONAL WOODEN CATCH CUP GAME ,General,1.28,562,11.456,12.163,1.062,52.9,133.1,1276.6,1409.7,4181.3,3.3,163.77,163.77,327.53,,,133.1,1278.0,High
23108,SET OF 10 LED DOLLY LIGHTS,General,6.12,563,11.453,11.858,1.035,51.6,131.8,584.5,716.3,4180.3,7.2,357.59,357.59,715.17,,,131.8,584.4,High
21155,RED RETROSPOT PEG BAG,General,2.48,620,11.448,15.216,1.329,66.2,146.4,917.7,1064.1,4178.7,4.6,227.66,227.66,455.33,,,146.3,917.9,High
15056BL,EDWARDIAN PARASOL BLACK,General,5.9,537,11.441,14.723,1.287,64.1,144.2,595.0,739.2,4176.1,7.0,350.92,350.92,701.84,,,144.2,594.9,High
22535,MAGIC DRAWING SLATE BUNNIES ,General,0.42,237,11.439,15.672,1.37,68.2,148.3,2242.3,2390.6,4175.2,1.9,93.1,93.1,186.2,,,148.3,2229.5,High
21724,PANDA AND BUNNIES STICKER SHEET,General,0.85,121,11.438,15.408,1.347,67.1,147.1,1569.5,1716.6,4174.9,2.7,133.0,133.0,266.01,,,147.2,1567.1,High
40001,check,General,0.82,87,11.437,18.231,1.594,79.3,159.4,1592.4,1751.8,4174.4,2.6,131.08,131.08,262.15,,,159.4,1595.4,Critical
22306,SILVER MUG BONE CHINA TREE OF LIFE,General,1.18,186,11.435,10.522,0.92,45.8,125.8,1329.9,1455.7,4174.0,3.1,156.93,156.93,313.86,,,125.8,1329.9,Medium
72819,CUPID DESIGN SCENTED CANDLES,General,1.96,85,11.435,12.209,1.068,53.1,133.2,1030.6,1163.8,4173.9,4.0,202.5,202.5,404.99,,,133.1,1031.9,High
22340,NOEL GARLAND PAINTED ZINC ,General,0.44,122,11.434,12.716,1.112,55.3,135.4,2186.6,2322.0,4173.6,1.9,95.43,95.43,190.87,,,135.3,2177.8,High
21078,Unknown,General,0.85,426,11.434,12.56,1.098,54.7,134.7,1568.9,1703.6,4173.5,2.7,133.01,133.01,266.02,,,134.7,1566.8,High
23186,FRENCH STYLE STORAGE JAR CAFE ,General,0.39,169,11.432,14.362,1.256,62.5,142.5,2323.3,2465.8,4172.7,1.8,89.8,89.8,179.6,,,142.5,2312.9,High
23555,LANDMARK FRAME NOTTING HILL ,General,12.52,56,11.429,17.971,1.572,78.2,158.2,408.1,566.4,4171.4,10.2,511.02,511.02,1022.05,,,158.2,408.2,Critical
82578,KITCHEN METAL SIGN,General,0.56,392,11.429,18.503,1.619,80.5,160.5,1929.5,2090.0,4171.4,2.2,108.1,108.1,216.2,,,160.5,1929.9,Critical
22435,?missing,General,1.25,435,11.428,13.156,1.151,57.3,137.3,1289.9,1427.2,4171.1,3.2,161.68,161.68,323.36,,,137.3,1291.7,High
20977,Unknown,General,1.25,308,11.422,14.091,1.234,61.3,141.3,1291.2,1432.5,4169.1,3.2,161.44,161.44,322.89,,,141.3,1291.4,High
22918,HERB MARKER PARSLEY,General,0.65,392,11.421,14.306,1.253,62.3,142.2,1792.1,1934.3,4168.6,2.3,116.31,116.31,232.62,,,142.2,1790.7,High
79190A,RETRO PLASTIC 70'S TRAY,General,0.42,112,11.42,12.743,1.116,55.5,135.4,2226.1,2361.5,4168.2,1.9,93.62,93.62,187.24,,,135.4,2227.6,High
21190,Unknown,General,1.61,34,11.412,19.041,1.669,82.9,162.8,1138.1,1300.8,4165.3,3.7,183.0,183.0,365.99,,,162.8,1137.4,Critical
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,General,1.3,461,11.41,13.588,1.191,59.1,139.0,1265.5,1404.5,4164.6,3.3,164.55,164.55,329.09,,,139.0,1265.6,High
22811,SET OF 6 T-LIGHTS CACTI ,General,2.66,125,11.408,15.957,1.399,69.4,149.3,885.3,1034.6,4163.9,4.7,235.18,235.18,470.36,,,149.3,884.7,High
