date,product_id,product_name,scope,metric,revenue,units,transactions,z_score,roll_mean,is_anomaly,severity,direction,iqr_flag
2013-06-08,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,465.17,46,,3.463,111.92,True,High,Spike,True
2013-03-20,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,165.32,56,,3.465,38.09,True,High,Spike,False
2013-02-20,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,219.57,45,,3.466,53.55,True,High,Spike,True
2014-06-02,82483,crushed,product,revenue,374.66,56,,3.466,70.31,True,High,Spike,True
2011-07-06,20685,DOORMAT RED RETROSPOT,product,revenue,931.9,202,,3.467,138.92,True,High,Spike,True
2015-11-05,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,351.14,119,,3.468,66.04,True,High,Spike,True
2012-11-29,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,444.83,44,,3.469,105.48,True,High,Spike,True
2013-04-30,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,370.57,76,,3.469,70.33,True,High,Spike,True
2013-04-12,22846,BREAD BIN DINER STYLE RED ,product,revenue,710.62,43,,3.471,162.7,True,High,Spike,True
2012-11-09,POST,,product,revenue,4049.11,94,,3.471,926.93,True,High,Spike,True
2015-05-25,21621,,product,revenue,314.05,37,,3.476,76.91,True,High,Spike,True
2015-12-10,22605,WOODEN CROQUET GARDEN SET,product,revenue,501.34,34,,3.476,123.51,True,High,Spike,True
2013-10-15,M,Manual,product,revenue,7826.67,57,,3.477,1581.02,True,High,Spike,True
2014-06-14,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,374.5,74,,3.479,89.24,True,High,Spike,True
2012-10-24,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,308.78,62,,3.481,75.88,True,High,Spike,True
2012-12-01,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,257.61,53,,3.481,62.1,True,High,Spike,True
2012-09-04,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,389.62,77,,3.489,79.24,True,High,Spike,True
2012-01-17,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,385.01,39,,3.491,70.37,True,High,Spike,True
2014-02-27,84078A,SET/4 WHITE RETRO STORAGE CUBES ,product,revenue,3000.75,75,,3.491,618.92,True,High,Spike,True
2013-07-05,48138,DOORMAT UNION FLAG,product,revenue,570.75,75,,3.495,138.1,True,High,Spike,True
2013-12-13,POST,,product,revenue,2211.16,53,,3.495,519.34,True,High,Spike,True
2014-11-17,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,266.25,91,,3.498,59.88,True,High,Spike,True
2013-03-25,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,646.09,77,,3.501,122.64,True,High,Spike,True
2013-02-04,85099B,JUMBO BAG RED RETROSPOT,product,revenue,196.0,100,,3.513,34.28,True,High,Spike,True
2015-05-20,47566,PARTY BUNTING,product,revenue,530.77,106,,3.518,121.01,True,High,Spike,True
2014-03-04,85066,CREAM SWEETHEART MINI CHEST,product,revenue,665.68,53,,3.521,181.93,True,High,Spike,True
2011-03-10,22138,BAKING SET 9 PIECE RETROSPOT ,product,price,6.011818181818182,11,,3.522,4.93,True,High,Spike,True
2011-10-11,85066,CREAM SWEETHEART MINI CHEST,product,revenue,629.55,57,,3.528,94.2,True,High,Spike,True
2013-02-21,22847,,product,revenue,632.43,39,,3.529,177.18,True,High,Spike,True
2015-10-24,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,556.74,54,,3.53,115.77,True,High,Spike,True
2012-08-04,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,214.18,70,,3.531,52.47,True,High,Spike,True
2012-08-11,48194,DOORMAT HEARTS,product,revenue,369.98,46,,3.531,87.65,True,High,Spike,True
2015-01-03,POST,,product,revenue,3508.87,85,,3.532,710.8,True,High,Spike,True
2013-03-19,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,132.76,44,,3.533,34.19,True,High,Spike,False
2011-06-09,22847,,product,revenue,273.1,18,,3.538,67.19,True,High,Spike,False
2014-02-06,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,194.0,40,,3.539,48.76,True,High,Spike,False
2013-03-02,23284,,product,revenue,250.33,31,,3.539,64.97,True,High,Spike,False
2014-01-13,22960,JAM MAKING SET WITH JARS,product,revenue,462.32,108,,3.54,79.93,True,High,Spike,True
2012-05-17,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,645.37,65,,3.546,123.63,True,High,Spike,True
2013-01-25,47566,PARTY BUNTING,product,revenue,396.47,84,,3.546,92.43,True,High,Spike,True
2014-08-29,21621,,product,revenue,533.38,61,,3.548,132.3,True,High,Spike,True
2014-02-06,48138,DOORMAT UNION FLAG,product,revenue,418.74,53,,3.55,77.45,True,High,Spike,True
2014-04-23,22423,damages,product,revenue,1410.11,111,,3.551,314.56,True,High,Spike,True
2014-12-03,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,378.41,75,,3.552,81.51,True,High,Spike,True
2012-11-01,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,312.31,63,,3.553,68.28,True,High,Spike,True
2014-10-29,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,454.68,54,,3.556,93.5,True,High,Spike,True
2013-12-28,85099B,JUMBO BAG RED RETROSPOT,product,revenue,205.71,102,,3.56,53.17,True,High,Spike,True
2012-05-09,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,373.03,75,,3.561,70.5,True,High,Spike,True
2013-04-22,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,318.84,66,,3.561,66.79,True,High,Spike,True
2013-01-05,23284,,product,revenue,501.39,64,,3.561,142.75,True,High,Spike,True
2012-11-07,79321,,product,revenue,319.94,62,,3.565,58.88,True,High,Spike,True
2012-03-31,22655,damages/showroom etc,product,revenue,1476.45,9,,3.567,307.91,True,High,Spike,False
2013-04-19,22726,,product,revenue,298.07,82,,3.569,62.12,True,High,Spike,True
2013-01-01,22846,BREAD BIN DINER STYLE RED ,product,revenue,831.92,51,,3.569,177.56,True,High,Spike,True
2015-05-01,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,386.26,82,,3.569,84.7,True,High,Spike,True
2013-10-08,22139,amazon,product,revenue,440.07,88,,3.57,76.94,True,High,Spike,True
2015-06-30,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,511.0,100,,3.572,97.11,True,High,Spike,True
2015-06-01,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,796.72,92,,3.572,151.19,True,High,Spike,True
2012-01-13,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,326.4,34,,3.573,52.45,True,High,Spike,True
2011-12-05,22847,,product,revenue,290.05,19,,3.574,68.89,True,High,Spike,False
2014-02-17,22139,amazon,product,revenue,263.67,51,,3.575,64.67,True,High,Spike,True
2014-02-13,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,977.0,100,,3.579,166.67,True,High,Spike,True
2013-07-22,84879,damaged,product,revenue,181.16,103,,3.579,42.85,True,High,Spike,True
2013-10-31,20685,DOORMAT RED RETROSPOT,product,revenue,485.72,61,,3.582,93.09,True,High,Spike,True
2015-09-03,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,377.79,49,,3.583,95.13,True,High,Spike,True
2014-08-11,85099B,JUMBO BAG RED RETROSPOT,product,revenue,214.12,104,,3.584,60.66,True,High,Spike,True
2014-10-11,,,overall,revenue,30465.2,6026,650.0,3.587,15227.06,True,High,Spike,False
2014-11-06,22826,LOVE SEAT ANTIQUE WHITE METAL,product,revenue,5278.9,46,,3.587,998.67,True,High,Spike,True
2012-01-05,48187,DOORMAT NEW ENGLAND,product,revenue,315.93,41,,3.587,72.16,True,High,Spike,True
2014-12-22,22960,JAM MAKING SET WITH JARS,product,revenue,345.74,82,,3.59,82.63,True,High,Spike,True
2012-02-04,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,519.79,59,,3.593,98.53,True,High,Spike,True
2014-06-20,POST,,product,revenue,4218.0,100,,3.594,938.31,True,High,Spike,True
2011-11-10,22960,JAM MAKING SET WITH JARS,product,revenue,321.0,84,,3.595,76.1,True,High,Spike,True
2015-12-25,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,251.69,69,,3.597,58.81,True,High,Spike,True
2013-09-21,82483,crushed,product,revenue,383.26,59,,3.598,88.88,True,High,Spike,True
2014-04-25,22139,amazon,product,revenue,474.72,97,,3.6,85.44,True,High,Spike,True
2012-05-29,22624,IVORY KITCHEN SCALES,product,revenue,495.2,60,,3.6,118.93,True,High,Spike,True
2011-07-07,47566,PARTY BUNTING,product,revenue,1240.45,291,,3.601,242.95,True,High,Spike,True
2015-04-20,84879,damaged,product,revenue,105.46,60,,3.607,23.36,True,High,Spike,False
2014-12-18,22624,IVORY KITCHEN SCALES,product,revenue,401.48,48,,3.608,94.32,True,High,Spike,True
2014-12-17,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,463.11,62,,3.608,112.49,True,High,Spike,True
2013-06-25,22193,RED DINER WALL CLOCK,product,revenue,473.4,56,,3.61,111.73,True,High,Spike,True
2013-10-24,48138,DOORMAT UNION FLAG,product,revenue,449.03,59,,3.61,105.34,True,High,Spike,True
2011-02-03,21621,,product,revenue,297.5,35,,3.611,49.44,True,High,Spike,True
2012-02-01,21754,HOME BUILDING BLOCK WORD,product,revenue,324.5,54,,3.612,66.08,True,High,Spike,True
2015-10-19,22846,BREAD BIN DINER STYLE RED ,product,revenue,918.77,56,,3.612,197.28,True,High,Spike,True
2015-06-22,84879,damaged,product,revenue,178.55,107,,3.613,43.26,True,High,Spike,True
2013-07-19,21754,HOME BUILDING BLOCK WORD,product,revenue,474.31,76,,3.615,113.18,True,High,Spike,True
2011-05-12,79321,,product,price,7.986666666666666,6,,3.617,5.42,True,High,Spike,True
2015-08-05,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,307.74,106,,3.619,67.24,True,High,Spike,True
2012-11-06,22139,amazon,product,revenue,292.78,58,,3.62,64.7,True,High,Spike,True
2015-09-23,48138,DOORMAT UNION FLAG,product,revenue,627.02,81,,3.62,135.2,True,High,Spike,True
2015-04-01,79321,,product,revenue,258.06,46,,3.621,52.45,True,High,Spike,True
2013-07-05,22625,,product,revenue,429.3,52,,3.623,98.22,True,High,Spike,True
2011-03-11,22960,JAM MAKING SET WITH JARS,product,revenue,601.25,157,,3.627,101.77,True,High,Spike,True
2015-05-20,22624,IVORY KITCHEN SCALES,product,revenue,559.5,63,,3.628,127.53,True,High,Spike,True
2015-05-11,22726,,product,revenue,246.33,63,,3.628,58.23,True,High,Spike,True
2014-12-15,22847,,product,revenue,943.92,57,,3.628,179.36,True,High,Spike,True
2011-10-06,82483,crushed,product,revenue,190.4,32,,3.628,40.62,True,High,Spike,False
2012-02-09,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,277.19,57,,3.636,64.36,True,High,Spike,True
2014-11-14,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,292.64,62,,3.637,66.76,True,High,Spike,True
2012-12-08,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,422.84,86,,3.639,83.61,True,High,Spike,True
2014-12-22,79321,,product,revenue,631.84,114,,3.639,118.49,True,High,Spike,True
2015-03-14,85099B,JUMBO BAG RED RETROSPOT,product,revenue,156.74,77,,3.64,38.51,True,High,Spike,False
2012-02-07,85099B,JUMBO BAG RED RETROSPOT,product,revenue,171.51,84,,3.643,42.2,True,High,Spike,True
2011-11-08,M,Manual,product,revenue,2500.0,1,,3.645,242.71,True,High,Spike,False
2014-03-11,22625,,product,revenue,354.4,43,,3.646,92.9,True,High,Spike,True
2013-12-21,22726,,product,revenue,356.78,91,,3.647,83.88,True,High,Spike,True
2011-04-05,23298,"BUNTING , SPOTTY ",product,revenue,642.3,154,,3.649,126.16,True,High,Spike,True
2012-04-28,48138,DOORMAT UNION FLAG,product,revenue,375.73,49,,3.652,83.19,True,High,Spike,True
2014-07-28,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,380.58,78,,3.655,81.58,True,High,Spike,True
2015-12-01,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,533.45,55,,3.657,102.61,True,High,Spike,True
2012-09-20,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,451.84,64,,3.66,87.62,True,High,Spike,True
2012-11-28,23298,"BUNTING , SPOTTY ",product,revenue,468.24,92,,3.661,91.84,True,High,Spike,True
2015-12-26,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,180.08,37,,3.663,46.08,True,High,Spike,False
2015-06-26,21843,smashed,product,revenue,702.24,66,,3.665,130.74,True,High,Spike,True
2013-07-08,22726,,product,revenue,388.21,102,,3.665,84.2,True,High,Spike,True
2014-01-15,84078A,SET/4 WHITE RETRO STORAGE CUBES ,product,revenue,2399.7,60,,3.669,494.86,True,High,Spike,True
2014-11-03,23298,"BUNTING , SPOTTY ",product,revenue,425.84,83,,3.67,78.5,True,High,Spike,True
2011-11-01,21621,,product,price,8.87,186,,3.679,8.52,True,High,Spike,False
2014-08-26,22139,amazon,product,revenue,526.02,105,,3.68,108.41,True,High,Spike,True
2015-11-06,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,297.73,62,,3.683,62.18,True,High,Spike,True
2012-11-12,22139,amazon,product,revenue,397.14,82,,3.684,80.14,True,High,Spike,True
2012-01-05,POST,,product,revenue,1385.85,33,,3.684,302.25,True,High,Spike,False
2015-10-12,23284,,product,revenue,546.97,69,,3.685,128.16,True,High,Spike,True
2015-08-28,47566,PARTY BUNTING,product,revenue,473.74,97,,3.686,112.57,True,High,Spike,True
2011-02-09,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,price,4.37,2,,3.687,2.84,True,High,Spike,True
2014-01-21,20685,DOORMAT RED RETROSPOT,product,revenue,548.66,70,,3.689,136.5,True,High,Spike,True
2015-04-25,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,216.6,44,,3.692,62.88,True,High,Spike,True
2015-04-01,23284,,product,revenue,502.87,63,,3.698,88.8,True,High,Spike,True
2014-04-08,23298,"BUNTING , SPOTTY ",product,revenue,465.36,94,,3.703,109.95,True,High,Spike,True
2013-08-14,21755,LOVE BUILDING BLOCK WORD,product,revenue,572.22,99,,3.704,118.95,True,High,Spike,True
2013-12-02,22720,,product,revenue,459.11,93,,3.704,78.74,True,High,Spike,True
2014-05-13,85099B,JUMBO BAG RED RETROSPOT,product,revenue,208.38,104,,3.704,48.16,True,High,Spike,True
2011-03-10,M,Manual,product,revenue,3177.9,14,,3.705,313.84,True,High,Spike,False
2011-03-11,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,389.4,88,,3.706,70.0,True,High,Spike,True
2014-11-24,85123A,CREAM HANGING HEART T-LIGHT HOLDER,product,revenue,385.43,131,,3.712,94.74,True,High,Spike,True
2011-10-10,22487,WHITE WOOD GARDEN PLANT LADDER,product,price,12.4525,4,,3.712,9.79,True,High,Spike,True
2015-05-05,22846,BREAD BIN DINER STYLE RED ,product,revenue,571.55,35,,3.715,120.41,True,High,Spike,True
2015-07-31,22424,ENAMEL BREAD BIN CREAM,product,revenue,720.39,59,,3.716,126.57,True,High,Spike,True
2015-09-07,22193,RED DINER WALL CLOCK,product,revenue,484.83,58,,3.719,99.12,True,High,Spike,True
2012-05-10,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,264.6,90,,3.723,59.12,True,High,Spike,True
2011-04-05,47566,PARTY BUNTING,product,revenue,936.25,215,,3.723,174.3,True,High,Spike,True
2015-05-04,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,219.83,44,,3.728,61.47,True,High,Spike,True
2013-09-24,22424,ENAMEL BREAD BIN CREAM,product,revenue,628.7,50,,3.729,141.9,True,High,Spike,True
2012-06-21,22846,BREAD BIN DINER STYLE RED ,product,revenue,918.62,56,,3.733,180.85,True,High,Spike,True
2011-09-09,21754,HOME BUILDING BLOCK WORD,product,revenue,173.1,30,,3.736,48.19,True,High,Spike,False
2012-06-13,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,371.98,96,,3.736,69.51,True,High,Spike,True
2012-01-25,48194,DOORMAT HEARTS,product,revenue,336.27,42,,3.737,71.09,True,High,Spike,True
2014-10-13,20685,DOORMAT RED RETROSPOT,product,revenue,488.45,66,,3.741,98.96,True,High,Spike,True
2014-10-10,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,362.06,43,,3.743,81.48,True,High,Spike,True
2012-05-15,22625,,product,revenue,614.84,76,,3.748,131.27,True,High,Spike,True
2012-08-20,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,290.94,61,,3.75,70.12,True,High,Spike,True
2013-10-09,84879,damaged,product,revenue,218.38,128,,3.753,42.2,True,High,Spike,True
2012-06-16,22960,JAM MAKING SET WITH JARS,product,revenue,238.34,58,,3.754,57.01,True,High,Spike,True
2012-05-14,22139,amazon,product,revenue,313.34,65,,3.756,75.29,True,High,Spike,True
2015-04-29,48187,DOORMAT NEW ENGLAND,product,revenue,763.34,98,,3.756,143.67,True,High,Spike,True
2012-12-04,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,307.37,65,,3.758,70.03,True,High,Spike,True
2012-05-17,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,288.42,57,,3.759,75.06,True,High,Spike,True
2012-01-07,22139,amazon,product,revenue,495.16,102,,3.76,85.96,True,High,Spike,True
2013-06-24,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,461.09,47,,3.76,105.83,True,High,Spike,True
2012-01-30,POST,,product,revenue,2488.7,60,,3.769,545.98,True,High,Spike,True
2013-12-19,48194,DOORMAT HEARTS,product,revenue,273.43,33,,3.771,67.78,True,High,Spike,True
2015-02-18,84879,damaged,product,revenue,138.2,82,,3.771,26.91,True,High,Spike,True
2013-01-22,20685,DOORMAT RED RETROSPOT,product,revenue,602.38,79,,3.775,102.12,True,High,Spike,True
2014-10-29,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,210.86,70,,3.775,47.03,True,High,Spike,True
2014-10-09,21755,LOVE BUILDING BLOCK WORD,product,revenue,359.49,59,,3.776,69.2,True,High,Spike,True
2015-06-01,82483,crushed,product,revenue,258.1,39,,3.777,57.05,True,High,Spike,True
2015-06-30,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,484.0,100,,3.787,88.24,True,High,Spike,True
2011-05-12,22605,WOODEN CROQUET GARDEN SET,product,price,19.955,2,,3.788,14.27,True,High,Spike,True
2015-12-01,22846,BREAD BIN DINER STYLE RED ,product,revenue,1097.52,68,,3.789,176.38,True,High,Spike,True
2014-06-19,22423,damages,product,revenue,1448.46,116,,3.791,348.13,True,High,Spike,True
2013-03-09,POST,,product,revenue,3044.95,73,,3.791,702.4,True,High,Spike,True
2012-07-17,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,347.07,71,,3.792,64.79,True,High,Spike,True
2015-11-05,23298,"BUNTING , SPOTTY ",product,revenue,334.02,67,,3.792,81.86,True,High,Spike,True
2012-12-01,47566,PARTY BUNTING,product,revenue,345.57,70,,3.793,77.33,True,High,Spike,True
2011-10-10,22457,NATURAL SLATE HEART CHALKBOARD ,product,price,3.4663636363636363,11,,3.795,2.94,True,High,Spike,True
2012-01-25,22424,ENAMEL BREAD BIN CREAM,product,revenue,342.16,26,,3.797,73.5,True,High,Spike,False
2013-10-09,21621,,product,revenue,429.5,50,,3.8,82.74,True,High,Spike,True
2014-10-31,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,274.18,56,,3.8,60.83,True,High,Spike,True
2012-12-13,22960,JAM MAKING SET WITH JARS,product,revenue,426.96,101,,3.801,71.04,True,High,Spike,True
2013-12-02,22625,,product,revenue,567.22,67,,3.804,120.53,True,High,Spike,True
2012-02-11,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,679.01,71,,3.804,121.02,True,High,Spike,True
2015-12-12,20685,DOORMAT RED RETROSPOT,product,revenue,442.9,60,,3.806,99.95,True,High,Spike,True
2014-02-14,48138,DOORMAT UNION FLAG,product,revenue,617.33,82,,3.806,94.1,True,High,Spike,True
2014-01-27,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,273.11,95,,3.81,48.59,True,High,Spike,True
2012-05-18,48138,DOORMAT UNION FLAG,product,revenue,553.48,69,,3.815,104.14,True,High,Spike,True
2015-05-13,22960,JAM MAKING SET WITH JARS,product,revenue,334.08,81,,3.816,69.07,True,High,Spike,True
2014-07-02,22826,LOVE SEAT ANTIQUE WHITE METAL,product,revenue,4542.12,36,,3.82,880.02,True,High,Spike,True
2013-09-26,79321,,product,revenue,305.01,58,,3.821,72.85,True,High,Spike,True
2013-11-06,22720,,product,revenue,385.77,78,,3.826,74.74,True,High,Spike,True
2012-02-21,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,370.56,48,,3.828,81.46,True,High,Spike,True
2013-05-14,23298,"BUNTING , SPOTTY ",product,revenue,532.24,107,,3.829,111.67,True,High,Spike,True
2014-05-01,22193,RED DINER WALL CLOCK,product,revenue,254.19,30,,3.831,59.66,True,High,Spike,True
2013-03-02,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,279.63,57,,3.835,63.93,True,High,Spike,True
2015-06-11,22847,,product,revenue,1090.15,65,,3.836,233.99,True,High,Spike,True
2013-10-30,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,461.2,54,,3.838,103.88,True,High,Spike,True
2011-06-05,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,467.4,108,,3.841,72.35,True,High,Spike,True
2012-01-03,22826,LOVE SEAT ANTIQUE WHITE METAL,product,revenue,2458.6,20,,3.844,302.56,True,High,Spike,False
2011-10-11,85099B,JUMBO BAG RED RETROSPOT,product,revenue,1948.02,1074,,3.845,313.67,True,High,Spike,True
2012-08-07,20685,DOORMAT RED RETROSPOT,product,revenue,502.51,68,,3.847,116.62,True,High,Spike,True
2014-06-24,22139,amazon,product,revenue,544.14,106,,3.85,111.69,True,High,Spike,True
2012-05-10,21843,smashed,product,revenue,598.13,53,,3.853,128.06,True,High,Spike,True
2014-09-26,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,433.91,60,,3.854,101.28,True,High,Spike,True
2012-10-25,48138,DOORMAT UNION FLAG,product,revenue,596.95,76,,3.86,115.74,True,High,Spike,True
2014-12-10,48187,DOORMAT NEW ENGLAND,product,revenue,989.19,128,,3.865,154.44,True,High,Spike,True
2014-02-17,22720,,product,revenue,216.08,45,,3.866,44.01,True,High,Spike,False
2012-02-13,21843,smashed,product,revenue,636.84,61,,3.867,110.87,True,High,Spike,True
2013-04-27,21754,HOME BUILDING BLOCK WORD,product,revenue,702.41,115,,3.871,114.78,True,High,Spike,True
2014-11-17,21754,HOME BUILDING BLOCK WORD,product,revenue,419.88,68,,3.876,97.09,True,High,Spike,True
2012-09-06,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,321.6,67,,3.877,70.35,True,High,Spike,True
2012-07-13,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,555.7,56,,3.877,114.36,True,High,Spike,True
2015-07-21,85066,CREAM SWEETHEART MINI CHEST,product,revenue,927.1,74,,3.877,152.72,True,High,Spike,True
2013-06-14,20685,DOORMAT RED RETROSPOT,product,revenue,639.62,80,,3.883,119.66,True,High,Spike,True
2011-05-10,22423,damages,product,revenue,2505.45,227,,3.885,480.9,True,High,Spike,True
2012-06-05,22655,damages/showroom etc,product,revenue,3479.44,23,,3.888,551.17,True,High,Spike,True
2014-05-26,82483,crushed,product,revenue,318.3,48,,3.89,56.43,True,High,Spike,True
2012-04-20,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,303.55,65,,3.893,57.15,True,High,Spike,True
2013-04-06,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,299.43,101,,3.894,58.4,True,High,Spike,True
2014-12-20,22624,IVORY KITCHEN SCALES,product,revenue,597.39,69,,3.894,116.8,True,High,Spike,True
2015-01-06,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,329.01,68,,3.894,65.03,True,High,Spike,True
2011-09-03,21621,,product,revenue,425.76,48,,3.898,75.38,True,High,Spike,True
2012-04-25,POST,,product,revenue,4664.94,112,,3.898,915.65,True,High,Spike,True
2015-09-11,22139,amazon,product,revenue,391.14,75,,3.902,69.31,True,High,Spike,True
2011-05-04,M,Manual,product,price,1136.3,1,,3.902,101.1,True,High,Spike,True
2015-11-03,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,868.56,88,,3.914,140.32,True,High,Spike,True
2012-12-19,85123A,CREAM HANGING HEART T-LIGHT HOLDER,product,revenue,338.8,118,,3.916,85.99,True,High,Spike,True
2015-01-02,21843,smashed,product,revenue,677.49,61,,3.918,120.83,True,High,Spike,True
2014-03-31,,,overall,revenue,38883.12,6766,760.0,3.919,13777.1,True,High,Spike,True
2011-07-12,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,2007.55,661,,3.923,206.11,True,High,Spike,True
2013-10-12,85099B,JUMBO BAG RED RETROSPOT,product,revenue,202.09,100,,3.928,42.79,True,High,Spike,True
2014-10-11,22726,,product,revenue,350.24,90,,3.932,59.71,True,High,Spike,True
2013-09-20,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,301.11,104,,3.933,56.54,True,High,Spike,True
2015-09-23,85099B,JUMBO BAG RED RETROSPOT,product,revenue,225.73,114,,3.933,48.12,True,High,Spike,True
2015-02-04,84078A,SET/4 WHITE RETRO STORAGE CUBES ,product,revenue,2880.75,75,,3.935,485.29,True,High,Spike,True
2013-10-31,21755,LOVE BUILDING BLOCK WORD,product,revenue,343.03,57,,3.938,64.89,True,High,Spike,True
2013-01-03,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,406.48,82,,3.94,73.71,True,High,Spike,True
2015-07-04,85066,CREAM SWEETHEART MINI CHEST,product,revenue,651.0,50,,3.943,129.26,True,High,Spike,True
2015-12-04,POST,,product,revenue,4731.98,110,,3.948,838.84,True,High,Spike,True
2013-06-08,48194,DOORMAT HEARTS,product,revenue,401.09,49,,3.951,83.8,True,High,Spike,True
2014-02-01,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,822.92,84,,3.953,146.44,True,High,Spike,True
2013-02-16,22193,RED DINER WALL CLOCK,product,revenue,477.58,54,,3.957,105.2,True,High,Spike,True
2015-11-09,22424,ENAMEL BREAD BIN CREAM,product,revenue,762.66,58,,3.958,128.51,True,High,Spike,True
2014-08-30,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,387.5,50,,3.96,85.51,True,High,Spike,True
2013-05-23,POST,,product,revenue,4176.69,99,,3.961,888.14,True,High,Spike,True
2015-06-02,82483,crushed,product,revenue,386.08,60,,3.967,67.56,True,High,Spike,True
2015-01-19,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,435.21,89,,3.969,74.43,True,High,Spike,True
2012-06-18,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,794.0,100,,3.97,133.58,True,High,Spike,True
2012-08-17,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,1045.37,129,,3.97,130.48,True,High,Spike,True
2012-04-20,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,product,revenue,674.34,75,,3.97,115.54,True,High,Spike,True
2015-06-13,23284,,product,revenue,811.05,105,,3.974,144.66,True,High,Spike,True
2012-06-01,84879,damaged,product,revenue,226.33,136,,3.974,42.66,True,High,Spike,True
