product_id,product_name,category,price_elasticity,elasticity_type,current_price,recommended_price,price_adjustment_pct,action,expected_revenue_lift_pct,estimated_profit_impact_pct,confidence,r_squared,is_significant,avg_daily_qty,interpretation
22969,HOMEMADE JAM SCENTED CANDLES,General,-4.242,Highly Elastic,1.4397,1.1004,-23.57,LOWER_PRICE,76.41,30.56,LOW,0.0138,True,16.43,A 1% price increase leads to a 4.24% decrease in demand. Highly price-sensitive.
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,General,-4.237,Highly Elastic,3.7065,2.8318,-23.6,LOWER_PRICE,76.39,30.56,LOW,0.0152,True,12.15,A 1% price increase leads to a 4.24% decrease in demand. Highly price-sensitive.
21930,JUMBO STORAGE BAG SKULLS,General,-4.2353,Highly Elastic,2.024,1.5461,-23.61,LOWER_PRICE,76.39,30.56,LOW,0.0179,True,14.38,A 1% price increase leads to a 4.24% decrease in demand. Highly price-sensitive.
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,General,-4.2295,Highly Elastic,1.2411,0.9477,-23.64,LOWER_PRICE,76.35,30.54,LOW,0.0142,True,22.5,A 1% price increase leads to a 4.23% decrease in demand. Highly price-sensitive.
23303,SET 4 PICNIC CUTLERY FONDANT,General,-4.2289,Highly Elastic,1.9581,1.495,-23.65,LOWER_PRICE,76.36,30.54,LOW,0.0175,False,12.25,A 1% price increase leads to a 4.23% decrease in demand. Highly price-sensitive.
23331,DECORATIVE WICKER HEART SMALL,General,-4.2276,Highly Elastic,0.6266,0.4784,-23.65,LOWER_PRICE,76.33,30.53,LOW,0.0177,False,10.64,A 1% price increase leads to a 4.23% decrease in demand. Highly price-sensitive.
21169,Unknown,General,-4.2181,Highly Elastic,1.6693,1.2735,-23.71,LOWER_PRICE,76.3,30.52,LOW,0.0158,True,13.7,A 1% price increase leads to a 4.22% decrease in demand. Highly price-sensitive.
82484,WOOD BLACK BOARD ANT WHITE FINISH,General,-4.211,Highly Elastic,7.3841,5.6304,-23.75,LOWER_PRICE,76.26,30.5,LOW,0.0554,True,14.7,A 1% price increase leads to a 4.21% decrease in demand. Highly price-sensitive.
22611,VINTAGE UNION JACK SHOPPING BAG,General,-4.2071,Highly Elastic,4.8878,3.726,-23.77,LOWER_PRICE,76.23,30.49,LOW,0.0175,False,8.14,A 1% price increase leads to a 4.21% decrease in demand. Highly price-sensitive.
23144,ZINC T-LIGHT HOLDER STARS SMALL,General,-4.1953,Highly Elastic,0.8268,0.6297,-23.84,LOWER_PRICE,76.18,30.47,LOW,0.0288,True,15.11,A 1% price increase leads to a 4.2% decrease in demand. Highly price-sensitive.
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,General,-4.1928,Highly Elastic,2.1075,1.6049,-23.85,LOWER_PRICE,76.15,30.46,LOW,0.0127,False,9.25,A 1% price increase leads to a 4.19% decrease in demand. Highly price-sensitive.
22154,ANGEL DECORATION 3 BUTTONS ,General,-4.1889,Highly Elastic,0.4194,0.3193,-23.87,LOWER_PRICE,76.12,30.45,LOW,0.0125,False,15.89,A 1% price increase leads to a 4.19% decrease in demand. Highly price-sensitive.
22303,COFFEE MUG APPLES DESIGN,General,-4.182,Highly Elastic,2.5213,1.9185,-23.91,LOWER_PRICE,76.08,30.43,LOW,0.0583,True,12.27,A 1% price increase leads to a 4.18% decrease in demand. Highly price-sensitive.
37446,MINI CAKE STAND WITH HANGING CAKES,General,-4.175,Highly Elastic,1.4232,1.0823,-23.95,LOWER_PRICE,76.04,30.42,LOW,0.0213,True,10.64,A 1% price increase leads to a 4.17% decrease in demand. Highly price-sensitive.
21232,STRAWBERRY CERAMIC TRINKET POT,General,-4.1595,Highly Elastic,1.2548,0.9531,-24.04,LOWER_PRICE,75.95,30.38,LOW,0.0283,True,15.97,A 1% price increase leads to a 4.16% decrease in demand. Highly price-sensitive.
22567,Unknown,General,-4.159,Highly Elastic,1.341,1.0186,-24.04,LOWER_PRICE,75.94,30.38,LOW,0.0322,True,11.01,A 1% price increase leads to a 4.16% decrease in demand. Highly price-sensitive.
85107,check?,General,-4.1564,Highly Elastic,2.4726,1.8777,-24.06,LOWER_PRICE,75.94,30.38,LOW,0.0726,True,9.75,A 1% price increase leads to a 4.16% decrease in demand. Highly price-sensitive.
21069,Unknown,General,-4.1537,Highly Elastic,1.24,0.9415,-24.07,LOWER_PRICE,75.91,30.36,LOW,0.0175,False,8.91,A 1% price increase leads to a 4.15% decrease in demand. Highly price-sensitive.
20979,36 PENCILS TUBE RED RETROSPOT,General,-4.1437,Highly Elastic,1.2465,0.9457,-24.13,LOWER_PRICE,75.86,30.34,LOW,0.0148,True,12.15,A 1% price increase leads to a 4.14% decrease in demand. Highly price-sensitive.
22936,BAKING MOULD ROSE WHITE CHOCOLATE,General,-4.1419,Highly Elastic,3.183,2.4146,-24.14,LOWER_PRICE,75.85,30.34,LOW,0.027,False,11.08,A 1% price increase leads to a 4.14% decrease in demand. Highly price-sensitive.
22503,CABIN BAG VINTAGE PAISLEY,General,-4.1404,Highly Elastic,28.9016,21.9219,-24.15,LOWER_PRICE,75.84,30.34,LOW,0.03,False,11.61,A 1% price increase leads to a 4.14% decrease in demand. Highly price-sensitive.
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,General,-4.1351,Highly Elastic,0.3786,0.2871,-24.18,LOWER_PRICE,75.81,30.32,LOW,0.012,False,14.22,A 1% price increase leads to a 4.14% decrease in demand. Highly price-sensitive.
21472,Unknown,General,-4.134,Highly Elastic,3.7504,2.8432,-24.19,LOWER_PRICE,75.81,30.32,LOW,0.0109,False,7.08,A 1% price increase leads to a 4.13% decrease in demand. Highly price-sensitive.
23275,SET OF 3 HANGING OWLS OLLIE BEAK,General,-4.129,Highly Elastic,1.2765,0.9673,-24.22,LOWER_PRICE,75.78,30.31,LOW,0.0183,True,13.93,A 1% price increase leads to a 4.13% decrease in demand. Highly price-sensitive.
23232,WRAP VINTAGE LEAF DESIGN,General,-4.1266,Highly Elastic,0.4191,0.3176,-24.23,LOWER_PRICE,75.76,30.3,LOW,0.0112,True,18.79,A 1% price increase leads to a 4.13% decrease in demand. Highly price-sensitive.
21175,GIN AND TONIC DIET METAL SIGN,General,-4.1201,Highly Elastic,2.4427,1.8499,-24.27,LOWER_PRICE,75.72,30.29,LOW,0.0272,True,18.95,A 1% price increase leads to a 4.12% decrease in demand. Highly price-sensitive.
22923,sold as set on dotcom,General,-4.1191,Highly Elastic,0.8393,0.6355,-24.28,LOWER_PRICE,75.73,30.29,LOW,0.0165,False,11.82,A 1% price increase leads to a 4.12% decrease in demand. Highly price-sensitive.
22562,MONSTERS STENCIL CRAFT,General,-4.1179,Highly Elastic,1.2586,0.953,-24.28,LOWER_PRICE,75.7,30.28,LOW,0.0162,True,9.73,A 1% price increase leads to a 4.12% decrease in demand. Highly price-sensitive.
21426,WOODLAND STORAGE BOX SMALL,General,-4.1059,Highly Elastic,2.0499,1.5505,-24.36,LOWER_PRICE,75.66,30.26,LOW,0.0141,False,8.17,A 1% price increase leads to a 4.11% decrease in demand. Highly price-sensitive.
35958,Unknown,General,-4.1043,Highly Elastic,0.8544,0.6463,-24.36,LOWER_PRICE,75.62,30.25,LOW,0.0088,False,12.12,A 1% price increase leads to a 4.1% decrease in demand. Highly price-sensitive.
23134,Unknown,General,-4.0987,Highly Elastic,8.0421,6.0798,-24.4,LOWER_PRICE,75.61,30.24,LOW,0.0252,False,6.77,A 1% price increase leads to a 4.1% decrease in demand. Highly price-sensitive.
22866,Unknown,General,-4.0974,Highly Elastic,2.0854,1.5764,-24.41,LOWER_PRICE,75.61,30.24,LOW,0.0112,True,17.2,A 1% price increase leads to a 4.1% decrease in demand. Highly price-sensitive.
22652,check,General,-4.0937,Highly Elastic,1.6539,1.2499,-24.43,LOWER_PRICE,75.58,30.23,LOW,0.013,True,13.99,A 1% price increase leads to a 4.09% decrease in demand. Highly price-sensitive.
22333,RETROSPOT PARTY BAG + STICKER SET,General,-4.09,Highly Elastic,1.6308,1.2321,-24.45,LOWER_PRICE,75.55,30.22,LOW,0.0166,True,12.9,A 1% price increase leads to a 4.09% decrease in demand. Highly price-sensitive.
23546,WRAP PAISLEY PARK ,General,-4.0706,Highly Elastic,0.4206,0.3173,-24.57,LOWER_PRICE,75.44,30.18,LOW,0.0131,False,14.81,A 1% price increase leads to a 4.07% decrease in demand. Highly price-sensitive.
23202,JUMBO BAG VINTAGE LEAF,General,-4.0671,Highly Elastic,2.0748,1.5646,-24.59,LOWER_PRICE,75.42,30.17,LOW,0.0128,True,18.64,A 1% price increase leads to a 4.07% decrease in demand. Highly price-sensitive.
72709,Unknown,General,-4.0649,Highly Elastic,0.8526,0.6429,-24.6,LOWER_PRICE,75.4,30.16,LOW,0.0164,False,5.95,A 1% price increase leads to a 4.06% decrease in demand. Highly price-sensitive.
22021,Unknown,General,-4.0643,Highly Elastic,1.6444,1.2399,-24.6,LOWER_PRICE,75.38,30.15,LOW,0.0165,False,9.79,A 1% price increase leads to a 4.06% decrease in demand. Highly price-sensitive.
22499,WOODEN UNION JACK BUNTING,General,-4.0557,Highly Elastic,5.9137,4.4554,-24.66,LOWER_PRICE,75.35,30.14,LOW,0.0147,True,10.07,A 1% price increase leads to a 4.06% decrease in demand. Highly price-sensitive.
21891,Unknown,General,-4.052,Highly Elastic,1.3853,1.0434,-24.68,LOWER_PRICE,75.32,30.13,LOW,0.0223,True,17.61,A 1% price increase leads to a 4.05% decrease in demand. Highly price-sensitive.
23325,RUSTIC STRAWBERRY JAM POT SMALL,General,-4.0484,Highly Elastic,1.6264,1.2247,-24.7,LOWER_PRICE,75.3,30.12,LOW,0.0188,False,9.69,A 1% price increase leads to a 4.05% decrease in demand. Highly price-sensitive.
23065,Unknown,General,-4.048,Highly Elastic,12.4325,9.3617,-24.7,LOWER_PRICE,75.29,30.12,LOW,0.0116,False,9.87,A 1% price increase leads to a 4.05% decrease in demand. Highly price-sensitive.
23334,IVORY WICKER HEART SMALL,General,-4.0451,Highly Elastic,0.6248,0.4703,-24.72,LOWER_PRICE,75.27,30.11,LOW,0.0137,False,10.82,A 1% price increase leads to a 4.05% decrease in demand. Highly price-sensitive.
85230E,Damaged,General,-4.0437,Highly Elastic,0.2634,0.1983,-24.73,LOWER_PRICE,75.27,30.11,LOW,0.0607,False,16.5,A 1% price increase leads to a 4.04% decrease in demand. Highly price-sensitive.
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,General,-4.043,Highly Elastic,0.8591,0.6466,-24.73,LOWER_PRICE,75.25,30.1,LOW,0.036,True,12.19,A 1% price increase leads to a 4.04% decrease in demand. Highly price-sensitive.
84406B,Unknown,General,-4.0391,Highly Elastic,3.7571,2.8268,-24.76,LOWER_PRICE,75.25,30.1,LOW,0.0523,True,10.51,A 1% price increase leads to a 4.04% decrease in demand. Highly price-sensitive.
22616,PACK OF 12 LONDON TISSUES ,General,-4.0344,Highly Elastic,0.3229,0.2429,-24.79,LOWER_PRICE,75.22,30.09,LOW,0.0476,True,27.18,A 1% price increase leads to a 4.03% decrease in demand. Highly price-sensitive.
22256,FELT FARM ANIMAL CHICKEN,General,-4.0341,Highly Elastic,1.248,0.9386,-24.79,LOWER_PRICE,75.22,30.09,LOW,0.0137,False,9.53,A 1% price increase leads to a 4.03% decrease in demand. Highly price-sensitive.
22535,MAGIC DRAWING SLATE BUNNIES ,General,-4.0291,Highly Elastic,0.4152,0.3121,-24.82,LOWER_PRICE,75.18,30.07,LOW,0.0232,True,11.44,A 1% price increase leads to a 4.03% decrease in demand. Highly price-sensitive.
23028,Unknown,General,-4.0203,Highly Elastic,1.6441,1.2352,-24.87,LOWER_PRICE,75.11,30.04,LOW,0.0157,False,9.54,A 1% price increase leads to a 4.02% decrease in demand. Highly price-sensitive.
22417,PACK OF 60 SPACEBOY CAKE CASES,General,-4.0175,Highly Elastic,0.5526,0.4151,-24.89,LOWER_PRICE,75.11,30.04,LOW,0.0336,True,14.55,A 1% price increase leads to a 4.02% decrease in demand. Highly price-sensitive.
22776,SWEETHEART 3 TIER CAKE STAND ,General,-4.0112,Highly Elastic,9.8234,7.3744,-24.93,LOWER_PRICE,75.07,30.03,LOW,0.0139,True,12.16,A 1% price increase leads to a 4.01% decrease in demand. Highly price-sensitive.
85114C,RED ENCHANTED FOREST PLACEMAT,General,-3.997,Highly Elastic,1.641,1.2308,-25.0,LOWER_PRICE,74.92,29.97,LOW,0.0157,False,9.62,A 1% price increase leads to a 4.0% decrease in demand. Highly price-sensitive.
22637,damages,General,-3.9932,Highly Elastic,2.5189,1.8892,-25.0,LOWER_PRICE,74.83,29.93,LOW,0.0178,True,10.72,A 1% price increase leads to a 3.99% decrease in demand. Highly price-sensitive.
48111,DOORMAT 3 SMILEY CATS,General,-3.9899,Highly Elastic,7.8392,5.8794,-25.0,LOWER_PRICE,74.75,29.9,LOW,0.0221,True,8.61,A 1% price increase leads to a 3.99% decrease in demand. Highly price-sensitive.
21733,RED HANGING HEART T-LIGHT HOLDER,General,-3.9861,Highly Elastic,2.9415,2.2061,-25.0,LOWER_PRICE,74.65,29.86,LOW,0.0144,True,17.7,A 1% price increase leads to a 3.99% decrease in demand. Highly price-sensitive.
47590B,check,General,-3.9843,Highly Elastic,5.4006,4.0504,-25.0,LOWER_PRICE,74.61,29.84,LOW,0.0137,True,12.43,A 1% price increase leads to a 3.98% decrease in demand. Highly price-sensitive.
85231B,CINAMMON SET OF 9 T-LIGHTS,General,-3.9817,Highly Elastic,0.8666,0.65,-25.0,LOWER_PRICE,74.54,29.82,LOW,0.0168,False,9.86,A 1% price increase leads to a 3.98% decrease in demand. Highly price-sensitive.
21314,SMALL GLASS HEART TRINKET POT,General,-3.9767,Highly Elastic,2.0905,1.5679,-25.0,LOWER_PRICE,74.42,29.77,LOW,0.0154,True,12.81,A 1% price increase leads to a 3.98% decrease in demand. Highly price-sensitive.
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,General,-3.9741,Highly Elastic,1.9721,1.4791,-25.0,LOWER_PRICE,74.35,29.74,MEDIUM,0.1812,True,10.32,A 1% price increase leads to a 3.97% decrease in demand. Highly price-sensitive.
22207,FRYING PAN UNION FLAG,General,-3.9705,Highly Elastic,4.3278,3.2458,-25.0,LOWER_PRICE,74.26,29.7,LOW,0.0397,True,11.89,A 1% price increase leads to a 3.97% decrease in demand. Highly price-sensitive.
21813,GARLAND WITH STARS AND BELLS,General,-3.9664,Highly Elastic,4.9056,3.6792,-25.0,LOWER_PRICE,74.16,29.66,LOW,0.0162,False,7.78,A 1% price increase leads to a 3.97% decrease in demand. Highly price-sensitive.
23102,SILVER HEARTS TABLE DECORATION,General,-3.964,Highly Elastic,0.8255,0.6191,-25.0,LOWER_PRICE,74.1,29.64,LOW,0.0146,False,9.28,A 1% price increase leads to a 3.96% decrease in demand. Highly price-sensitive.
17129F,BLUE GLASS GEMS IN BAG,General,-3.9583,Highly Elastic,0.8763,0.6572,-25.0,LOWER_PRICE,73.96,29.58,MEDIUM,0.2655,True,12.74,A 1% price increase leads to a 3.96% decrease in demand. Highly price-sensitive.
23249,ENAMEL DINNER PLATE PANTRY,General,-3.9573,Highly Elastic,1.6382,1.2287,-25.0,LOWER_PRICE,73.93,29.57,LOW,0.0152,False,11.26,A 1% price increase leads to a 3.96% decrease in demand. Highly price-sensitive.
23173,REGENCY TEAPOT ROSES ,General,-3.9565,Highly Elastic,9.6494,7.237,-25.0,LOWER_PRICE,73.91,29.56,LOW,0.0217,True,11.71,A 1% price increase leads to a 3.96% decrease in demand. Highly price-sensitive.
23207,LUNCH BAG ALPHABET DESIGN,General,-3.9522,Highly Elastic,1.6522,1.2391,-25.0,LOWER_PRICE,73.8,29.52,LOW,0.0123,True,16.99,A 1% price increase leads to a 3.95% decrease in demand. Highly price-sensitive.
23145,ZINC T-LIGHT HOLDER STARS LARGE,General,-3.945,Highly Elastic,0.9585,0.7189,-25.0,LOWER_PRICE,73.62,29.45,LOW,0.0456,True,12.9,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,General,-3.945,Highly Elastic,2.0345,1.5259,-25.0,LOWER_PRICE,73.62,29.45,LOW,0.0131,True,17.41,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
23660,HENRIETTA HEN MUG ,General,-3.9441,Highly Elastic,1.6597,1.2448,-25.0,LOWER_PRICE,73.6,29.44,LOW,0.0189,False,10.84,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
22607,WOODEN ROUNDERS GARDEN SET ,General,-3.9425,Highly Elastic,9.7303,7.2977,-25.0,LOWER_PRICE,73.56,29.42,LOW,0.0217,True,10.54,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
85200,Unknown,General,-3.9395,Highly Elastic,1.2437,0.9328,-25.0,LOWER_PRICE,73.49,29.4,LOW,0.0155,False,6.37,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
22357,KINGS CHOICE BISCUIT TIN,General,-3.9359,Highly Elastic,4.2288,3.1716,-25.0,LOWER_PRICE,73.4,29.36,LOW,0.0157,False,7.48,A 1% price increase leads to a 3.94% decrease in demand. Highly price-sensitive.
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,General,-3.9345,Highly Elastic,7.2236,5.4177,-25.0,LOWER_PRICE,73.36,29.34,HIGH,0.3495,True,9.03,A 1% price increase leads to a 3.93% decrease in demand. Highly price-sensitive.
84843,WHITE SOAP RACK WITH 2 BOTTLES,General,-3.9273,Highly Elastic,5.8159,4.3619,-25.0,LOWER_PRICE,73.18,29.27,LOW,0.0371,False,6.81,A 1% price increase leads to a 3.93% decrease in demand. Highly price-sensitive.
22697,GREEN REGENCY TEACUP AND SAUCER,General,-3.923,Highly Elastic,2.9324,2.1993,-25.0,LOWER_PRICE,73.08,29.23,LOW,0.0149,True,15.37,A 1% price increase leads to a 3.92% decrease in demand. Highly price-sensitive.
84880,Unknown,General,-3.9194,Highly Elastic,6.9088,5.1816,-25.0,LOWER_PRICE,72.98,29.19,LOW,0.0755,True,9.08,A 1% price increase leads to a 3.92% decrease in demand. Highly price-sensitive.
22865,Unknown,General,-3.9182,Highly Elastic,2.0979,1.5734,-25.0,LOWER_PRICE,72.95,29.18,LOW,0.0102,True,18.53,A 1% price increase leads to a 3.92% decrease in demand. Highly price-sensitive.
84997D,CHILDRENS CUTLERY POLKADOT PINK,General,-3.9156,Highly Elastic,4.0779,3.0584,-25.0,LOWER_PRICE,72.89,29.16,LOW,0.0159,True,14.22,A 1% price increase leads to a 3.92% decrease in demand. Highly price-sensitive.
23075,PARLOUR CERAMIC WALL HOOK,General,-3.907,Highly Elastic,4.1563,3.1172,-25.0,LOWER_PRICE,72.67,29.07,LOW,0.0118,False,8.28,A 1% price increase leads to a 3.91% decrease in demand. Highly price-sensitive.
72225C,Unknown,General,-3.9067,Highly Elastic,0.2739,0.2054,-25.0,LOWER_PRICE,72.67,29.07,LOW,0.0532,False,12.82,A 1% price increase leads to a 3.91% decrease in demand. Highly price-sensitive.
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,General,-3.8979,Highly Elastic,4.875,3.6562,-25.0,LOWER_PRICE,72.45,28.98,LOW,0.0163,True,12.86,A 1% price increase leads to a 3.9% decrease in demand. Highly price-sensitive.
22493,PAINT YOUR OWN CANVAS SET,General,-3.896,Highly Elastic,1.7259,1.2944,-25.0,LOWER_PRICE,72.4,28.96,LOW,0.0491,True,12.65,A 1% price increase leads to a 3.9% decrease in demand. Highly price-sensitive.
23492,VINTAGE JINGLE BELLS WREATH,General,-3.8938,Highly Elastic,8.1953,6.1465,-25.0,LOWER_PRICE,72.34,28.94,LOW,0.0146,False,8.39,A 1% price increase leads to a 3.89% decrease in demand. Highly price-sensitive.
22502,PICNIC BASKET WICKER 60 PIECES,General,-3.8889,Highly Elastic,5.7905,4.3429,-25.0,LOWER_PRICE,72.22,28.89,LOW,0.0204,True,10.89,A 1% price increase leads to a 3.89% decrease in demand. Highly price-sensitive.
21217,RED RETROSPOT ROUND CAKE TINS,General,-3.8801,Highly Elastic,9.8662,7.3996,-25.0,LOWER_PRICE,72.0,28.8,LOW,0.0122,True,10.76,A 1% price increase leads to a 3.88% decrease in demand. Highly price-sensitive.
23414,ZINC BOX SIGN HOME,General,-3.874,Highly Elastic,9.8471,7.3853,-25.0,LOWER_PRICE,71.85,28.74,LOW,0.0165,False,7.55,A 1% price increase leads to a 3.87% decrease in demand. Highly price-sensitive.
21973,Unknown,General,-3.8668,Highly Elastic,1.4479,1.0859,-25.0,LOWER_PRICE,71.67,28.67,LOW,0.0113,False,9.06,A 1% price increase leads to a 3.87% decrease in demand. Highly price-sensitive.
22083,PAPER CHAIN KIT RETROSPOT,General,-3.8558,Highly Elastic,2.9236,2.1927,-25.0,LOWER_PRICE,71.39,28.56,LOW,0.0151,True,13.64,A 1% price increase leads to a 3.86% decrease in demand. Highly price-sensitive.
10080,check,General,-3.8514,Highly Elastic,0.3927,0.2945,-25.0,LOWER_PRICE,71.28,28.51,LOW,0.0157,False,9.46,A 1% price increase leads to a 3.85% decrease in demand. Highly price-sensitive.
23200,JUMBO BAG PEARS,General,-3.8512,Highly Elastic,2.0604,1.5453,-25.0,LOWER_PRICE,71.28,28.51,LOW,0.0124,True,15.06,A 1% price increase leads to a 3.85% decrease in demand. Highly price-sensitive.
21059,PARTY INVITES DINOSAURS,General,-3.8397,Highly Elastic,0.8523,0.6392,-25.0,LOWER_PRICE,70.99,28.4,LOW,0.0157,False,8.0,A 1% price increase leads to a 3.84% decrease in demand. Highly price-sensitive.
23576,SNACK TRAY RED VINTAGE DOILY,General,-3.8349,Highly Elastic,1.9291,1.4468,-25.0,LOWER_PRICE,70.87,28.35,LOW,0.0211,False,10.91,A 1% price increase leads to a 3.83% decrease in demand. Highly price-sensitive.
22605,WOODEN CROQUET GARDEN SET,General,-3.8348,Highly Elastic,14.2888,10.7166,-25.0,LOWER_PRICE,70.87,28.35,LOW,0.028,True,9.33,A 1% price increase leads to a 3.83% decrease in demand. Highly price-sensitive.
22698,Unknown,General,-3.833,Highly Elastic,2.9465,2.2099,-25.0,LOWER_PRICE,70.83,28.33,LOW,0.02,True,14.4,A 1% price increase leads to a 3.83% decrease in demand. Highly price-sensitive.
48194,DOORMAT HEARTS,General,-3.8327,Highly Elastic,7.9471,5.9603,-25.0,LOWER_PRICE,70.82,28.33,LOW,0.0452,True,13.11,A 1% price increase leads to a 3.83% decrease in demand. Highly price-sensitive.
21245,GREEN POLKADOT PLATE ,General,-3.832,Highly Elastic,1.675,1.2563,-25.0,LOWER_PRICE,70.8,28.32,LOW,0.014,False,10.74,A 1% price increase leads to a 3.83% decrease in demand. Highly price-sensitive.
23025,DRAWER KNOB VINTAGE GLASS BALL,General,-3.8248,Highly Elastic,2.0663,1.5497,-25.0,LOWER_PRICE,70.62,28.25,LOW,0.0128,False,9.97,A 1% price increase leads to a 3.82% decrease in demand. Highly price-sensitive.
22311,OFFICE MUG WARMER BLACK+SILVER ,General,-3.8241,Highly Elastic,2.9682,2.2262,-25.0,LOWER_PRICE,70.6,28.24,LOW,0.0391,True,11.41,A 1% price increase leads to a 3.82% decrease in demand. Highly price-sensitive.
22666,RECIPE BOX PANTRY YELLOW DESIGN,General,-3.823,Highly Elastic,2.9437,2.2078,-25.0,LOWER_PRICE,70.58,28.23,LOW,0.0152,True,16.68,A 1% price increase leads to a 3.82% decrease in demand. Highly price-sensitive.
23542,WALL ART 70'S ALPHABET ,General,-3.8187,Highly Elastic,8.038,6.0285,-25.0,LOWER_PRICE,70.47,28.19,LOW,0.0236,False,11.62,A 1% price increase leads to a 3.82% decrease in demand. Highly price-sensitive.
23356,LOVE HOT WATER BOTTLE,General,-3.8091,Highly Elastic,5.867,4.4002,-25.0,LOWER_PRICE,70.23,28.09,LOW,0.0138,True,14.01,A 1% price increase leads to a 3.81% decrease in demand. Highly price-sensitive.
84741C,Unknown,General,-3.8086,Highly Elastic,1.933,1.4498,-25.0,LOWER_PRICE,70.22,28.09,LOW,0.0137,False,7.3,A 1% price increase leads to a 3.81% decrease in demand. Highly price-sensitive.
22818,CARD CHRISTMAS VILLAGE,General,-3.8035,Highly Elastic,0.4207,0.3155,-25.0,LOWER_PRICE,70.09,28.04,LOW,0.0127,True,12.88,A 1% price increase leads to a 3.8% decrease in demand. Highly price-sensitive.
21324,Unknown,General,-3.8018,Highly Elastic,2.9442,2.2081,-25.0,LOWER_PRICE,70.05,28.02,LOW,0.0147,False,8.08,A 1% price increase leads to a 3.8% decrease in demand. Highly price-sensitive.
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,General,-3.7935,Highly Elastic,1.752,1.314,-25.0,LOWER_PRICE,69.84,27.94,LOW,0.0327,True,10.3,A 1% price increase leads to a 3.79% decrease in demand. Highly price-sensitive.
16016,LARGE CHINESE STYLE SCISSOR,General,-3.792,Highly Elastic,0.8451,0.6338,-25.0,LOWER_PRICE,69.8,27.92,LOW,0.0151,False,11.58,A 1% price increase leads to a 3.79% decrease in demand. Highly price-sensitive.
46776A,WOVEN BUBBLE GUM CUSHION COVER,General,-3.7879,Highly Elastic,4.9193,3.6895,-25.0,LOWER_PRICE,69.7,27.88,LOW,0.0073,False,6.75,A 1% price increase leads to a 3.79% decrease in demand. Highly price-sensitive.
22079,RIBBON REEL HEARTS DESIGN ,General,-3.7878,Highly Elastic,1.6909,1.2682,-25.0,LOWER_PRICE,69.69,27.88,LOW,0.0186,True,11.17,A 1% price increase leads to a 3.79% decrease in demand. Highly price-sensitive.
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,General,-3.7818,Highly Elastic,0.8514,0.6386,-25.0,LOWER_PRICE,69.55,27.82,LOW,0.011,False,9.64,A 1% price increase leads to a 3.78% decrease in demand. Highly price-sensitive.
22024,Unknown,General,-3.7788,Highly Elastic,0.4228,0.3171,-25.0,LOWER_PRICE,69.47,27.79,LOW,0.0448,True,12.23,A 1% price increase leads to a 3.78% decrease in demand. Highly price-sensitive.
22846,BREAD BIN DINER STYLE RED ,General,-3.7771,Highly Elastic,16.4909,12.3682,-25.0,LOWER_PRICE,69.43,27.77,LOW,0.0144,True,9.75,A 1% price increase leads to a 3.78% decrease in demand. Highly price-sensitive.
17038,PORCELAIN BUDAH INCENSE HOLDER,General,-3.7763,Highly Elastic,0.0942,0.0707,-25.0,LOWER_PRICE,69.41,27.76,LOW,0.0538,False,21.47,A 1% price increase leads to a 3.78% decrease in demand. Highly price-sensitive.
22714,CARD BIRTHDAY COWBOY,General,-3.7749,Highly Elastic,0.4233,0.3175,-25.0,LOWER_PRICE,69.37,27.75,LOW,0.0446,True,12.53,A 1% price increase leads to a 3.77% decrease in demand. Highly price-sensitive.
22572,??,General,-3.7673,Highly Elastic,0.8463,0.6347,-25.0,LOWER_PRICE,69.18,27.67,LOW,0.014,False,11.26,A 1% price increase leads to a 3.77% decrease in demand. Highly price-sensitive.
21479,?,General,-3.7606,Highly Elastic,3.9756,2.9817,-25.0,LOWER_PRICE,69.02,27.61,LOW,0.0165,True,13.37,A 1% price increase leads to a 3.76% decrease in demand. Highly price-sensitive.
16162L,Unknown,General,-3.7477,Highly Elastic,0.6571,0.4928,-25.0,LOWER_PRICE,68.69,27.48,LOW,0.0115,False,8.0,A 1% price increase leads to a 3.75% decrease in demand. Highly price-sensitive.
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,General,-3.7465,Highly Elastic,8.9662,6.7247,-25.0,LOWER_PRICE,68.66,27.46,LOW,0.01,False,5.95,A 1% price increase leads to a 3.75% decrease in demand. Highly price-sensitive.
