customer_key,customer_id,customer_name,rank,product_key,product_id,product_name,rec_score
594,16499,Unknown,8,3720,22720,None,10.4555
594,16499,Unknown,9,3393,22383,LUNCH BAG SUKI DESIGN ,10.4407
594,16499,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,10.362
595,17097,Unknown,1,3720,22720,None,499.5877
595,17097,Unknown,2,296,20727,LUNCH BAG  BLACK SKULL.,496.2493
595,17097,Unknown,3,267,20726,LUNCH BAG WOODLAND,493.9419
595,17097,Unknown,4,28,22727,ALARM CLOCK BAKELIKE RED ,491.6508
595,17097,Unknown,5,624,22699,ROSES REGENCY TEACUP AND SAUCER ,483.075
595,17097,Unknown,6,3863,23206,LUNCH BAG APPLE DESIGN,474.5948
595,17097,Unknown,7,2450,22138,BAKING SET 9 PIECE RETROSPOT ,473.5255
595,17097,Unknown,8,221,22111,SCOTTIE DOG HOT WATER BOTTLE,471.0089
595,17097,Unknown,9,629,22697,GREEN REGENCY TEACUP AND SAUCER,470.2523
595,17097,Unknown,10,169,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,468.0712
596,15192,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,256.0049
596,15192,Unknown,2,1656,47566,PARTY BUNTING,255.9413
596,15192,Unknown,3,3052,POST,None,247.27
596,15192,Unknown,4,4064,23298,"BUNTING , SPOTTY ",246.3449
596,15192,Unknown,5,296,20727,LUNCH BAG  BLACK SKULL.,245.3518
596,15192,Unknown,6,266,22382,LUNCH BAG SPACEBOY DESIGN ,244.6411
596,15192,Unknown,7,295,20728,LUNCH BAG CARS BLUE,243.6815
596,15192,Unknown,8,28,22727,ALARM CLOCK BAKELIKE RED ,242.4975
596,15192,Unknown,9,127,22457,NATURAL SLATE HEART CHALKBOARD ,240.7209
596,15192,Unknown,10,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,239.4411
597,14441,Unknown,1,3499,22423,damages,46.7082
597,14441,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,46.562
597,14441,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,45.4067
597,14441,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,45.0467
597,14441,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,44.5862
597,14441,Unknown,6,4169,84879,damaged,44.3433
597,14441,Unknown,7,3720,22720,None,43.9081
597,14441,Unknown,8,3393,22383,LUNCH BAG SUKI DESIGN ,43.5991
597,14441,Unknown,9,4382,22197,POPCORN HOLDER,43.5066
597,14441,Unknown,10,4064,23298,"BUNTING , SPOTTY ",43.4972
600,15380,Unknown,1,3499,22423,damages,15.6825
600,15380,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,15.6313
600,15380,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,15.3975
600,15380,Unknown,4,1656,47566,PARTY BUNTING,15.3336
600,15380,Unknown,5,3052,POST,None,15.135
600,15380,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,15.1221
600,15380,Unknown,7,3720,22720,None,15.0728
600,15380,Unknown,8,4169,84879,damaged,15.0537
600,15380,Unknown,9,4382,22197,POPCORN HOLDER,15.0085
600,15380,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,14.9559
601,17442,Unknown,1,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,250.7299
601,17442,Unknown,2,1656,47566,PARTY BUNTING,247.4785
601,17442,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,246.8097
601,17442,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,245.0596
601,17442,Unknown,5,3720,22720,None,238.877
601,17442,Unknown,6,4382,22197,POPCORN HOLDER,238.0933
601,17442,Unknown,7,3393,22383,LUNCH BAG SUKI DESIGN ,237.922
601,17442,Unknown,8,296,20727,LUNCH BAG  BLACK SKULL.,237.1652
601,17442,Unknown,9,79,22961,JAM MAKING SET PRINTED,236.974
601,17442,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,236.9064
602,17950,Unknown,1,3098,20725,LUNCH BAG RED SPOTTY,104.4833
602,17950,Unknown,2,4169,84879,damaged,102.956
602,17950,Unknown,3,3720,22720,None,102.0839
602,17950,Unknown,4,3052,POST,None,101.6055
602,17950,Unknown,5,4382,22197,POPCORN HOLDER,101.4958
602,17950,Unknown,6,296,20727,LUNCH BAG  BLACK SKULL.,100.9546
602,17950,Unknown,7,266,22382,LUNCH BAG SPACEBOY DESIGN ,100.7162
602,17950,Unknown,8,267,20726,LUNCH BAG WOODLAND,100.4593
602,17950,Unknown,9,384,21034,REX CASH+CARRY JUMBO SHOPPER,100.3339
602,17950,Unknown,10,295,20728,LUNCH BAG CARS BLUE,100.0975
603,12826,Unknown,1,3499,22423,damages,176.7509
603,12826,Unknown,2,1656,47566,PARTY BUNTING,172.2372
603,12826,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,172.23
603,12826,Unknown,4,3393,22383,LUNCH BAG SUKI DESIGN ,166.639
603,12826,Unknown,5,4064,23298,"BUNTING , SPOTTY ",165.6458
603,12826,Unknown,6,4382,22197,POPCORN HOLDER,165.2671
603,12826,Unknown,7,4778,23209,LUNCH BAG VINTAGE DOILY ,165.2094
603,12826,Unknown,8,295,20728,LUNCH BAG CARS BLUE,164.5761
603,12826,Unknown,9,79,22961,JAM MAKING SET PRINTED,164.2662
603,12826,Unknown,10,267,20726,LUNCH BAG WOODLAND,164.1862
604,17456,Unknown,1,3499,22423,damages,110.8108
604,17456,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,110.5318
604,17456,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,108.3902
604,17456,Unknown,4,4169,84879,damaged,105.8933
604,17456,Unknown,5,3720,22720,None,104.8368
604,17456,Unknown,6,3393,22383,LUNCH BAG SUKI DESIGN ,104.4221
604,17456,Unknown,7,3052,POST,None,104.1253
604,17456,Unknown,8,4778,23209,LUNCH BAG VINTAGE DOILY ,103.7678
604,17456,Unknown,9,4064,23298,"BUNTING , SPOTTY ",103.7003
604,17456,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,103.3675
606,15811,Unknown,1,3499,22423,damages,76.8564
606,15811,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,75.956
606,15811,Unknown,3,1656,47566,PARTY BUNTING,74.9281
606,15811,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,74.1648
606,15811,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,73.3071
606,15811,Unknown,6,4169,84879,damaged,72.9721
606,15811,Unknown,7,3052,POST,None,72.2438
606,15811,Unknown,8,3393,22383,LUNCH BAG SUKI DESIGN ,72.0701
606,15811,Unknown,9,4382,22197,POPCORN HOLDER,72.0416
606,15811,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,71.7031
607,13327,Unknown,1,4169,84879,damaged,279.6107
607,13327,Unknown,2,3393,22383,LUNCH BAG SUKI DESIGN ,276.1429
607,13327,Unknown,3,4064,23298,"BUNTING , SPOTTY ",275.9679
607,13327,Unknown,4,4778,23209,LUNCH BAG VINTAGE DOILY ,275.183
607,13327,Unknown,5,79,22961,JAM MAKING SET PRINTED,273.5936
607,13327,Unknown,6,267,20726,LUNCH BAG WOODLAND,272.9577
607,13327,Unknown,7,295,20728,LUNCH BAG CARS BLUE,272.3303
607,13327,Unknown,8,28,22727,ALARM CLOCK BAKELIKE RED ,271.4684
607,13327,Unknown,9,70,21212,PACK OF 72 RETROSPOT CAKE CASES,271.0662
607,13327,Unknown,10,127,22457,NATURAL SLATE HEART CHALKBOARD ,269.4917
608,17700,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,252.0274
608,17700,Unknown,2,3052,POST,None,243.7076
608,17700,Unknown,3,3393,22383,LUNCH BAG SUKI DESIGN ,243.1874
608,17700,Unknown,4,4778,23209,LUNCH BAG VINTAGE DOILY ,240.9127
608,17700,Unknown,5,79,22961,JAM MAKING SET PRINTED,240.9046
608,17700,Unknown,6,266,22382,LUNCH BAG SPACEBOY DESIGN ,240.712
608,17700,Unknown,7,267,20726,LUNCH BAG WOODLAND,239.7321
608,17700,Unknown,8,70,21212,PACK OF 72 RETROSPOT CAKE CASES,238.6023
608,17700,Unknown,9,28,22727,ALARM CLOCK BAKELIKE RED ,238.2499
608,17700,Unknown,10,127,22457,NATURAL SLATE HEART CHALKBOARD ,237.474
609,13136,Unknown,1,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,103.4305
609,13136,Unknown,2,141,85099B,JUMBO BAG RED RETROSPOT,101.6624
609,13136,Unknown,3,4169,84879,damaged,99.1839
609,13136,Unknown,4,3052,POST,None,97.9889
609,13136,Unknown,5,3720,22720,None,97.5938
609,13136,Unknown,6,267,20726,LUNCH BAG WOODLAND,96.6915
609,13136,Unknown,7,70,21212,PACK OF 72 RETROSPOT CAKE CASES,96.329
609,13136,Unknown,8,268,22384,LUNCH BAG PINK POLKADOT,95.7137
609,13136,Unknown,9,3666,22469,None,95.6298
609,13136,Unknown,10,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,95.4064
613,15211,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,147.8974
613,15211,Unknown,2,4169,84879,damaged,143.8222
613,15211,Unknown,3,3720,22720,None,142.5464
613,15211,Unknown,4,3052,POST,None,142.4396
613,15211,Unknown,5,3393,22383,LUNCH BAG SUKI DESIGN ,141.9659
613,15211,Unknown,6,4778,23209,LUNCH BAG VINTAGE DOILY ,141.3139
613,15211,Unknown,7,79,22961,JAM MAKING SET PRINTED,141.28
613,15211,Unknown,8,267,20726,LUNCH BAG WOODLAND,141.0012
613,15211,Unknown,9,296,20727,LUNCH BAG  BLACK SKULL.,140.8191
613,15211,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,140.7234
614,15596,Unknown,1,3499,22423,damages,149.168
614,15596,Unknown,2,1656,47566,PARTY BUNTING,146.0635
614,15596,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,145.443
614,15596,Unknown,4,4169,84879,damaged,141.8535
614,15596,Unknown,5,3052,POST,None,140.8567
614,15596,Unknown,6,4064,23298,"BUNTING , SPOTTY ",140.3368
614,15596,Unknown,7,267,20726,LUNCH BAG WOODLAND,139.1528
614,15596,Unknown,8,4778,23209,LUNCH BAG VINTAGE DOILY ,138.9788
614,15596,Unknown,9,79,22961,JAM MAKING SET PRINTED,138.7476
614,15596,Unknown,10,295,20728,LUNCH BAG CARS BLUE,138.2762
615,16163,Unknown,1,3499,22423,damages,15.4999
615,16163,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,15.4831
615,16163,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,15.0971
615,16163,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,14.9682
615,16163,Unknown,5,4169,84879,damaged,14.7528
615,16163,Unknown,6,3720,22720,None,14.6179
615,16163,Unknown,7,4777,23203,JUMBO BAG VINTAGE DOILY ,14.5449
615,16163,Unknown,8,4064,23298,"BUNTING , SPOTTY ",14.5277
615,16163,Unknown,9,3052,POST,None,14.3697
615,16163,Unknown,10,4382,22197,POPCORN HOLDER,14.359
616,16907,Unknown,1,3499,22423,damages,276.6974
616,16907,Unknown,2,1656,47566,PARTY BUNTING,269.0273
616,16907,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,267.0081
616,16907,Unknown,4,4777,23203,JUMBO BAG VINTAGE DOILY ,263.7256
616,16907,Unknown,5,4382,22197,POPCORN HOLDER,258.7099
616,16907,Unknown,6,267,20726,LUNCH BAG WOODLAND,257.337
616,16907,Unknown,7,295,20728,LUNCH BAG CARS BLUE,256.5591
616,16907,Unknown,8,266,22382,LUNCH BAG SPACEBOY DESIGN ,256.437
616,16907,Unknown,9,79,22961,JAM MAKING SET PRINTED,256.3698
616,16907,Unknown,10,384,21034,REX CASH+CARRY JUMBO SHOPPER,256.278
617,17576,Unknown,1,4382,22197,POPCORN HOLDER,635.4403
617,17576,Unknown,2,384,21034,REX CASH+CARRY JUMBO SHOPPER,629.2706
617,17576,Unknown,3,1767,22139,amazon,610.4776
617,17576,Unknown,4,3863,23206,LUNCH BAG APPLE DESIGN,606.2126
617,17576,Unknown,5,18,21754,HOME BUILDING BLOCK WORD,603.8248
617,17576,Unknown,6,3860,23201,JUMBO BAG ALPHABET,594.342
617,17576,Unknown,7,312,20685,DOORMAT RED RETROSPOT,591.6326
617,17576,Unknown,8,139,22662,LUNCH BAG DOLLY GIRL DESIGN,589.2993
617,17576,Unknown,9,3877,85099F,None,585.7975
617,17576,Unknown,10,21,48187,DOORMAT NEW ENGLAND,577.8545
618,14713,Unknown,1,3589,22470,None,619.7999
618,14713,Unknown,2,219,22112,CHOCOLATE HOT WATER BOTTLE,600.0704
618,14713,Unknown,3,4770,85152,None,597.7694
618,14713,Unknown,4,312,20685,DOORMAT RED RETROSPOT,596.0308
618,14713,Unknown,5,3877,85099F,None,590.0809
618,14713,Unknown,6,365,22630,DOLLY GIRL LUNCH BOX,589.452
618,14713,Unknown,7,72,21977,PACK OF 60 PINK PAISLEY CAKE CASES,584.7949
618,14713,Unknown,8,289,84378,SET OF 3 HEART COOKIE CUTTERS,573.925
618,14713,Unknown,9,4291,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,569.28
618,14713,Unknown,10,1956,84978,HANGING HEART JAR T-LIGHT HOLDER,568.0535
619,14702,Unknown,1,3666,22469,None,646.1953
619,14702,Unknown,2,4084,23202,JUMBO BAG VINTAGE LEAF,635.7197
619,14702,Unknown,3,4023,22726,None,630.6541
619,14702,Unknown,4,1767,22139,amazon,630.6129
619,14702,Unknown,5,308,22178,VICTORIAN GLASS HANGING T-LIGHT,628.8802
619,14702,Unknown,6,4996,23084,website fixed,623.8245
619,14702,Unknown,7,629,22697,GREEN REGENCY TEACUP AND SAUCER,621.3214
619,14702,Unknown,8,4579,21166,?,620.7554
619,14702,Unknown,9,73,84991,60 TEATIME FAIRY CAKE CASES,616.8525
619,14702,Unknown,10,139,22662,LUNCH BAG DOLLY GIRL DESIGN,608.3898
620,13230,Unknown,1,55,82482,WOODEN PICTURE FRAME WHITE FINISH,982.2009
620,13230,Unknown,2,4579,21166,?,952.6173
620,13230,Unknown,3,3133,22866,None,915.2278
620,13230,Unknown,4,810,22090,PAPER BUNTING RETROSPOT,908.2316
620,13230,Unknown,5,4878,82483,crushed,898.622
620,13230,Unknown,6,5590,21915,John Lewis,894.3263
620,13230,Unknown,7,3030,22617,"mouldy, thrown away.",874.7936
620,13230,Unknown,8,292,22417,PACK OF 60 SPACEBOY CAKE CASES,871.4595
620,13230,Unknown,9,3864,23204,CHARLOTTE BAG APPLES DESIGN,869.3714
620,13230,Unknown,10,4587,23293,SET OF 12 FAIRY CAKE BAKING CASES,866.7477
621,13969,Unknown,1,22,22960,JAM MAKING SET WITH JARS,751.1141
621,13969,Unknown,2,139,22662,LUNCH BAG DOLLY GIRL DESIGN,728.2104
621,13969,Unknown,3,429,22551,PLASTERS IN TIN SPACEBOY,721.8915
621,13969,Unknown,4,177,21485,RETROSPOT HEART HOT WATER BOTTLE,718.904
621,13969,Unknown,5,2475,22114,None,712.866
621,13969,Unknown,6,759,48138,DOORMAT UNION FLAG,695.7216
621,13969,Unknown,7,419,22367,CHILDRENS APRON SPACEBOY DESIGN,691.604
621,13969,Unknown,8,645,20712,JUMBO BAG WOODLAND ANIMALS,686.6467
621,13969,Unknown,9,33,21791,VINTAGE HEADS AND TAILS CARD GAME ,686.425
621,13969,Unknown,10,124,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,686.1627
622,17530,Unknown,1,3499,22423,damages,319.5591
622,17530,Unknown,2,1656,47566,PARTY BUNTING,311.0039
622,17530,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,310.4883
622,17530,Unknown,4,4777,23203,JUMBO BAG VINTAGE DOILY ,304.9324
622,17530,Unknown,5,4169,84879,damaged,303.3987
622,17530,Unknown,6,3052,POST,None,300.7549
622,17530,Unknown,7,267,20726,LUNCH BAG WOODLAND,297.7935
622,17530,Unknown,8,79,22961,JAM MAKING SET PRINTED,297.3134
622,17530,Unknown,9,70,21212,PACK OF 72 RETROSPOT CAKE CASES,295.2423
622,17530,Unknown,10,28,22727,ALARM CLOCK BAKELIKE RED ,295.1452
623,15805,Unknown,1,3499,22423,damages,263.5489
623,15805,Unknown,2,1656,47566,PARTY BUNTING,257.5186
623,15805,Unknown,3,3052,POST,None,249.049
623,15805,Unknown,4,4064,23298,"BUNTING , SPOTTY ",249.01
623,15805,Unknown,5,3393,22383,LUNCH BAG SUKI DESIGN ,248.1816
623,15805,Unknown,6,4778,23209,LUNCH BAG VINTAGE DOILY ,247.7436
623,15805,Unknown,7,295,20728,LUNCH BAG CARS BLUE,245.8013
623,15805,Unknown,8,384,21034,REX CASH+CARRY JUMBO SHOPPER,244.4686
623,15805,Unknown,9,3666,22469,None,243.4408
623,15805,Unknown,10,268,22384,LUNCH BAG PINK POLKADOT,242.2738
624,17696,Unknown,1,3499,22423,damages,188.7068
624,17696,Unknown,2,3098,20725,LUNCH BAG RED SPOTTY,182.5594
624,17696,Unknown,3,4777,23203,JUMBO BAG VINTAGE DOILY ,180.4359
624,17696,Unknown,4,4169,84879,damaged,179.0067
624,17696,Unknown,5,3393,22383,LUNCH BAG SUKI DESIGN ,177.9563
624,17696,Unknown,6,3052,POST,None,177.5114
624,17696,Unknown,7,4382,22197,POPCORN HOLDER,177.1628
624,17696,Unknown,8,267,20726,LUNCH BAG WOODLAND,176.1354
624,17696,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,175.7949
624,17696,Unknown,10,296,20727,LUNCH BAG  BLACK SKULL.,175.4824
625,17076,Unknown,1,3499,22423,damages,89.0024
625,17076,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,88.3275
625,17076,Unknown,3,1656,47566,PARTY BUNTING,87.0674
625,17076,Unknown,4,141,85099B,JUMBO BAG RED RETROSPOT,86.8995
625,17076,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,85.8844
625,17076,Unknown,6,3052,POST,None,84.456
625,17076,Unknown,7,3720,22720,None,84.2835
625,17076,Unknown,8,3393,22383,LUNCH BAG SUKI DESIGN ,84.0298
625,17076,Unknown,9,4064,23298,"BUNTING , SPOTTY ",83.3689
625,17076,Unknown,10,4382,22197,POPCORN HOLDER,83.3119
626,17827,Unknown,1,70,21212,PACK OF 72 RETROSPOT CAKE CASES,826.5239
626,17827,Unknown,2,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,818.3279
626,17827,Unknown,3,991,20724,RED RETROSPOT CHARLOTTE BAG,792.0767
626,17827,Unknown,4,27,22728,ALARM CLOCK BAKELIKE PINK,777.0468
626,17827,Unknown,5,365,22630,DOLLY GIRL LUNCH BOX,774.2419
626,17827,Unknown,6,430,22554,PLASTERS IN TIN WOODLAND ANIMALS,764.525
626,17827,Unknown,7,293,84992,72 SWEETHEART FAIRY CAKE CASES,752.8752
626,17827,Unknown,8,610,22907,PACK OF 20 NAPKINS PANTRY DESIGN,749.3033
626,17827,Unknown,9,4173,23300,GARDENERS KNEELING PAD CUP OF TEA ,740.8002
626,17827,Unknown,10,693,22555,PLASTERS IN TIN STRONGMAN,737.6125
627,16265,Unknown,1,3052,POST,None,421.9447
627,16265,Unknown,2,4778,23209,LUNCH BAG VINTAGE DOILY ,418.644
627,16265,Unknown,3,384,21034,REX CASH+CARRY JUMBO SHOPPER,415.6343
627,16265,Unknown,4,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,411.7489
627,16265,Unknown,5,127,22457,NATURAL SLATE HEART CHALKBOARD ,411.55
627,16265,Unknown,6,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,409.3739
627,16265,Unknown,7,36,22629,SPACEBOY LUNCH BOX ,407.6993
627,16265,Unknown,8,4084,23202,JUMBO BAG VINTAGE LEAF,407.0367
627,16265,Unknown,9,3097,20914,SET/5 RED SPOTTY LID GLASS BOWLS,406.8941
627,16265,Unknown,10,1767,22139,amazon,403.3025
628,17880,Unknown,1,3499,22423,damages,27.9984
628,17880,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,27.4765
628,17880,Unknown,3,1656,47566,PARTY BUNTING,27.0556
628,17880,Unknown,4,141,85099B,JUMBO BAG RED RETROSPOT,27.0453
628,17880,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,26.829
628,17880,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,26.5104
628,17880,Unknown,7,4169,84879,damaged,26.4876
628,17880,Unknown,8,3720,22720,None,26.2675
628,17880,Unknown,9,3052,POST,None,26.2559
628,17880,Unknown,10,4382,22197,POPCORN HOLDER,26.1137
629,13000,Unknown,1,3499,22423,damages,11.5695
629,13000,Unknown,2,1656,47566,PARTY BUNTING,11.2627
629,13000,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,11.2506
629,13000,Unknown,4,4169,84879,damaged,11.1497
629,13000,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,11.0963
629,13000,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,11.0143
629,13000,Unknown,7,3052,POST,None,10.8219
629,13000,Unknown,8,3720,22720,None,10.791
629,13000,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,10.6834
629,13000,Unknown,10,3393,22383,LUNCH BAG SUKI DESIGN ,10.6798
630,17790,Unknown,1,296,20727,LUNCH BAG  BLACK SKULL.,591.5538
630,17790,Unknown,2,268,22384,LUNCH BAG PINK POLKADOT,583.2604
630,17790,Unknown,3,5616,21181,dotcom,574.6652
630,17790,Unknown,4,4023,22726,None,571.4277
630,17790,Unknown,5,1767,22139,amazon,569.717
630,17790,Unknown,6,308,22178,VICTORIAN GLASS HANGING T-LIGHT,568.3081
630,17790,Unknown,7,641,22624,IVORY KITCHEN SCALES,565.4047
630,17790,Unknown,8,5674,21175,GIN AND TONIC DIET METAL SIGN,565.0772
630,17790,Unknown,9,221,22111,SCOTTIE DOG HOT WATER BOTTLE,563.0149
630,17790,Unknown,10,169,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,559.389
631,12731,Unknown,1,4777,23203,JUMBO BAG VINTAGE DOILY ,246.5704
631,12731,Unknown,2,3393,22383,LUNCH BAG SUKI DESIGN ,243.175
631,12731,Unknown,3,4382,22197,POPCORN HOLDER,242.4364
631,12731,Unknown,4,266,22382,LUNCH BAG SPACEBOY DESIGN ,240.5745
631,12731,Unknown,5,267,20726,LUNCH BAG WOODLAND,239.9663
631,12731,Unknown,6,70,21212,PACK OF 72 RETROSPOT CAKE CASES,238.3378
631,12731,Unknown,7,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,237.5636
631,12731,Unknown,8,3666,22469,None,237.4767
631,12731,Unknown,9,55,82482,WOODEN PICTURE FRAME WHITE FINISH,235.8421
631,12731,Unknown,10,60,22386,JUMBO BAG PINK POLKADOT,235.454
632,14419,Unknown,1,4169,84879,damaged,361.7542
632,14419,Unknown,2,3393,22383,LUNCH BAG SUKI DESIGN ,357.9586
632,14419,Unknown,3,3720,22720,None,357.9139
632,14419,Unknown,4,4382,22197,POPCORN HOLDER,356.6594
632,14419,Unknown,5,266,22382,LUNCH BAG SPACEBOY DESIGN ,353.2824
632,14419,Unknown,6,70,21212,PACK OF 72 RETROSPOT CAKE CASES,351.5166
632,14419,Unknown,7,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,349.546
632,14419,Unknown,8,55,82482,WOODEN PICTURE FRAME WHITE FINISH,348.0126
632,14419,Unknown,9,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,347.0646
632,14419,Unknown,10,4084,23202,JUMBO BAG VINTAGE LEAF,345.6252
633,14082,Unknown,1,3098,20725,LUNCH BAG RED SPOTTY,158.6592
633,14082,Unknown,2,4169,84879,damaged,156.1765
633,14082,Unknown,3,3393,22383,LUNCH BAG SUKI DESIGN ,154.8023
633,14082,Unknown,4,3720,22720,None,154.4803
633,14082,Unknown,5,3052,POST,None,154.3924
633,14082,Unknown,6,4382,22197,POPCORN HOLDER,153.7261
633,14082,Unknown,7,296,20727,LUNCH BAG  BLACK SKULL.,153.2171
633,14082,Unknown,8,4778,23209,LUNCH BAG VINTAGE DOILY ,152.8691
633,14082,Unknown,9,295,20728,LUNCH BAG CARS BLUE,152.2603
633,14082,Unknown,10,70,21212,PACK OF 72 RETROSPOT CAKE CASES,151.3577
634,17912,Unknown,1,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,95.6531
634,17912,Unknown,2,141,85099B,JUMBO BAG RED RETROSPOT,93.7638
634,17912,Unknown,3,1656,47566,PARTY BUNTING,93.7088
634,17912,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,93.2063
634,17912,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,92.4373
634,17912,Unknown,6,4169,84879,damaged,92.2548
634,17912,Unknown,7,3393,22383,LUNCH BAG SUKI DESIGN ,91.1475
634,17912,Unknown,8,4382,22197,POPCORN HOLDER,90.7156
634,17912,Unknown,9,4064,23298,"BUNTING , SPOTTY ",90.2854
634,17912,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,90.2823
635,15723,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,249.3591
635,15723,Unknown,2,3098,20725,LUNCH BAG RED SPOTTY,247.8538
635,15723,Unknown,3,4169,84879,damaged,243.4779
635,15723,Unknown,4,3393,22383,LUNCH BAG SUKI DESIGN ,241.8694
635,15723,Unknown,5,3052,POST,None,241.405
635,15723,Unknown,6,4064,23298,"BUNTING , SPOTTY ",240.1335
635,15723,Unknown,7,4778,23209,LUNCH BAG VINTAGE DOILY ,239.7914
635,15723,Unknown,8,296,20727,LUNCH BAG  BLACK SKULL.,239.4698
635,15723,Unknown,9,4382,22197,POPCORN HOLDER,239.4614
635,15723,Unknown,10,267,20726,LUNCH BAG WOODLAND,239.0851
636,16656,Unknown,1,3098,20725,LUNCH BAG RED SPOTTY,132.0891
636,16656,Unknown,2,4777,23203,JUMBO BAG VINTAGE DOILY ,130.4888
636,16656,Unknown,3,4169,84879,damaged,130.486
636,16656,Unknown,4,3052,POST,None,128.6465
636,16656,Unknown,5,4382,22197,POPCORN HOLDER,128.2881
636,16656,Unknown,6,4064,23298,"BUNTING , SPOTTY ",127.9418
636,16656,Unknown,7,266,22382,LUNCH BAG SPACEBOY DESIGN ,127.1302
636,16656,Unknown,8,384,21034,REX CASH+CARRY JUMBO SHOPPER,126.7946
636,16656,Unknown,9,79,22961,JAM MAKING SET PRINTED,126.6575
636,16656,Unknown,10,3666,22469,None,126.4348
637,14037,Unknown,1,3499,22423,damages,42.8479
637,14037,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,42.1963
637,14037,Unknown,3,1656,47566,PARTY BUNTING,41.4605
637,14037,Unknown,4,141,85099B,JUMBO BAG RED RETROSPOT,41.3826
637,14037,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,41.1784
637,14037,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,40.6488
637,14037,Unknown,7,4169,84879,damaged,40.4972
637,14037,Unknown,8,3052,POST,None,40.1576
637,14037,Unknown,9,4064,23298,"BUNTING , SPOTTY ",40.0343
637,14037,Unknown,10,3393,22383,LUNCH BAG SUKI DESIGN ,39.8352
638,14256,Unknown,1,1656,47566,PARTY BUNTING,217.8757
638,14256,Unknown,2,3098,20725,LUNCH BAG RED SPOTTY,216.5802
638,14256,Unknown,3,4777,23203,JUMBO BAG VINTAGE DOILY ,212.9591
