customer_id,customer_name,state,city,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_value,segment
13579,Unknown,United Kingdom,,2010-05-12,9,164.7,5761,1,1,1,111,1.0,At Risk
13581,Unknown,United Kingdom,,2011-03-02,10,118.0,5467,1,1,1,111,1.0,At Risk
13583,Unknown,United Kingdom,,2011-07-07,53,781.03,5340,3,4,4,344,3.6666666666666665,Potential Loyalists
13584,Unknown,United Kingdom,,2011-06-02,24,142.4,5375,2,3,1,231,2.0,Need Attention
13587,Unknown,United Kingdom,,2011-07-10,8,712.4,5337,3,1,4,314,2.6666666666666665,Promising
13588,Unknown,United Kingdom,,2011-11-11,73,1043.85,5213,5,4,4,544,4.333333333333333,Loyal Customers
13590,Unknown,United Kingdom,,2011-12-07,25,513.41,5187,5,3,3,533,3.6666666666666665,Potential Loyalists
13591,Unknown,United Kingdom,,2011-06-10,20,340.9,5367,2,2,2,222,2.0,Need Attention
13592,Unknown,United Kingdom,,2011-10-05,9,138.39,5250,4,1,1,411,2.0,Need Attention
13593,Unknown,United Kingdom,,2011-07-01,39,559.85,5346,2,4,3,243,3.0,Recent Customers
13596,Unknown,United Kingdom,,2011-04-12,18,285.44,5426,2,2,2,222,2.0,Need Attention
13599,Unknown,United Kingdom,,2011-12-04,173,3276.78,5190,5,5,5,555,5.0,Champions
13601,Unknown,United Kingdom,,2011-12-05,41,372.65,5189,5,4,3,543,4.0,Loyal Customers
13602,Unknown,United Kingdom,,2011-06-10,23,428.89,5367,2,3,3,233,2.6666666666666665,Promising
13606,Unknown,United Kingdom,,2011-10-11,40,276.75,5244,4,4,2,442,3.3333333333333335,Recent Customers
13610,Unknown,United Kingdom,,2011-10-04,46,230.25,5251,4,4,2,442,3.3333333333333335,Recent Customers
13611,Unknown,United Kingdom,,2011-11-09,39,497.43,5215,5,4,3,543,4.0,Loyal Customers
13614,Unknown,United Kingdom,,2011-11-09,17,302.15,5215,5,2,2,522,3.0,Recent Customers
13617,Unknown,United Kingdom,,2011-12-06,13,131.11,5188,5,2,1,521,2.6666666666666665,Promising
13623,Unknown,United Kingdom,,2011-09-11,25,335.56,5274,4,3,2,432,3.0,Recent Customers
13626,Unknown,United Kingdom,,2011-01-04,19,257.23,5524,1,2,2,122,1.6666666666666667,About to Sleep
13627,Unknown,United Kingdom,,2011-11-10,7,304.29,5214,5,1,2,512,2.6666666666666665,Promising
13629,Unknown,United Kingdom,,2011-09-11,19,3604.0,5274,4,2,5,425,3.6666666666666665,Potential Loyalists
13630,Unknown,United Kingdom,,2011-08-06,45,984.7,5310,3,4,4,344,3.6666666666666665,Potential Loyalists
13631,Unknown,United Kingdom,,2011-01-09,1,52.5,5519,1,1,1,111,1.0,At Risk
13632,Unknown,United Kingdom,,2011-10-04,40,259.24,5251,4,4,2,442,3.3333333333333335,Recent Customers
13634,Unknown,United Kingdom,,2011-11-04,67,466.29,5220,4,4,3,443,3.6666666666666665,Potential Loyalists
13635,Unknown,United Kingdom,,2011-03-10,62,1071.03,5459,1,4,4,144,3.0,Recent Customers
13636,Unknown,United Kingdom,,2011-09-08,44,657.27,5277,3,4,4,344,3.6666666666666665,Potential Loyalists
13637,Unknown,United Kingdom,,2011-05-06,27,253.15,5402,2,3,2,232,2.3333333333333335,Need Attention
13642,Unknown,United Kingdom,,2011-08-05,57,312.28,5311,3,4,2,342,3.0,Recent Customers
13643,Unknown,United Kingdom,,2011-08-11,28,519.44,5305,3,3,3,333,3.0,Recent Customers
13645,Unknown,United Kingdom,,2011-11-08,5,252.1,5216,5,1,2,512,2.6666666666666665,Promising
13649,Unknown,United Kingdom,,2010-08-12,15,197.8,5669,1,2,2,122,1.6666666666666667,About to Sleep
13650,Unknown,United Kingdom,,2011-12-09,43,792.58,5185,5,4,4,544,4.333333333333333,Loyal Customers
13651,Unknown,United Kingdom,,2011-04-11,1,15.0,5427,2,1,1,211,1.3333333333333333,At Risk
13652,Unknown,United Kingdom,,2010-06-12,18,308.8,5730,1,2,2,122,1.6666666666666667,About to Sleep
13654,Unknown,United Kingdom,,2011-11-04,48,798.24,5220,4,4,4,444,4.0,Loyal Customers
13655,Unknown,United Kingdom,,2011-12-04,21,383.65,5190,5,2,3,523,3.3333333333333335,Recent Customers
13656,Unknown,United Kingdom,,2011-06-01,31,162.7,5376,2,3,1,231,2.0,Need Attention
13662,Unknown,United Kingdom,,2011-11-05,17,288.74,5219,4,2,2,422,2.6666666666666665,Promising
13666,Unknown,United Kingdom,,2011-10-10,4,20.6,5245,4,1,1,411,2.0,Need Attention
13668,Unknown,United Kingdom,,2011-11-04,172,2228.64,5220,4,5,5,455,4.666666666666667,Champions
13672,Unknown,United Kingdom,,2011-11-02,6,186.39,5222,4,1,1,411,2.0,Need Attention
13673,Unknown,United Kingdom,,2011-07-11,34,194.54,5336,3,3,1,331,2.3333333333333335,Need Attention
13675,Unknown,United Kingdom,,2011-11-07,10,178.38,5217,5,1,1,511,2.3333333333333335,Need Attention
13678,Unknown,United Kingdom,,2011-11-07,16,232.6,5217,5,2,2,522,3.0,Recent Customers
13680,Unknown,United Kingdom,,2011-08-12,130,3016.47,5304,3,5,5,355,4.333333333333333,Loyal Customers
13681,Unknown,United Kingdom,,2011-07-07,33,531.08,5340,3,3,3,333,3.0,Recent Customers
13682,Unknown,United Kingdom,,2011-05-06,3,59.5,5402,2,1,1,211,1.3333333333333333,At Risk
13685,Unknown,United Kingdom,,2011-10-10,24,2519.15,5245,4,3,5,435,4.0,Loyal Customers
13686,Unknown,United Kingdom,,2011-10-06,8,72.0,5249,4,1,1,411,2.0,Need Attention
13689,Unknown,United Kingdom,,2011-07-10,6,910.0,5337,3,1,4,314,2.6666666666666665,Promising
13690,Unknown,United Kingdom,,2011-11-10,9,172.25,5214,5,1,1,511,2.3333333333333335,Need Attention
13692,Unknown,United Kingdom,,2011-10-05,1,14.95,5250,4,1,1,411,2.0,Need Attention
13694,Unknown,United Kingdom,,2011-10-05,183,19940.56,5250,4,5,5,455,4.666666666666667,Champions
13695,Unknown,United Kingdom,,2011-12-08,62,1724.47,5186,5,4,5,545,4.666666666666667,Champions
13697,Unknown,United Kingdom,,2011-01-11,12,151.3,5517,1,2,1,121,1.3333333333333333,At Risk
13699,Unknown,United Kingdom,,2011-07-07,14,308.58,5340,3,2,2,322,2.3333333333333335,Need Attention
13700,Unknown,United Kingdom,,2011-12-04,84,710.08,5190,5,5,4,554,4.666666666666667,Champions
13704,Unknown,United Kingdom,,2011-12-10,39,650.53,5184,5,4,4,544,4.333333333333333,Loyal Customers
13705,Unknown,United Kingdom,,2011-02-12,17,507.32,5485,1,2,3,123,2.0,Need Attention
13706,Unknown,United Kingdom,,2011-10-02,20,330.79,5253,4,2,2,422,2.6666666666666665,Promising
13709,Unknown,United Kingdom,,2011-06-12,169,3019.56,5365,2,5,5,255,4.0,Loyal Customers
13710,Unknown,United Kingdom,,2011-08-11,8,180.48,5305,3,1,1,311,1.6666666666666667,About to Sleep
13711,Unknown,United Kingdom,,2011-05-05,11,208.56,5403,2,2,2,222,2.0,Need Attention
13712,Unknown,United Kingdom,,2011-07-04,10,228.84,5343,2,1,2,212,1.6666666666666667,About to Sleep
13715,Unknown,United Kingdom,,2011-05-01,103,1072.44,5407,2,5,4,254,3.6666666666666665,Potential Loyalists
13717,Unknown,United Kingdom,,2011-07-11,29,389.25,5336,3,3,3,333,3.0,Recent Customers
13718,Unknown,United Kingdom,,2011-07-04,5,192.5,5343,2,1,1,211,1.3333333333333333,At Risk
13719,Unknown,United Kingdom,,2011-06-11,20,330.79,5366,2,2,2,222,2.0,Need Attention
13721,Unknown,United Kingdom,,2011-03-11,28,524.14,5458,1,3,3,133,2.3333333333333335,Need Attention
13722,Unknown,United Kingdom,,2011-02-03,46,1463.47,5494,1,4,5,145,3.3333333333333335,Recent Customers
13723,Unknown,United Kingdom,,2011-06-05,6,199.85,5372,2,1,2,212,1.6666666666666667,About to Sleep
13725,Unknown,United Kingdom,,2011-07-02,56,1168.63,5345,2,4,4,244,3.3333333333333335,Recent Customers
13726,Unknown,United Kingdom,,2011-01-11,19,786.98,5517,1,2,4,124,2.3333333333333335,Need Attention
13727,Unknown,United Kingdom,,2011-11-11,20,333.48,5213,5,2,2,522,3.0,Recent Customers
13728,Unknown,United Kingdom,,2011-03-11,22,377.7,5458,1,3,3,133,2.3333333333333335,Need Attention
13730,Unknown,United Kingdom,,2011-01-07,22,306.75,5521,1,3,2,132,2.0,Need Attention
13731,Unknown,United Kingdom,,2011-07-04,38,610.59,5343,2,3,3,233,2.6666666666666665,Promising
13732,Unknown,United Kingdom,,2011-11-11,33,491.86,5213,5,3,3,533,3.6666666666666665,Potential Loyalists
13736,Unknown,United Kingdom,,2011-04-12,112,371.11,5426,2,5,3,253,3.3333333333333335,Recent Customers
13741,Unknown,United Kingdom,,2011-09-06,20,363.13,5279,3,2,3,323,2.6666666666666665,Promising
13742,Unknown,United Kingdom,,2011-11-09,48,954.87,5215,5,4,4,544,4.333333333333333,Loyal Customers
13743,Unknown,United Kingdom,,2011-12-09,25,916.68,5185,5,3,4,534,4.0,Loyal Customers
13744,Unknown,United Kingdom,,2011-05-09,19,263.2,5399,2,2,2,222,2.0,Need Attention
13747,Unknown,United Kingdom,,2010-01-12,1,79.6,5881,1,1,1,111,1.0,At Risk
13748,Unknown,United Kingdom,,2011-07-04,24,800.8,5343,2,3,4,234,3.0,Recent Customers
13750,Unknown,United Kingdom,,2011-07-01,1,325.44,5346,2,1,2,212,1.6666666666666667,About to Sleep
13752,Unknown,United Kingdom,,2011-09-05,50,876.39,5280,3,4,4,344,3.6666666666666665,Potential Loyalists
13754,Unknown,United Kingdom,,2011-11-07,4,126.6,5217,5,1,1,511,2.3333333333333335,Need Attention
13755,Unknown,United Kingdom,,2011-07-10,124,716.79,5337,3,5,4,354,4.0,Loyal Customers
13756,Unknown,United Kingdom,,2011-10-10,76,2842.14,5245,4,5,5,455,4.666666666666667,Champions
13758,Unknown,United Kingdom,,2011-09-01,59,1784.37,5284,3,4,5,345,4.0,Loyal Customers
13759,Unknown,United Kingdom,,2011-06-11,1,99.0,5366,2,1,1,211,1.3333333333333333,At Risk
13762,Unknown,United Kingdom,,2011-05-05,7,306.72,5403,2,1,2,212,1.6666666666666667,About to Sleep
13763,Unknown,United Kingdom,,2011-07-10,15,1714.96,5337,3,2,5,325,3.3333333333333335,Recent Customers
13764,Unknown,United Kingdom,,2011-06-01,69,499.89,5376,2,4,3,243,3.0,Recent Customers
13767,Unknown,United Kingdom,,2011-11-07,172,8224.02,5217,5,5,5,555,5.0,Champions
13769,Unknown,United Kingdom,,2011-09-08,74,1670.8,5277,3,4,5,345,4.0,Loyal Customers
13771,Unknown,United Kingdom,,2011-06-10,98,2041.2,5367,2,5,5,255,4.0,Loyal Customers
13772,Unknown,United Kingdom,,2011-06-11,126,865.02,5366,2,5,4,254,3.6666666666666665,Potential Loyalists
13777,Unknown,United Kingdom,,2011-09-12,78,9261.45,5273,4,5,5,455,4.666666666666667,Champions
13780,Unknown,United Kingdom,,2011-02-12,48,243.73,5485,1,4,2,142,2.3333333333333335,Need Attention
13781,Unknown,United Kingdom,,2011-03-04,17,127.84,5465,1,2,1,121,1.3333333333333333,At Risk
13782,Unknown,United Kingdom,,2011-07-08,32,266.0,5339,3,3,2,332,2.6666666666666665,Promising
13784,Unknown,United Kingdom,,2011-11-01,17,1123.47,5223,4,2,4,424,3.3333333333333335,Recent Customers
13786,Unknown,United Kingdom,,2010-07-12,7,230.4,5700,1,1,2,112,1.3333333333333333,At Risk
13787,Unknown,United Kingdom,,2010-10-12,7,106.4,5608,1,1,1,111,1.0,At Risk
13790,Unknown,United Kingdom,,2011-05-12,45,348.8,5396,2,4,2,242,2.6666666666666665,Promising
13791,Unknown,United Kingdom,,2011-04-08,4,579.0,5430,2,1,3,213,2.0,Need Attention
13792,Unknown,United Kingdom,,2011-04-10,9,120.95,5428,2,1,1,211,1.3333333333333333,At Risk
13798,Unknown,United Kingdom,,2011-12-09,196,21172.7,5185,5,5,5,555,5.0,Champions
13800,Unknown,United Kingdom,,2011-03-02,33,558.32,5467,1,3,3,133,2.3333333333333335,Need Attention
13801,Unknown,United Kingdom,,2011-04-10,23,324.8,5428,2,3,2,232,2.3333333333333335,Need Attention
13802,Unknown,United Kingdom,,2011-01-02,20,969.74,5526,1,2,4,124,2.3333333333333335,Need Attention
13804,Unknown,United Kingdom,,2011-09-11,42,844.85,5274,4,4,4,444,4.0,Loyal Customers
13805,Unknown,United Kingdom,,2011-02-08,6,500.24,5489,1,1,3,113,1.6666666666666667,About to Sleep
13806,Unknown,United Kingdom,,2011-07-10,10,256.38,5337,3,1,2,312,2.0,Need Attention
13807,Unknown,United Kingdom,,2010-07-12,7,112.6,5700,1,1,1,111,1.0,At Risk
13808,Unknown,United Kingdom,,2011-07-09,66,1591.56,5338,3,4,5,345,4.0,Loyal Customers
13809,Unknown,Cyprus,,2011-07-02,11,140.3,5345,2,2,1,221,1.6666666666666667,About to Sleep
13810,Unknown,Germany,,2011-11-11,14,246.01,5213,5,2,2,522,3.0,Recent Customers
13811,Unknown,Germany,,2011-09-06,6,333.0,5279,3,1,2,312,2.0,Need Attention
13812,Unknown,Germany,,2011-06-10,8,139.88,5367,2,1,1,211,1.3333333333333333,At Risk
13813,Unknown,Germany,,2011-11-09,15,292.24,5215,5,2,2,522,3.0,Recent Customers
13814,Unknown,Germany,,2011-08-09,26,961.58,5307,3,3,4,334,3.3333333333333335,Recent Customers
13816,Unknown,Germany,,2011-06-10,17,371.69,5367,2,2,3,223,2.3333333333333335,Need Attention
13817,Unknown,Germany,,2011-10-11,15,254.28,5244,4,2,2,422,2.6666666666666665,Promising
13819,Unknown,United Kingdom,,2011-11-02,23,732.05,5222,4,3,4,434,3.6666666666666665,Potential Loyalists
13822,Unknown,United Kingdom,,2011-04-12,5,163.62,5426,2,1,1,211,1.3333333333333333,At Risk
13823,Unknown,United Kingdom,,2011-09-09,26,650.42,5276,4,3,4,434,3.6666666666666665,Potential Loyalists
13824,Unknown,United Kingdom,,2011-12-04,35,1371.28,5190,5,3,5,535,4.333333333333333,Loyal Customers
13831,Unknown,United Kingdom,,2011-05-05,5,719.3,5403,2,1,4,214,2.3333333333333335,Need Attention
13833,Unknown,United Kingdom,,2011-03-07,28,383.85,5462,1,3,3,133,2.3333333333333335,Need Attention
13835,Unknown,United Kingdom,,2011-08-05,34,537.34,5311,3,3,3,333,3.0,Recent Customers
13837,Unknown,United Kingdom,,2011-12-05,10,157.54,5189,5,1,1,511,2.3333333333333335,Need Attention
13838,Unknown,United Kingdom,,2011-04-12,93,417.58,5426,2,5,3,253,3.3333333333333335,Recent Customers
13841,Unknown,United Kingdom,,2011-01-04,1,85.0,5524,1,1,1,111,1.0,At Risk
13842,Unknown,United Kingdom,,2011-12-10,127,2137.09,5184,5,5,5,555,5.0,Champions
13845,Unknown,United Kingdom,,2011-06-10,9,312.98,5367,2,1,2,212,1.6666666666666667,About to Sleep
13846,Unknown,United Kingdom,,2011-11-04,15,252.53,5220,4,2,2,422,2.6666666666666665,Promising
13848,Unknown,United Kingdom,,2011-08-09,2,640.0,5307,3,1,4,314,2.6666666666666665,Promising
13850,Unknown,United Kingdom,,2011-02-08,93,1595.48,5489,1,5,5,155,3.6666666666666665,Potential Loyalists
13851,Unknown,United Kingdom,,2011-05-09,64,2405.14,5399,2,4,5,245,3.6666666666666665,Potential Loyalists
13854,Unknown,United Kingdom,,2011-12-09,46,3696.87,5185,5,4,5,545,4.666666666666667,Champions
13856,Unknown,United Kingdom,,2011-09-06,3,124.6,5279,3,1,1,311,1.6666666666666667,About to Sleep
13860,Unknown,United Kingdom,,2011-08-12,20,319.45,5304,3,2,2,322,2.3333333333333335,Need Attention
13862,Unknown,United Kingdom,,2011-11-01,63,1026.16,5223,4,4,4,444,4.0,Loyal Customers
13863,Unknown,United Kingdom,,2011-06-04,20,305.78,5373,2,2,2,222,2.0,Need Attention
13865,Unknown,United Kingdom,,2011-12-10,17,277.44,5184,5,2,2,522,3.0,Recent Customers
13867,Unknown,United Kingdom,,2011-08-11,30,529.5,5305,3,3,3,333,3.0,Recent Customers
13868,Unknown,United Kingdom,,2011-02-12,33,3192.54,5485,1,3,5,135,3.0,Recent Customers
13869,Unknown,United Kingdom,,2011-08-08,163,1500.47,5308,3,5,5,355,4.333333333333333,Loyal Customers
13870,Unknown,United Kingdom,,2011-07-12,4,152.75,5335,3,1,1,311,1.6666666666666667,About to Sleep
13871,Unknown,United Kingdom,,2011-10-03,77,1392.0,5252,4,5,5,455,4.666666666666667,Champions
13873,Unknown,United Kingdom,,2011-12-08,23,389.6,5186,5,3,3,533,3.6666666666666665,Potential Loyalists
13875,Unknown,United Kingdom,,2011-11-02,46,724.85,5222,4,4,4,444,4.0,Loyal Customers
13876,Unknown,United Kingdom,,2011-07-10,7,122.7,5337,3,1,1,311,1.6666666666666667,About to Sleep
13880,Unknown,United Kingdom,,2011-06-06,43,837.74,5371,2,4,4,244,3.3333333333333335,Recent Customers
13881,Unknown,United Kingdom,,2011-11-04,97,9414.78,5220,4,5,5,455,4.666666666666667,Champions
13882,Unknown,United Kingdom,,2011-09-11,28,435.34,5274,4,3,3,433,3.3333333333333335,Recent Customers
13883,Unknown,United Kingdom,,2011-05-05,48,762.37,5403,2,4,4,244,3.3333333333333335,Recent Customers
13884,Unknown,United Kingdom,,2011-11-09,58,786.15,5215,5,4,4,544,4.333333333333333,Loyal Customers
13885,Unknown,United Kingdom,,2011-03-06,5,107.65,5463,1,1,1,111,1.0,At Risk
13888,Unknown,United Kingdom,,2011-12-08,39,595.67,5186,5,4,3,543,4.0,Loyal Customers
13889,Unknown,United Kingdom,,2011-08-09,15,416.9,5307,3,2,3,323,2.6666666666666665,Promising
13890,Unknown,United Kingdom,,2011-08-12,53,898.3,5304,3,4,4,344,3.6666666666666665,Potential Loyalists
13892,Unknown,United Kingdom,,2011-07-04,24,395.73,5343,2,3,3,233,2.6666666666666665,Promising
13894,Unknown,United Kingdom,,2011-02-02,10,160.85,5495,1,1,1,111,1.0,At Risk
13895,Unknown,United Kingdom,,2011-11-11,73,1655.77,5213,5,4,5,545,4.666666666666667,Champions
13899,Unknown,United Kingdom,,2011-10-03,15,298.5,5252,4,2,2,422,2.6666666666666665,Promising
13900,Unknown,United Kingdom,,2011-09-06,1,8.5,5279,3,1,1,311,1.6666666666666667,About to Sleep
13901,Unknown,United Kingdom,,2011-04-07,77,1561.09,5431,1,5,5,155,3.6666666666666665,Potential Loyalists
13904,Unknown,United Kingdom,,2011-02-11,9,131.52,5486,1,1,1,111,1.0,At Risk
13908,Unknown,United Kingdom,,2011-09-05,76,1461.61,5280,3,5,5,355,4.333333333333333,Loyal Customers
13911,Unknown,United Kingdom,,2011-08-05,57,867.47,5311,3,4,4,344,3.6666666666666665,Potential Loyalists
13914,Unknown,United Kingdom,,2011-03-11,16,321.07,5458,1,2,2,122,1.6666666666666667,About to Sleep
13917,Unknown,United Kingdom,,2011-01-06,5,65.38,5522,1,1,1,111,1.0,At Risk
13919,Unknown,Denmark,,2011-11-10,28,384.81,5214,5,3,3,533,3.6666666666666665,Potential Loyalists
13924,Unknown,United Kingdom,,2011-08-12,37,474.73,5304,3,3,3,333,3.0,Recent Customers
13925,Unknown,United Kingdom,,2011-10-08,16,298.13,5247,4,2,2,422,2.6666666666666665,Promising
13928,Unknown,United Kingdom,,2011-08-11,8,131.22,5305,3,1,1,311,1.6666666666666667,About to Sleep
13931,Unknown,United Kingdom,,2011-05-09,58,1237.53,5399,2,4,4,244,3.3333333333333335,Recent Customers
13938,Unknown,United Kingdom,,2011-04-11,7,71.66,5427,2,1,1,211,1.3333333333333333,At Risk
13939,Unknown,United Kingdom,,2011-01-02,12,184.5,5526,1,2,1,121,1.3333333333333333,At Risk
13940,Unknown,United Kingdom,,2011-06-10,14,225.24,5367,2,2,2,222,2.0,Need Attention
13941,Unknown,United Kingdom,,2011-11-09,19,2123.16,5215,5,2,5,525,4.0,Loyal Customers
13947,Unknown,United Kingdom,,2011-05-10,5,90.6,5398,2,1,1,211,1.3333333333333333,At Risk
13949,Unknown,United Kingdom,,2011-07-12,100,1359.04,5335,3,5,5,355,4.333333333333333,Loyal Customers
13950,Unknown,United Kingdom,,2011-07-04,7,179.31,5343,2,1,1,211,1.3333333333333333,At Risk
13952,Unknown,United Kingdom,,2011-06-05,44,1208.31,5372,2,4,4,244,3.3333333333333335,Recent Customers
13953,Unknown,United Kingdom,,2011-10-03,8,911.32,5252,4,1,4,414,3.0,Recent Customers
13954,Unknown,United Kingdom,,2011-08-12,12,212.51,5304,3,2,2,322,2.3333333333333335,Need Attention
13955,Unknown,United Kingdom,,2011-08-07,33,322.96,5309,3,3,2,332,2.6666666666666665,Promising
13956,Unknown,United Kingdom,,2011-10-04,51,305.45,5251,4,4,2,442,3.3333333333333335,Recent Customers
13959,Unknown,United Kingdom,,2011-03-03,34,337.44,5466,1,3,2,132,2.0,Need Attention
13962,Unknown,United Kingdom,,2011-08-04,7,117.6,5312,3,1,1,311,1.6666666666666667,About to Sleep
13963,Unknown,United Kingdom,,2011-04-02,29,548.86,5436,1,3,3,133,2.3333333333333335,Need Attention
13969,Unknown,United Kingdom,,2011-11-10,265,3987.9,5214,5,5,5,555,5.0,Champions
13971,Unknown,United Kingdom,,2011-11-10,40,703.36,5214,5,4,4,544,4.333333333333333,Loyal Customers
13975,Unknown,United Kingdom,,2011-08-11,311,2239.85,5305,3,5,5,355,4.333333333333333,Loyal Customers
13980,Unknown,United Kingdom,,2011-10-10,11,200.14,5245,4,2,2,422,2.6666666666666665,Promising
13982,Unknown,United Kingdom,,2010-09-12,23,428.6,5638,1,3,3,133,2.3333333333333335,Need Attention
13983,Unknown,United Kingdom,,2011-12-10,45,1279.38,5184,5,4,5,545,4.666666666666667,Champions
13984,Unknown,United Kingdom,,2011-05-08,8,689.38,5400,2,1,4,214,2.3333333333333335,Need Attention
13985,Unknown,United Kingdom,,2011-12-10,168,3181.1,5184,5,5,5,555,5.0,Champions
13989,Unknown,United Kingdom,,2011-05-10,18,369.41,5398,2,2,3,223,2.3333333333333335,Need Attention
13990,Unknown,United Kingdom,,2011-10-05,16,311.3,5250,4,2,2,422,2.6666666666666665,Promising
13992,Unknown,United Kingdom,,2011-09-11,5,76.8,5274,4,1,1,411,2.0,Need Attention
13993,Unknown,United Kingdom,,2011-11-09,21,845.3,5215,5,2,4,524,3.6666666666666665,Potential Loyalists
13994,Unknown,United Kingdom,,2011-06-12,69,860.56,5365,2,4,4,244,3.3333333333333335,Recent Customers
13995,Unknown,United Kingdom,,2011-08-04,17,310.45,5312,3,2,2,322,2.3333333333333335,Need Attention
13999,Unknown,United Kingdom,,2011-11-11,92,1586.57,5213,5,5,5,555,5.0,Champions
14000,Unknown,United Kingdom,,2011-12-05,15,635.66,5189,5,2,3,523,3.3333333333333335,Recent Customers
14001,Unknown,United Kingdom,,2010-01-12,9,301.24,5881,1,1,2,112,1.3333333333333333,At Risk
14002,Unknown,United Kingdom,,2011-06-07,14,224.79,5370,2,2,2,222,2.0,Need Attention
14004,Unknown,United Kingdom,,2011-04-08,34,957.0,5430,2,3,4,234,3.0,Recent Customers
14005,Unknown,United Kingdom,,2011-08-05,14,187.16,5311,3,2,1,321,2.0,Need Attention
14006,Unknown,United Kingdom,,2011-12-04,13,357.65,5190,5,2,3,523,3.3333333333333335,Recent Customers
14012,Unknown,United Kingdom,,2011-07-03,11,328.8,5344,2,2,2,222,2.0,Need Attention
14013,Unknown,United Kingdom,,2011-09-03,8,118.5,5282,3,1,1,311,1.6666666666666667,About to Sleep
14016,Unknown,EIRE,,2011-01-07,45,976.58,5521,1,4,4,144,3.0,Recent Customers
14019,Unknown,United Kingdom,,2011-02-09,17,416.24,5488,1,2,3,123,2.0,Need Attention
14020,Unknown,United Kingdom,,2011-12-09,18,331.14,5185,5,2,2,522,3.0,Recent Customers
14021,Unknown,United Kingdom,,2011-12-05,19,433.0,5189,5,2,3,523,3.3333333333333335,Recent Customers
14023,Unknown,United Kingdom,,2011-03-04,31,584.07,5465,1,3,3,133,2.3333333333333335,Need Attention
14024,Unknown,United Kingdom,,2011-10-08,16,327.7,5247,4,2,2,422,2.6666666666666665,Promising
14027,Unknown,United Kingdom,,2011-10-10,6,104.82,5245,4,1,1,411,2.0,Need Attention
14029,Unknown,United Kingdom,,2011-07-10,9,302.46,5337,3,1,2,312,2.0,Need Attention
14030,Unknown,United Kingdom,,2011-11-09,184,1810.86,5215,5,5,5,555,5.0,Champions
14031,Unknown,United Kingdom,,2011-06-01,78,6133.67,5376,2,5,5,255,4.0,Loyal Customers
14032,Unknown,United Kingdom,,2011-12-04,55,1202.68,5190,5,4,4,544,4.333333333333333,Loyal Customers
14034,Unknown,United Kingdom,,2011-05-07,23,455.17,5401,2,3,3,233,2.6666666666666665,Promising
14035,Unknown,United Kingdom,,2011-11-11,12,300.32,5213,5,2,2,522,3.0,Recent Customers
14037,Unknown,United Kingdom,,2010-10-12,26,111.8,5608,1,3,1,131,1.6666666666666667,About to Sleep
14039,Unknown,United Kingdom,,2011-06-11,6,152.2,5366,2,1,1,211,1.3333333333333333,At Risk
14040,Unknown,United Kingdom,,2011-12-01,125,2053.57,5193,5,5,5,555,5.0,Champions
14044,Unknown,United Kingdom,,2011-03-02,54,170.44,5467,1,4,1,141,2.0,Need Attention
14045,Unknown,United Kingdom,,2011-06-01,5,1251.75,5376,2,1,4,214,2.3333333333333335,Need Attention
14047,Unknown,United Kingdom,,2011-07-01,24,647.37,5346,2,3,4,234,3.0,Recent Customers
14048,Unknown,United Kingdom,,2011-07-02,83,404.88,5345,2,5,3,253,3.3333333333333335,Recent Customers
14049,Unknown,United Kingdom,,2011-04-07,23,226.93,5431,1,3,2,132,2.0,Need Attention
14050,Unknown,United Kingdom,,2011-08-11,17,260.38,5305,3,2,2,322,2.3333333333333335,Need Attention
14051,Unknown,United Kingdom,,2011-11-10,101,6933.57,5214,5,5,5,555,5.0,Champions
14053,Unknown,United Kingdom,,2011-07-08,3,247.75,5339,3,1,2,312,2.0,Need Attention
14054,Unknown,United Kingdom,,2011-05-10,6,92.46,5398,2,1,1,211,1.3333333333333333,At Risk
14056,Unknown,United Kingdom,,2011-11-05,509,3919.23,5219,4,5,5,455,4.666666666666667,Champions
14057,Unknown,United Kingdom,,2011-11-09,58,1160.15,5215,5,4,4,544,4.333333333333333,Loyal Customers
14060,Unknown,United Kingdom,,2011-10-01,61,1970.12,5254,4,4,5,445,4.333333333333333,Loyal Customers
14062,Unknown,United Kingdom,,2011-09-09,28,1965.5,5276,4,3,5,435,4.0,Loyal Customers
14064,Unknown,United Kingdom,,2011-12-05,38,673.79,5189,5,3,4,534,4.0,Loyal Customers
14067,Unknown,United Kingdom,,2011-07-10,52,374.7,5337,3,4,3,343,3.3333333333333335,Recent Customers
14071,Unknown,United Kingdom,,2011-08-11,118,305.29,5305,3,5,2,352,3.3333333333333335,Recent Customers
14073,Unknown,United Kingdom,,2011-07-11,13,151.04,5336,3,2,1,321,2.0,Need Attention
14075,Unknown,United Kingdom,,2011-05-12,8,316.78,5396,2,1,2,212,1.6666666666666667,About to Sleep
14076,Unknown,United Kingdom,,2011-02-08,43,114.92,5489,1,4,1,141,2.0,Need Attention
14077,Unknown,United Kingdom,,2011-10-06,28,227.9,5249,4,3,2,432,3.0,Recent Customers
14078,Unknown,United Kingdom,,2011-10-05,35,491.46,5250,4,3,3,433,3.3333333333333335,Recent Customers
14079,Unknown,United Kingdom,,2011-07-08,12,375.1,5339,3,2,3,323,2.6666666666666665,Promising
